output_prefix	name	motif_id	cluster	total_tfbs	CD8_Good_mean_score	CD8_Good_bound	CD8_Poor_mean_score	CD8_Poor_bound	CD8_Good_CD8_Poor_change	CD8_Good_CD8_Poor_pvalue	CD8_Good_CD8_Poor_highlighted
slbo_MA0244.1	slbo	MA0244.1	C_slbo	8091	0.36577	121	0.43362	139	0.04236	3.06559E-60	False
slou_MA0245.1	slou	MA0245.1	C_hbn	5830	0.35679	72	0.38858	82	0.11014	4.94404E-96	True
so_MA0246.1	so	MA0246.1	C_Optix	6580	0.40378	139	0.48371	169	0.02624	8.98624E-39	False
tup_MA0248.1	tup	MA0248.1	C_tup	5248	0.36766	90	0.41269	86	0.08284	8.37851E-82	False
unc-4_MA0250.1	unc-4	MA0250.1	C_hbn	8065	0.38775	167	0.42118	185	0.10921	1.34102E-102	True
vnd_MA0253.1	vnd	MA0253.1	C_vnd	9954	0.38323	169	0.45871	193	0.02712	4.67760E-49	False
vvl_MA0254.1	vvl	MA0254.1	C_vvl	11406	0.43607	315	0.4863	332	0.07058	2.43361E-90	False
fkh_MA0446.1	fkh	MA0446.1	C_FOXE1	15392	0.37576	257	0.43046	296	0.0635	1.00667E-93	False
H2.0_MA0448.1	H2.0	MA0448.1	C_H2.0	8457	0.35438	75	0.37684	88	0.11499	4.20225E-100	True
h_MA0449.1	h	MA0449.1	C_h	4396	1.0295	920	1.15959	1014	-0.01388	3.93270E-20	False
odd_MA0454.1	odd	MA0454.1	C_odd	6449	0.56953	356	0.64593	363	0.02702	1.45729E-37	False
opa_MA0456.1	opa	MA0456.1	C_opa	10126	0.89295	1213	1.06319	1540	-0.07261	1.17136E-89	True
ttk_MA0460.1	ttk	MA0460.1	C_ttk	8469	0.45788	242	0.52051	237	0.05106	1.87765E-71	False
cad_MA0216.2	cad	MA0216.2	C_HOXA10	13548	0.40467	277	0.43252	253	0.10534	2.70984E-111	True
suHw_MA0533.1	su(Hw)	MA0533.1	C_su(Hw)	9807	0.39314	191	0.44947	202	0.05096	7.34245E-74	False
pan_MA0237.2	pan	MA0237.2	C_pan	3652	0.76479	366	0.85801	430	0.03138	1.76306E-38	False
Mad_MA0535.1	Mad	MA0535.1	C_Mad	16204	1.1872	3379	1.35315	4100	-0.03281	3.31430E-68	False
Ets21C_MA0916.1	Ets21C	MA0916.1	C_HAL9	5959	1.31543	1904	1.42559	2119	0.04912	2.61964E-59	False
gcm2_MA0917.1	gcm2	MA0917.1	C_GCM1	2376	0.60536	130	0.70712	151	0.00969	3.50299E-03	False
Awh_MA0167.1	Awh	MA0167.1	C_otp	4285	0.34828	42	0.39304	52	0.08371	8.74254E-76	False
C15_MA0170.1	C15	MA0170.1	C_hbn	5830	0.35679	72	0.38858	82	0.11014	4.94404E-96	True
CG11085_MA0171.1	CG11085	MA0171.1	C_hbn	5080	0.40458	139	0.44077	148	0.10548	1.03999E-94	True
CG11294_MA0172.1	CG11294	MA0172.1	C_otp	6854	0.35583	80	0.39406	87	0.09474	2.84126E-92	False
CG11617_MA0173.1	CG11617	MA0173.1	C_CG11617	10421	0.36505	150	0.41807	170	0.0662	3.22328E-84	False
Dbx_MA0174.1	Dbx	MA0174.1	C_H2.0	8458	0.35441	75	0.3768	88	0.11512	1.67138E-105	True
lms_MA0175.1	lms	MA0175.1	C_hbn	5831	0.35681	72	0.38856	82	0.11027	3.67481E-93	True
CG15696_MA0176.1	CG15696	MA0176.1	C_hbn	5830	0.35679	72	0.38858	82	0.11014	4.94404E-96	True
CG18599_MA0177.1	CG18599	MA0177.1	C_otp	4285	0.34828	42	0.39304	52	0.08371	8.74254E-76	False
CG32105_MA0178.1	CG32105	MA0178.1	C_otp	7078	0.35113	85	0.39179	97	0.09237	1.26534E-88	False
CG32532_MA0179.1	CG32532	MA0179.1	C_otp	7078	0.35113	85	0.39179	97	0.09237	1.26534E-88	False
CG4328_MA0182.1	CG4328	MA0182.1	C_H2.0	8650	0.33856	59	0.36487	70	0.10493	5.69700E-98	True
HHEX_MA0183.1	HHEX	MA0183.1	C_otp	9885	0.35977	99	0.38117	96	0.11554	1.39038E-109	True
Dll_MA0187.1	Dll	MA0187.1	C_HOXB7	3916	0.38346	70	0.43096	75	0.08265	3.36484E-67	False
achi_MA0207.1	achi	MA0207.1	C_MEIS1	24351	0.53744	1266	0.65199	1472	-0.02154	3.38368E-56	False
ap_MA0209.1	ap	MA0209.1	C_otp	6759	0.36788	103	0.41957	116	0.07	2.89198E-85	False
btn_MA0215.1	btn	MA0215.1	C_otp	6927	0.38359	96	0.41605	93	0.10086	5.44895E-90	True
exex_MA0224.1	exex	MA0224.1	C_otp	5061	0.34547	51	0.39563	63	0.07404	6.40017E-76	False
hbn_MA0226.1	hbn	MA0226.1	C_hbn	7448	0.34565	82	0.37965	93	0.10507	1.31092E-89	True
ind_MA0228.1	ind	MA0228.1	C_otp	4286	0.34904	42	0.39341	52	0.08435	7.74388E-73	False
lbe_MA0231.1	lbe	MA0231.1	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
lbl_MA0232.1	lbl	MA0232.1	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
mirr_MA0233.1	mirr	MA0233.1	C_mirr	102842	0.42885	2410	0.49848	2755	0.04128	3.20295E-115	True
repo_MA0240.1	repo	MA0240.1	C_hbn	5830	0.35679	72	0.38858	82	0.11014	4.94404E-96	True
ro_MA0241.1	ro	MA0241.1	C_otp	5062	0.34585	51	0.39572	63	0.07471	5.78322E-77	False
unpg_MA0251.1	unpg	MA0251.1	C_otp	4285	0.34828	42	0.39304	52	0.08371	8.74254E-76	False
zen_MA0256.1	zen	MA0256.1	C_otp	8639	0.39189	153	0.44044	147	0.07035	5.25233E-81	False
CG34031_MA0444.1	CG34031	MA0444.1	C_hbn	8133	0.35929	103	0.39818	113	0.095	1.23904E-91	False
D_MA0445.1	D	MA0445.1	C_D	16896	0.40006	324	0.4703	362	0.03759	4.26946E-73	False
gt_MA0447.1	gt	MA0447.1	C_vri	1946	0.56365	148	0.63282	160	0.04536	1.37256E-36	False
hkb_MA0450.1	hkb	MA0450.1	C_hkb	11504	1.12792	2679	1.27027	3083	-0.01815	1.86030E-33	False
tll_MA0459.1	tll	MA0459.1	C_tll	14028	0.42692	316	0.4819	349	0.06645	2.11093E-89	False
EcRusp_MA0534.1	EcR::usp	MA0534.1	C_EcR::usp	7302	0.41828	154	0.49442	171	0.03566	6.65799E-51	False
Clamp_MA1700.1	Clamp	MA1700.1	C_Clamp	14575	0.75229	1409	0.88518	1711	-0.03021	2.11599E-59	False
cg_MA2107.1	cg	MA2107.1	C_cg	16286	0.48784	478	0.57719	569	0.01793	4.21503E-43	False
sqz_MA2108.1	sqz	MA2108.1	C_ZNF384	44524	0.36726	639	0.4267	700	0.0547	5.19473E-105	False
acj6_MA2188.1	acj6	MA2188.1	C_otp	8667	0.37599	117	0.41259	114	0.09252	1.88036E-91	False
Adf1_MA2189.1	Adf1	MA2189.1	C_Adf1	2544	1.13496	508	1.27938	585	-0.00623	3.87381E-02	False
Aef1_MA2190.1	Aef1	MA2190.1	C_Aef1	7096	0.50326	310	0.60021	369	0.00379	1.02575E-01	False
amos_MA2191.1	amos	MA2191.1	C_amos	6283	0.47141	184	0.5801	211	-0.02424	3.00604E-38	False
Atf-2_MA2192.1	Atf-2	MA2192.1	C_Atf-2	4121	0.77113	613	0.82924	628	0.06813	1.14839E-68	False
Atf3_MA2193.1	Atf3	MA2193.1	C_JDP2	3337	0.93545	717	1.00462	756	0.0662	1.13892E-60	False
Atf6_MA2194.1	Atf6	MA2194.1	C_CREB3	3672	0.84659	597	0.96574	660	-0.00562	2.57950E-03	False
ato_MA2195.1	ato	MA2195.1	C_ato	10773	0.52608	452	0.64279	519	-0.02928	2.70584E-53	False
bigmax_MA2196.1	bigmax	MA2196.1	C_ARNT2	6500	0.69803	808	0.78722	880	0.01316	1.15624E-14	False
bin_MA2197.1	bin	MA2197.1	C_FKH1	14848	0.4173	355	0.48092	392	0.048	8.34335E-80	False
Blimp-1_MA2198.1	Blimp-1	MA2198.1	C_Blimp-1	10721	0.51086	409	0.60541	497	0.00514	6.20331E-07	False
bowl_MA2199.1	bowl	MA2199.1	C_bowl	7747	0.60229	498	0.70366	560	-0.00222	1.94121E-01	False
bs_MA2200.1	bs	MA2200.1	C_bs	3874	0.49879	179	0.58484	212	0.02003	6.31391E-23	False
Bteb2_MA2201.1	Bteb2	MA2201.1	C_Bteb2	7495	1.20372	2128	1.34206	2370	-0.00679	3.30369E-14	False
byn_MA2202.1	byn	MA2202.1	C_TBX4	6989	0.4899	264	0.58213	294	0.00994	2.69097E-15	False
CG12605_MA2203.1	CG12605	MA2203.1	C_snai-1	11653	0.47686	376	0.57478	431	-0.00746	4.00654E-13	False
CG4360_MA2204.1	CG4360	MA2204.1	C_CG4360	11993	0.46231	334	0.54879	421	0.02183	3.16690E-41	False
CG7928_MA2205.1	CG7928	MA2205.1	C_CG7928	14842	0.71719	1172	0.85642	1425	-0.04278	3.08662E-72	False
CHES-1-like_MA2206.1	CHES-1-like	MA2206.1	C_FKH1	16032	0.39153	295	0.44338	332	0.06791	1.26974E-94	False
ci_MA2207.1	ci	MA2207.1	C_ci	12255	0.58388	606	0.73015	759	-0.05843	1.80405E-80	True
crc_MA2208.1	crc	MA2208.1	C_crc	4344	0.57625	367	0.66081	403	0.0236	2.10274E-29	False
CrebA_MA2209.1	CrebA	MA2209.1	C_ZmbZIP96	2326	0.75719	269	0.86217	289	0.00052	6.77421E-01	False
CrebB_MA2210.1	CrebB	MA2210.1	C_JDP2	2695	1.15486	802	1.22043	836	0.08744	5.48163E-67	False
croc_MA2211.1	croc	MA2211.1	C_slp1	8151	0.42257	208	0.50524	259	0.01902	1.48893E-35	False
dar1_MA2212.1	dar1	MA2212.1	C_KLF9	19908	1.0161	4258	1.15465	4763	-0.0273	2.88607E-60	False
Dif_MA2213.1	Dif	MA2213.1	C_REL	4360	0.55138	218	0.71276	297	-0.08889	1.52966E-82	True
dimm_MA2214.1	dimm	MA2214.1	C_OLIG1	3193	0.39515	44	0.42673	38	0.08438	1.02342E-70	False
dm_MA2215.1	dm	MA2215.1	C_PHYPA_008731	4539	0.9088	754	1.0301	870	-0.0088	4.77939E-08	False
Doc2_MA2216.1	Doc2	MA2216.1	C_TBX4	9167	0.50284	373	0.61107	438	-0.01865	7.15764E-34	False
dpn_MA2217.1	dpn	MA2217.1	C_VOZ2	10208	1.16947	2286	1.31245	2582	-0.02244	6.98039E-45	False
dsf_MA2218.1	dsf	MA2218.1	C_tll	12254	0.41075	234	0.47291	244	0.0488	1.42637E-73	False
Esplm3-HLH_MA2219.1	E(spl)m3-HLH	MA2219.1	C_E(spl)m3-HLH	4367	0.88041	741	0.99047	807	0.00307	1.30232E-01	False
Esplmbeta-HLH_MA2220.1	E(spl)mbeta-HLH	MA2220.1	C_E(spl)mbeta-HLH	4376	1.00403	754	1.1351	886	-0.01203	6.55672E-14	False
Esplmdelta-HLH_MA2221.1	E(spl)mdelta-HLH	MA2221.1	C_E(spl)m3-HLH	3789	0.82787	553	0.93377	600	0.00909	2.55952E-04	False
Esplmgamma-HLH_MA2222.1	E(spl)mgamma-HLH	MA2222.1	C_E(spl)mgamma-HLH	4043	1.04355	810	1.17464	902	-0.00558	8.79863E-04	False
EcR_MA2223.1	EcR	MA2223.1	C_Nr1h3	5807	0.43488	150	0.53689	163	-0.01766	5.91217E-22	False
Eip75B_MA2224.1	Eip75B	MA2224.1	C_Eip75B	6448	0.43606	175	0.54487	214	-0.02407	9.52574E-34	False
erm_MA2225.1	erm	MA2225.1	C_erm	16010	0.42572	420	0.48503	416	0.05336	1.76112E-85	False
ERR_MA2226.1	ERR	MA2226.1	C_Nr1h3	8245	0.47936	242	0.58128	296	-0.00897	6.38521E-12	False
esg_MA2227.1	esg	MA2227.1	C_snai-1	16374	0.50661	593	0.61066	723	-0.01298	3.19950E-26	False
Ets65A_MA2228.1	Ets65A	MA2228.1	C_HAL9	6587	1.26079	1963	1.37298	2189	0.03514	3.47115E-52	False
Ets96B_MA2229.1	Ets96B	MA2229.1	C_HAL9	6910	1.28634	2097	1.40399	2352	0.03232	2.12086E-46	False
Ets97D_MA2230.1	Ets97D	MA2230.1	C_FLI1	7793	1.07466	1797	1.18165	2018	0.02964	2.61846E-50	False
Ets98B_MA2231.1	Ets98B	MA2231.1	C_Ets98B	3189	0.94998	484	1.10461	561	-0.05586	1.90862E-50	False
fd59A_MA2232.1	fd59A	MA2232.1	C_FOXC2	24515	0.36128	323	0.41484	387	0.06587	3.23218E-103	False
Fer1_MA2233.1	Fer1	MA2233.1	C_Fer1	5769	0.66864	513	0.77915	581	-0.01713	3.37176E-28	False
Fer2_MA2234.1	Fer2	MA2234.1	C_Fer2	7427	0.59964	492	0.71211	573	-0.01132	8.15617E-16	False
FoxL1_MA2235.1	FoxL1	MA2235.1	C_FKH1	17425	0.39959	330	0.45624	364	0.05972	5.04310E-89	False
foxo_MA2236.1	foxo	MA2236.1	C_foxo	12003	0.42266	274	0.47646	284	0.06454	1.58184E-91	False
FoxP_MA2237.1	FoxP	MA2237.1	C_FOXF2	17319	0.39931	336	0.45266	352	0.06704	8.49905E-91	False
GATAe_MA2238.1	GATAe	MA2238.1	C_GATAe	776	0.71685	77	0.83589	85	-0.04597	3.37866E-19	False
gsb_MA2239.1	gsb	MA2239.1	C_Pax7	6409	0.35045	64	0.37512	78	0.11015	5.30983E-94	True
Hey_MA2240.1	Hey	MA2240.1	C_PHYPA_008731	6875	0.90491	1170	1.01537	1299	0.00375	1.59929E-03	False
HLH4C_MA2241.1	HLH4C	MA2241.1	C_HLH4C	10649	0.56127	526	0.69755	630	-0.05597	2.82590E-82	False
Hnf4_MA2242.1	Hnf4	MA2242.1	C_Pparg::Rxra	8954	0.59214	495	0.68305	565	0.01228	3.03324E-20	False
Hr38_MA2243.1	Hr38	MA2243.1	C_NR4A1	8043	0.46125	243	0.55133	292	0.00196	1.98379E-01	False
Hr39_MA2244.1	Hr39	MA2244.1	C_Hr39	8712	0.49194	271	0.58903	309	-0.00366	1.05011E-03	False
Hr78_MA2245.1	Hr78	MA2245.1	C_Nr1h3	10465	0.44013	308	0.54126	336	-0.01731	6.98988E-31	False
Jra_MA2246.1	Jra	MA2246.1	C_fos-1	5920	0.4958	232	0.60107	248	-0.00829	3.89404E-06	False
Kah_MA2247.1	Kah	MA2247.1	C_Kah	10301	0.5102	359	0.60735	427	-0.00233	5.22396E-05	False
kay_MA2248.1	kay	MA2248.1	C_fos-1	4419	0.47821	150	0.57342	161	0.01296	2.74841E-13	False
ken_MA2249.1	ken	MA2249.1	C_ken	14380	0.50796	502	0.5976	630	0.01677	4.70213E-35	False
klu_MA2250.1	klu	MA2250.1	C_klu	15812	0.7508	1481	0.91009	1814	-0.07345	5.65792E-96	True
knrl_MA2251.1	knrl	MA2251.1	C_kni	7129	0.49413	270	0.58934	278	-0.00195	8.65528E-03	False
lmd_MA2252.1	lmd	MA2252.1	C_lmd	10307	0.81385	1075	0.98867	1343	-0.08853	1.62409E-98	True
luna_MA2253.1	luna	MA2253.1	C_KLF1	24991	1.18146	6890	1.31982	7690	-0.0135	2.01402E-38	False
lz_MA2254.1	lz	MA2254.1	C_Bcl11B	5648	0.60366	287	0.71087	343	-0.00373	1.29604E-03	False
Max_MA2255.1	Max	MA2255.1	C_PHYPA_008731	4539	0.9088	754	1.0301	870	-0.0088	4.77939E-08	False
mid_MA2256.1	mid	MA2256.1	C_TBX4	10175	0.46673	335	0.57668	392	-0.01935	3.41040E-36	False
Mitf_MA2257.1	Mitf	MA2257.1	C_ARNT2	2624	1.09972	682	1.19261	734	0.02653	8.59890E-25	False
Mnt_MA2258.1	Mnt	MA2258.1	C_PHYPA_008731	5240	0.85469	758	0.96949	861	-0.00366	6.01864E-05	False
org-1_MA2259.1	org-1	MA2259.1	C_TBX4	14016	0.48988	505	0.59464	578	-0.00868	5.72910E-17	False
pdm3_MA2260.1	pdm3	MA2260.1	C_otp	5543	0.34621	51	0.38929	63	0.08747	1.95318E-89	False
phol_MA2261.1	phol	MA2261.1	C_phol	7673	0.79497	1166	0.88124	1259	0.03847	1.03230E-53	False
pnt_MA2262.1	pnt	MA2262.1	C_FLI1	6174	1.01061	1321	1.1032	1466	0.04889	1.88640E-60	False
Poxm_MA2263.1	Poxm	MA2263.1	C_Poxm	3273	0.57586	196	0.64307	219	0.05694	4.81797E-55	False
Rel_MA2264.1	Rel	MA2264.1	C_Rel	10602	0.63284	646	0.76701	812	-0.04049	1.37510E-66	False
retn_MA2265.1	retn	MA2265.1	C_HDG1	5530	0.32885	36	0.36278	40	0.0977	1.27426E-90	True
Rfx_MA2266.1	Rfx	MA2266.1	C_Rfx	4145	0.64258	363	0.72468	397	0.03526	4.95905E-40	False
rib_MA2267.1	rib	MA2267.1	C_rib	6401	0.45942	217	0.52171	247	0.05742	1.72069E-65	False
sage_MA2268.1	sage	MA2268.1	C_sage	11901	0.46351	338	0.57391	418	-0.02398	3.68189E-45	False
sc_MA2269.1	sc	MA2269.1	C_Ascl2	9169	0.52715	341	0.64365	413	-0.02314	1.15385E-40	False
scrt_MA2270.1	scrt	MA2270.1	C_SCRT1	7704	0.56171	378	0.66564	424	-0.00637	2.15878E-06	False
sens_MA2271.1	sens	MA2271.1	C_sens	11363	0.43543	305	0.50519	333	0.03971	8.92043E-68	False
slp2_MA2272.1	slp2	MA2272.1	C_FKH1	14893	0.43329	394	0.49815	432	0.0496	8.47666E-80	False
Sox102F_MA2273.1	Sox102F	MA2273.1	C_Sox102F	2963	0.66184	231	0.78006	284	-0.01677	2.74416E-15	False
Sox14_MA2274.1	Sox14	MA2274.1	C_Sox14	14389	0.46173	426	0.54899	493	0.01312	5.45636E-26	False
Sox15_MA2275.1	Sox15	MA2275.1	C_Sox6	11937	0.39986	239	0.4665	269	0.04411	8.18454E-76	False
Sox21a_MA2276.1	Sox21a	MA2276.1	C_Sox21b	7463	0.42879	211	0.48412	209	0.05271	3.88728E-67	False
Sox21b_MA2277.1	Sox21b	MA2277.1	C_Sox21b	10197	0.38814	200	0.43734	187	0.06731	9.54744E-84	False
SoxN_MA2278.1	SoxN	MA2278.1	C_SoxN	6060	0.41998	197	0.5025	216	0.01049	4.58947E-09	False
Sp1_MA2279.1	Sp1	MA2279.1	C_SP3	22044	1.34765	7151	1.49085	8007	-0.00465	4.33303E-12	False
Spps_MA2280.1	Spps	MA2280.1	C_SP3	32124	1.36408	11121	1.50008	12278	0.00251	8.55668E-06	False
SREBP_MA2281.1	SREBP	MA2281.1	C_SREBP	3862	0.714	538	0.80153	553	0.00892	3.74969E-05	False
SREBP_MA2282.1	SREBP	MA2282.1	C_SREBP	6557	0.57543	372	0.68315	446	-0.01014	4.44750E-13	False
srp_MA2283.1	srp	MA2283.1	C_grn	6474	0.39891	138	0.48022	155	0.0179	1.52851E-25	False
ss_MA2284.1	ss	MA2284.1	C_ss	7020	0.57201	434	0.67573	507	0.00098	6.54675E-01	False
sug_MA2285.1	sug	MA2285.1	C_lmd	7568	0.80048	717	0.97077	904	-0.08299	6.22014E-86	True
svp_MA2286.1	svp	MA2286.1	C_Nr1h3	10044	0.49515	331	0.60146	382	-0.01377	3.02314E-24	False
TfAP-2_MA2287.1	TfAP-2	MA2287.1	C_TFAP2C	8034	0.87703	959	1.02768	1145	-0.04477	5.92615E-62	False
tj_MA2288.1	tj	MA2288.1	C_MAFF	7898	0.45753	252	0.56697	290	-0.02353	3.20300E-37	False
toy_MA2289.1	toy	MA2289.1	C_toy	3879	0.54676	207	0.63732	244	0.01929	9.08308E-25	False
Usf_MA2290.1	Usf	MA2290.1	C_ARNT2	5026	0.87988	891	0.97679	973	0.01082	1.91389E-09	False
vri_MA2291.1	vri	MA2291.1	C_vri	4898	0.57574	415	0.6438	440	0.05189	1.29464E-56	False
wor_MA2292.1	wor	MA2292.1	C_ZEB1	21959	0.57175	1015	0.69376	1224	-0.03202	3.43776E-69	False
Xbp1_MA2293.1	Xbp1	MA2293.1	C_Xbp1	2013	0.89075	291	1.02012	349	-0.0033	3.76190E-01	False
Xrp1_MA2294.1	Xrp1	MA2294.1	C_atf-2	4657	0.46456	200	0.54579	213	0.01598	8.19857E-21	False
ac_MA2295.1	ac	MA2295.1	C_MBD2	8753	0.61749	532	0.7618	645	-0.06474	4.01924E-82	True
aop_MA2296.1	aop	MA2296.1	C_HAL9	2201	1.17968	572	1.27734	633	0.05054	7.66664E-47	False
BtbVII_MA2297.1	BtbVII	MA2297.1	C_BtbVII	7507	0.3649	106	0.39894	119	0.09946	1.01822E-92	True
CG3065_MA2298.1	CG3065	MA2298.1	C_SP3	26040	1.26357	7828	1.40486	8718	-0.01447	2.85488E-41	False
CG4854_MA2299.1	CG4854	MA2299.1	C_RFX1	5097	0.64144	414	0.74851	471	-0.00442	2.55642E-03	False
CG8319_MA2300.1	CG8319	MA2300.1	C_CG8319	7604	0.61845	423	0.76426	504	-0.0667	9.01004E-81	True
clk_MA2301.1	clk	MA2301.1	C_ARNT2	2617	1.10203	687	1.1955	730	0.02594	1.60768E-21	False
Crg-1_MA2302.1	Crg-1	MA2302.1	C_Crg-1	18131	0.33571	213	0.38636	248	0.06766	2.71046E-101	False
crp_MA2303.1	crp	MA2303.1	C_TFAP4	5666	0.46101	174	0.56455	202	-0.01622	6.92851E-16	False
cwo_MA2304.1	cwo	MA2304.1	C_PHYPA_008731	1814	0.80665	233	0.92552	261	-0.00404	8.84472E-01	False
cyc_MA2305.1	cyc	MA2305.1	C_ARNT2	2418	1.15305	703	1.23439	727	0.04276	1.45482E-42	False
D1_MA2306.1	D1	MA2306.1	C_D1	14937	0.34113	161	0.37962	163	0.08384	4.12932E-103	False
D19B_MA2307.1	D19B	MA2307.1	C_D19B	5958	0.46614	154	0.5129	160	0.07578	4.44940E-76	False
da_MA2308.1	da	MA2308.1	C_MBD2	25544	0.57488	1321	0.7135	1618	-0.05999	3.58723E-100	True
ewg_MA2309.1	ewg	MA2309.1	C_Nrf1	5739	1.58485	2581	1.67696	2747	0.07796	1.62098E-78	False
fru_MA2310.1	fru	MA2310.1	C_fru	12429	0.35615	151	0.40817	177	0.06554	1.42223E-92	False
ftz-f1_MA2311.1	ftz-f1	MA2311.1	C_ftz-f1	7660	0.46822	250	0.59039	316	-0.04998	7.36816E-64	False
grn_MA2312.1	grn	MA2312.1	C_grn	5904	0.39297	116	0.47447	140	0.01744	6.18687E-26	False
hng1_MA2313.1	hng1	MA2313.1	C_hng1	502	1.1629	147	1.22261	156	0.10103	1.37375E-50	True
hr3_MA2314.1	hr3	MA2314.1	C_hr3	5704	0.54539	248	0.67368	299	-0.04259	2.42818E-53	False
insv_MA2315.1	insv	MA2315.1	C_insv	3968	0.51555	275	0.5793	285	0.04816	4.71059E-52	False
l3neo38_MA2316.1	l(3)neo38	MA2316.1	C_Macho-1	5484	0.79909	579	1.0337	741	-0.16699	2.12107E-109	True
nau_MA2317.1	nau	MA2317.1	C_MBD2	25544	0.57488	1321	0.7135	1618	-0.05999	3.58723E-100	True
pita_MA2318.1	pita	MA2318.1	C_pita	6317	0.52282	250	0.61698	283	0.01185	5.59400E-16	False
run_MA2319.1	run	MA2319.1	C_run	2798	0.87127	312	1.02197	390	-0.04151	9.51188E-36	False
Sox100B_MA2320.1	Sox100B	MA2320.1	C_Sox100B	5319	0.39909	114	0.4739	133	0.02998	4.38470E-40	False
tx_MA2321.1	tx	MA2321.1	C_MBD2	25544	0.57488	1321	0.7135	1618	-0.05999	3.58723E-100	True
ZIPIC_MA2322.1	ZIPIC	MA2322.1	C_ZIPIC	18049	0.65617	1152	0.80033	1428	-0.05721	1.24408E-88	True
BEAF-32_MA0529.3	BEAF-32	MA0529.3	C_BEAF-32	274	0.56624	14	0.58628	15	0.12754	1.26213E-42	True
br_MA0010.2	br	MA0010.2	C_br	38673	0.34879	425	0.40709	471	0.05362	3.01674E-104	False
br_MA0011.2	br	MA0011.2	C_br	16614	0.4044	369	0.45337	386	0.06836	9.47618E-94	False
br_MA0012.2	br	MA0012.2	C_br	17730	0.39093	272	0.44256	316	0.07004	4.61612E-97	False
btd_MA0443.2	btd	MA0443.2	C_SP3	22024	1.35054	7189	1.49218	8068	0.0003	8.26605E-01	False
Cf2_MA0015.2	Cf2	MA0015.2	C_Cf2	5914	0.40699	113	0.40169	106	0.16885	9.86299E-116	True
CG9876_MA0184.2	CG9876	MA0184.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
cncmaf-S_MA0530.2	cnc::maf-S	MA0530.2	C_cnc::maf-S	5502	0.4882	235	0.58002	273	0.00679	3.01660E-08	False
CTCF_MA0531.2	CTCF	MA0531.2	C_CTCF	8052	0.92123	1267	1.048	1443	-0.01579	5.80023E-26	False
Deaf1_MA0185.2	Deaf1	MA0185.2	C_Deaf1	15683	0.71595	1295	0.81716	1438	0.00621	1.61963E-13	False
dmrt99B_MA1455.2	dmrt99B	MA1455.2	C_dmrt99B	7193	0.37427	118	0.43499	131	0.05346	7.97932E-70	False
Dref_MA1456.2	Dref	MA1456.2	C_BEAF-32	674	0.56988	34	0.62443	33	0.06063	7.39782E-23	False
dsx_MA1836.2	dsx	MA1836.2	C_Dmrt1	3123	0.38228	45	0.43953	44	0.06049	7.82621E-54	False
dve_MA0915.2	dve	MA0915.2	C_unc-30	16969	0.42444	443	0.48176	425	0.04511	4.50601E-80	False
E5_MA0189.2	E5	MA0189.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
Elba1_MA1837.2	Elba1	MA1837.2	C_Elba1	4517	0.47703	217	0.53224	236	0.07501	2.06644E-72	False
Elba2_MA1838.2	Elba2	MA1838.2	C_Elba1	4517	0.47703	217	0.53224	236	0.07501	2.06644E-72	False
exd_MA0222.2	exd	MA0222.2	C_exd	8089	0.42011	221	0.48818	258	0.04335	3.60751E-65	False
GATAd_MA1839.2	GATAd	MA1839.2	C_grn	2470	0.39357	47	0.45418	59	0.0558	7.47037E-52	False
gcm_MA1840.2	gcm	MA1840.2	C_gcm	2092	0.8071	189	0.9142	221	0.01375	8.11623E-08	False
grh_MA1457.2	grh	MA1457.2	C_GRHL1	6026	0.47298	173	0.54491	180	0.03062	9.54144E-44	False
Hsf_MA1458.2	Hsf	MA1458.2	C_hsf-1	10339	0.43573	239	0.51632	255	0.02147	5.16734E-41	False
kn_MA1841.2	kn	MA1841.2	C_kn	11700	0.67297	693	0.80115	870	-0.0295	7.24550E-54	False
kni_MA0451.2	kni	MA0451.2	C_kni	9795	0.44809	269	0.52641	272	0.01991	5.97243E-40	False
Kr_MA0452.3	Kr	MA0452.3	C_Kr	9013	0.46813	295	0.54844	341	0.02751	6.24613E-44	False
Lim3_MA0195.2	Lim3	MA0195.2	C_otp	5499	0.34207	52	0.38696	64	0.08463	6.18798E-78	False
M1BP_MA1459.2	M1BP	MA1459.2	C_M1BP	7210	0.54246	300	0.65049	370	-0.00851	1.13249E-09	False
nub_MA0197.3	nub	MA0197.3	C_POU3F3	14747	0.37133	301	0.41458	308	0.08277	7.15401E-103	False
ovo_MA0126.2	ovo	MA0126.2	C_ovo	4550	0.53743	230	0.60843	253	0.04148	4.10347E-50	False
Pdp1_MA1702.2	Pdp1	MA1702.2	C_NFIL3	6508	0.40424	146	0.45455	164	0.06078	3.41794E-65	False
PHDP_MA0457.2	PHDP	MA0457.2	C_hbn	14953	0.3448	165	0.38788	177	0.08288	1.07849E-101	False
pho_MA1460.2	pho	MA1460.2	C_YY2	7323	1.00763	1415	1.14807	1550	-0.03651	1.17299E-49	False
pnr_MA0536.2	pnr	MA0536.2	C_BEAF-32	757	0.61128	58	0.68579	57	0.01819	2.41232E-07	False
