"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"24800","chr17",64056391,64056791,401,"*",3.82001153594908,3.72310891335425,3.93264777543348,0.00355301219043013,0.992532006397151,0.999820495462944,11.06,15.13,9.13,16.66,14.03,17.05,9.52,22.19,12.33,"ICAM2","-35957","Not Significant",0.00325547954968904,0.00325547954968904,"Not Capped"
"24838","chr19",41352535,41352935,401,"*",5.60087542287758,5.50135603153901,5.71633510540178,-0.00168168746398114,0.993470066711464,0.999820495462944,37.95,51.91,31.33,57.15,48.14,58.69,32.76,76.41,42.44,"TGFB1","+1176","Not Significant",0.00284521366526564,0.00284521366526564,"Not Capped"
"24842","chr6",50030543,50030943,401,"*",3.95124317882147,3.8539892948911,4.06425904161382,0.00294918781427814,0.993592574385279,0.999820495462944,12.11,16.57,10,18.24,15.37,18.67,10.43,24.31,13.5,"DEFB110","-8762","Not Significant",0.0027916628554467,0.0027916628554467,"Not Capped"
"24847","chr1",240526397,240526797,401,"*",2.96283209685531,2.86167838899521,3.08004978571276,-0.00547102388189173,0.993686405672713,0.999820495462944,6.09,8.33,5.03,9.17,7.72,9.44,5.27,12.29,6.83,"GREM2","+85552","Not Significant",0.00275065159250705,0.00275065159250705,"Not Capped"
"24848","chr11",118295894,118296294,401,"*",4.09466202967331,3.99727314003532,4.20782374781701,0.00267405251573467,0.993687065080669,0.999820495462944,13.38,18.3,11.05,20.15,16.97,20.63,11.52,26.86,14.92,"CD3E","-8451","Not Significant",0.00275036339580841,0.00275036339580841,"Not Capped"
"24853","chr12",28033881,28034281,401,"*",2.68279509682387,2.5867168139064,2.79453968096551,0.00540671751924489,0.993820100596311,0.999820495462944,5.03,6.88,4.16,7.58,6.38,7.74,4.32,10.08,5.6,"PTHLH","-61376","Not Significant",0.00269222364021462,0.00269222364021462,"Not Capped"
"24854","chr2",147820044,147820444,401,"*",2.65919096304656,2.56316320568135,2.77088086120794,0.00471391197759012,0.993841808848602,0.999820495462944,4.95,6.77,4.09,7.46,6.28,7.62,4.25,9.92,5.51,"ACVR2A","-24273","Not Significant",0.00268273734464548,0.00268273734464548,"Not Capped"
"24864","chr15",81266342,81266742,401,"*",4.92490055309949,4.82710009554512,5.03850673937746,0.00182224044015759,0.993937573732328,0.999820495462944,23.78,32.53,19.64,35.82,30.16,36.69,20.48,47.76,26.53,"IL16","+41142","Not Significant",0.00264089149297926,0.00264089149297926,"Not Capped"
"24865","chr1",212477162,212477562,401,"*",4.32235288452765,4.22251841068678,4.4381518176813,-0.00224060036796106,0.994035932601862,0.999820495462944,15.64,21.39,12.91,23.55,19.84,24.2,13.51,31.5,17.5,"NENF","+44475","Not Significant",0.0025979163585686,0.0025979163585686,"Not Capped"
"24867","chr1",41662101,41662501,401,"*",5.18917139863089,5.08964479008172,5.30463885367756,-0.00168004035185083,0.99406173049036,0.999820495462944,28.53,39.02,23.55,42.96,36.19,44.12,24.63,57.44,31.91,"EDN2","-177630","Not Significant",0.00258664540259087,0.00258664540259087,"Not Capped"
"24880","chr10",30433723,30434123,401,"*",5.14713891307556,5.04920530768592,5.260888834411,0.0016084837045791,0.994453812640816,0.999825840543793,27.74,37.95,22.9,41.78,35.19,42.8,23.89,55.72,30.95,"MAP3K8","-14","Not Significant",0.0024153828573311,0.0024153828573311,"Not Capped"
"24892","chr8",81250802,81251202,401,"*",2.84864527959673,2.75198185488916,2.96102289747835,0.0031803074513039,0.994927968472942,0.999983383632329,5.64,7.72,4.66,8.5,7.16,8.69,4.85,11.32,6.29,"FABP5","-29361","Not Significant",0.00220836048755912,0.00220836048755912,"Not Capped"
"24897","chr1",212517385,212517785,401,"*",3.20433516084083,3.1039968067166,3.32067630434236,-0.00343377877711774,0.99515364806179,0.999983383632329,7.2,9.85,5.95,10.85,9.14,11.15,6.23,14.52,8.07,"NENF","+84698","Not Significant",0.00210986060723191,0.00210986060723191,"Not Capped"
"24898","chr17",40108134,40108534,401,"*",5.70918022957547,5.61105526415967,5.82313667858567,0.00121562342374582,0.995165297972262,0.999983383632329,40.95,56.01,33.81,61.67,51.94,63.2,35.28,82.28,45.7,"NR1D1","-7609","Not Significant",0.00210477650566821,0.00210477650566821,"Not Capped"
"24909","chr7",140810988,140811388,401,"*",3.76450262786587,3.66693957275201,3.87785246624158,0.00241735265776372,0.9954713148491,0.999983383632329,10.64,14.56,8.79,16.03,13.5,16.41,9.16,21.37,11.87,"BRAF","+113576","Not Significant",0.0019712499331426,0.0019712499331426,"Not Capped"
"24921","chr2",147826925,147827325,401,"*",3.87971749255606,3.78006300598584,3.99532265151646,-0.00158391315898396,0.995969272522442,0.999983383632329,11.51,15.74,9.5,17.33,14.6,17.8,9.94,23.18,12.87,"ACVR2A","-17392","Not Significant",0.00175406015039693,0.00175406015039693,"Not Capped"
"24923","chr16",50747533,50747933,401,"*",4.74797643403051,4.64991457807991,4.86186477766462,0.00138596889060437,0.995997316328453,0.999983383632329,21.03,28.77,17.37,31.68,26.68,32.46,18.12,42.26,23.47,"CYLD","+4973","Not Significant",0.0017418317623599,0.0017418317623599,"Not Capped"
"24937","chr9",134456165,134456565,401,"*",5.11969746122273,5.02151500871517,5.23371594276299,0.00102995666748636,0.996260241343776,0.999983383632329,27.21,37.22,22.47,40.98,34.52,42,23.45,54.68,30.38,"RXRA","+129785","Not Significant",0.00162720111781041,0.00162720111781041,"Not Capped"
"24943","chr2",161160204,161160604,401,"*",5.85336449493664,5.75508163921443,5.96749130613371,0.000887629922853382,0.996387050530452,0.999983383632329,45.25,61.9,37.36,68.14,57.39,69.85,39,90.94,50.51,"TANK","+107","Not Significant",0.00157192537450472,0.00157192537450472,"Not Capped"
"24964","chr7",80020545,80020945,401,"*",3.41660632557382,3.31710388385912,3.53204775400636,-0.00148181943396947,0.997305929435942,0.999983383632329,8.35,11.42,6.89,12.58,10.59,12.91,7.21,16.81,9.34,"GNAI1","-114043","Not Significant",0.00117159887442843,0.00117159887442843,"Not Capped"
"24993","chr1",30929284,30929964,681,"*",4.85039424507373,4.92597249631501,4.74998885069905,0.387531453319626,0.133215222631278,0.999820495462944,25.47,34.84,21.03,38.36,32.3,30.04,16.77,39.11,21.72,"SDC3","-20863","Not Significant",0.875446145082976,0.875446145082976,"Not Capped"
"25015","chr14",64540286,64540686,401,"*",6.30240103937419,6.33280771719578,6.26346870840418,0.282200201890739,0.133274946518363,0.999820495462944,67.53,92.38,55.76,101.7,85.66,85.75,47.88,111.65,62.02,"HSPA2","+4581","Not Significant",0.875251483080129,0.875251483080129,"Not Capped"
"25026","chr10",113961574,113961974,401,"*",5.38581437907787,5.12012276148457,5.66111965170742,-0.326736768056604,0.133326918938899,0.999820495462944,29.14,39.86,24.06,43.88,36.96,56.48,31.53,73.54,40.85,"ADRB1","-82282","Not Significant",0.875082156915082,0.875082156915082,"Not Capped"
"25030","chr3",24521810,24522210,401,"*",3.55922603264989,3.46021111702654,3.67414222354117,-0.000421012432230837,0.998874469026777,0.999983383632329,9.22,12.61,7.61,13.89,11.7,14.25,7.96,18.55,10.3,"THRB","-27188","Not Significant",0.000489087183930147,0.000489087183930147,"Not Capped"
"25048","chr8",75784892,75785292,401,"*",4.17709377535598,4.07822786250711,4.29184936412189,-0.000137977879982678,0.999238900941259,0.999983383632329,14.15,19.36,11.68,21.31,17.95,21.86,12.21,28.47,15.81,"HNF4G","+245223","Not Significant",0.000330666972522091,0.000330666972522091,"Not Capped"
"25076","chr2",147506960,147507360,401,"*",4.1634548851266,4.06476241357742,4.2780234873711,0.000217408426658403,0.999923376788901,0.999987666405645,14.02,19.18,11.58,21.11,17.78,21.66,12.09,28.19,15.66,"ACVR2A","-337357","Not Significant",3.32783127277911e-05,3.32783127277911e-05,"Not Capped"
"25086","chr19",5827833,5828233,401,"*",6.54369566736311,6.57383961983984,6.5051078399481,0.281638926851025,0.133712169888834,0.999820495462944,79.81,109.18,65.9,120.2,101.23,101.39,56.6,132,73.32,"NRTN","+4231","Not Significant",0.873829063380979,0.873829063380979,"Not Capped"
"25112","chr11",124836969,124837369,401,"*",4.33502067548712,4.44755802081954,4.18075558073318,0.477219939008479,0.134596489985457,0.999820495462944,18.28,25.01,15.09,27.53,23.19,20.24,11.3,26.36,14.64,"ROBO3","-28217","Not Significant",0.870966265519352,0.870966265519352,"Not Capped"
"25116","chr16",23836948,23837348,401,"*",4.50109221401468,4.1714269938665,4.82918027164344,-0.441979728295782,0.134852745507555,0.999820495462944,15.1,20.65,12.46,22.73,19.15,31.73,17.72,41.31,22.95,"PRKCB","+1124","Not Significant",0.870140207189263,0.870140207189263,"Not Capped"
"25141","chr11",67382530,67382930,401,"*",4.98580819167022,5.05137919836164,4.89941751580743,0.363756379746891,0.135536137140741,0.999820495462944,27.78,38,22.94,41.84,35.24,33.31,18.6,43.37,24.09,"CLCF1","-8993","Not Significant",0.867944896166605,0.867944896166605,"Not Capped"
"25146","chr9",87685978,87686378,401,"*",3.31940282788552,3.54410048414997,2.97811168879506,0.769012927046285,0.135898295488734,0.999820495462944,9.77,13.37,8.07,14.72,12.4,8.8,4.91,11.45,6.36,"CTSL","-39341","Not Significant",0.866785990393917,0.866785990393917,"Not Capped"
"25176","chr7",30938625,30939025,401,"*",4.12207194204416,4.25618958149995,3.93473153632532,0.530386301778846,0.136620422545736,0.999820495462944,16.01,21.9,13.22,24.11,20.31,17.07,9.53,22.22,12.34,"GHRHR","-25198","Not Significant",0.864484375793793,0.864484375793793,"Not Capped"
"25189","chr22",17829930,17830330,401,"*",4.4983791698405,4.17065184147386,4.82492992562418,-0.438561249494897,0.13683429376419,0.999820495462944,15.09,20.64,12.46,22.72,19.14,31.64,17.66,41.19,22.88,"BID","-56114","Not Significant",0.863805044969265,0.863805044969265,"Not Capped"
"25194","chr5",180689277,180689677,401,"*",4.43734896150338,4.1043943232797,4.76803801140136,-0.447777464784007,0.137089458617108,0.999820495462944,14.41,19.71,11.9,21.7,18.28,30.41,16.98,39.6,22,"FLT4","-39853","Not Significant",0.862995938649076,0.862995938649076,"Not Capped"
"25200","chr15",88636050,88636450,401,"*",5.41346371337774,5.15113433101794,5.68587415227568,-0.320451531500686,0.137149440731847,0.999820495462944,29.77,40.72,24.58,44.83,37.76,57.46,32.08,74.81,41.56,"ISG20","-2493","Not Significant",0.862805959022399,0.862805959022399,"Not Capped"
"25204","chr2",39120797,39121197,401,"*",5.6776019458407,5.42575153664893,5.9409089833841,-0.301099356848725,0.137244819862421,0.999820495462944,36.01,49.26,29.73,54.23,45.68,68.57,38.28,89.28,49.59,"SOS1","+54","Not Significant",0.862504038481671,0.862504038481671,"Not Capped"
"25205","chr10",6062226,6062626,401,"*",4.91879588525139,4.62899396853092,5.2144978055516,-0.370723278236916,0.137310213212917,0.999820495462944,20.73,28.36,17.12,31.22,26.29,41.45,23.14,53.96,29.97,"IL2RA","-101","Not Significant",0.862297158487578,0.862297158487578,"Not Capped"
"25212","chr22",20697443,20697843,401,"*",4.87190445404443,4.56865754121362,5.17871145764766,-0.395208915768756,0.137470878710456,0.999820495462944,19.88,27.2,16.42,29.94,25.22,40.43,22.57,52.64,29.24,"SERPIND1","-76236","Not Significant",0.861789291323381,0.861789291323381,"Not Capped"
"25218","chr22",35350757,35351157,401,"*",5.21284925151438,4.94198096287187,5.49258711875099,-0.336160050356124,0.137608415875443,0.999820495462944,25.75,35.23,21.26,38.78,32.67,50.26,28.06,65.43,36.35,"HMOX1","-29878","Not Significant",0.861355004643403,0.861355004643403,"Not Capped"
"25231","chr19",4670222,4670622,401,"*",6.28116759436388,6.31006908601072,6.24420700504813,0.278725942888944,0.137912962153203,0.999820495462944,66.48,90.93,54.89,100.11,84.32,84.62,47.24,110.17,61.19,"MYDGF","-52","Not Significant",0.860394913468428,0.860394913468428,"Not Capped"
"25242","chr2",97806717,97807117,401,"*",4.19879072744816,3.84062564960187,4.54906701726521,-0.491716466903357,0.138234974460189,0.999820495462944,12,16.42,9.91,18.08,15.22,26.13,14.59,34.02,18.9,"ZAP70","+93357","Not Significant",0.859382063377058,0.859382063377058,"Not Capped"
"25243","chr5",139968736,139969136,401,"*",5.29213230618492,5.02568794891698,5.56808395886068,-0.32805007977587,0.138241281529145,0.999820495462944,27.29,37.33,22.53,41.1,34.62,52.96,29.56,68.95,38.3,"NRG2","+74358","Not Significant",0.859362248834683,0.859362248834683,"Not Capped"
"25245","chr14",75258966,75259366,401,"*",7.18230426223081,7.22079286794161,7.132703023364,0.301133391865769,0.138316542684895,0.999820495462944,124.98,170.95,103.18,188.21,158.52,156.65,87.45,203.95,113.28,"FOS","-19608","Not Significant",0.859125875081427,0.859125875081427,"Not Capped"
"25250","chr10",47276332,47276732,401,"*",3.20115423778438,2.6369442512351,3.69130630077997,-0.829608839629868,0.138540931135377,0.999820495462944,5.21,7.13,4.3,7.85,6.61,14.42,8.05,18.77,10.43,"GDF10","-23854","Not Significant",0.858421897790582,0.858421897790582,"Not Capped"
"25256","chr2",84926838,84927238,401,"*",5.34028967100063,5.38991245696077,5.27576021759343,0.326409323939821,0.138663548483429,0.999820495462944,35.13,48.05,29,52.9,44.56,43.24,24.14,56.3,31.27,"TMSB10","+21413","Not Significant",0.858037690138592,0.858037690138592,"Not Capped"
"25260","chr11",124876286,124876686,401,"*",5.94457692761413,6.04691798919725,5.80551184152443,0.453774914234458,0.0190737802494759,0.999820495462944,55.39,75.77,45.73,83.42,70.26,62.43,34.85,81.28,45.15,"ROBO3","+11100","Significant",1.71956322521368,1.71956322521368,"Not Capped"
"25275","chr3",50272885,50273285,401,"*",4.72757959343085,4.42379181154138,5.03482939902653,-0.395834077932591,0.13915311751311,0.999820495462944,17.98,24.6,14.85,27.08,22.81,36.59,20.43,47.64,26.46,"SEMA3B","+3871","Not Significant",0.856507059516252,0.856507059516252,"Not Capped"
"25285","chr22",17036733,17037133,401,"*",3.14219487952871,2.5729028721033,3.63539714014059,-0.837137521771852,0.139611041552257,0.999820495462944,4.99,6.82,4.12,7.51,6.32,13.87,7.74,18.06,10.03,"IL17RA","-48026","Not Significant",0.855080232890599,0.855080232890599,"Not Capped"
"25295","chr14",24813598,24813998,401,"*",2.90423406653336,2.24264992321203,3.4499754528785,-0.977395684453432,0.139919935819901,0.999820495462944,3.97,5.42,3.27,5.97,5.03,12.2,6.81,15.88,8.82,"GZMB","-179531","Not Significant",0.854120402736566,0.854120402736566,"Not Capped"
"25328","chr12",68236657,68237057,401,"*",4.63664928328359,4.72061057029406,4.52432204992986,0.407441092149462,0.141053029084665,0.999820495462944,22.09,30.22,18.24,33.27,28.02,25.69,14.34,33.44,18.58,"IL26","-11036","Not Significant",0.850617583024177,0.850617583024177,"Not Capped"
"25340","chr9",99104738,99105138,401,"*",6.43035002542184,6.19268490318832,6.68113457562138,-0.274726837396735,0.14130090272343,0.999820495462944,61.28,83.83,50.6,92.29,77.73,114.55,63.95,149.13,82.84,"TGFBR1","-212","Not Significant",0.84985506358278,0.84985506358278,"Not Capped"
"25351","chr13",30445412,30445812,401,"*",3.53162193720011,3.05775455699101,3.96453880415944,-0.685853076283172,0.141608083796949,0.999820495462944,6.98,9.54,5.76,10.51,8.85,17.43,9.73,22.69,12.6,"HMGB1","+20353","Not Significant",0.84891195393298,0.84891195393298,"Not Capped"
"25352","chr3",59049921,59050321,401,"*",5.39834930962663,5.44421505006518,5.33888732865973,0.317669464133877,0.141613691027595,0.999820495462944,36.48,49.9,30.12,54.93,46.27,45.18,25.22,58.82,32.67,"FAM3D","-383273","Not Significant",0.848894757590431,0.848894757590431,"Not Capped"
"25374","chr6",28863485,28863885,401,"*",5.02667615573299,4.74624837978074,5.31452244942948,-0.353692957379857,0.142234301644042,0.999820495462944,22.49,30.76,18.57,33.86,28.52,44.42,24.8,57.83,32.13,"TRIM27","+60304","Not Significant",0.846995655235794,0.846995655235794,"Not Capped"
"25377","chr22",39959481,39959881,401,"*",4.32576016689285,3.98653910040608,4.66137492832257,-0.458667113496339,0.142373554077851,0.999820495462944,13.28,18.17,10.96,20,16.84,28.25,15.77,36.78,20.43,"GRAP2","+58599","Not Significant",0.846570673513013,0.846570673513013,"Not Capped"
"25382","chr21",41374614,41375014,401,"*",3.49897283664078,3.01142722320363,3.94093767127679,-0.70804955726101,0.142423310224093,0.999820495462944,6.76,9.24,5.58,10.17,8.57,17.14,9.57,22.32,12.4,"MX2","+12871","Not Significant",0.846418924510955,0.846418924510955,"Not Capped"
"25399","chr4",54377776,54378176,401,"*",3.10987098972647,2.511052738161,3.62046004041267,-0.882491226475259,0.143164944626403,0.999820495462944,4.78,6.53,3.94,7.19,6.06,13.73,7.66,17.87,9.93,"PDGFRA","+148879","Not Significant",0.844163310373694,0.844163310373694,"Not Capped"
"25406","chr1",151830565,151830965,401,"*",4.49007052598354,4.16892610859106,4.81137137222904,-0.426794260744407,0.143329170615553,0.999820495462944,15.07,20.61,12.44,22.7,19.11,31.34,17.5,40.81,22.67,"RORC","+1107","Not Significant",0.843665412197848,0.843665412197848,"Not Capped"
"25410","chr10",81968777,81969177,401,"*",3.35021140591555,3.57086029347784,3.01638268593746,0.758063599192446,0.143465047698015,0.999820495462944,9.96,13.62,8.22,14.99,12.63,9.03,5.04,11.76,6.53,"NRG3","+93663","Not Significant",0.843253892942735,0.843253892942735,"Not Capped"
"25421","chr3",137014013,137014413,401,"*",4.28256631623391,3.93321924974095,4.62606046374593,-0.476523042387215,0.143821469144427,0.999820495462944,12.8,17.51,10.57,19.27,16.23,27.56,15.39,35.89,19.93,"IL20RB","+56348","Not Significant",0.842176279217391,0.842176279217391,"Not Capped"
"25429","chr1",168531668,168532068,401,"*",4.00056521080177,3.61802031845808,4.36921725534492,-0.533745930043674,0.144138904833289,0.999820495462944,10.29,14.07,8.49,15.49,13.05,23.07,12.88,30.03,16.68,"XCL2","+12129","Not Significant",0.841218782031443,0.841218782031443,"Not Capped"
"25435","chr5",35780231,35780631,401,"*",4.07662314793015,3.70264860768569,4.43887741577922,-0.519311732397031,0.144303067698714,0.999820495462944,10.91,14.92,9.01,16.43,13.84,24.21,13.52,31.52,17.51,"IL7R","-76418","Not Significant",0.840724436262971,0.840724436262971,"Not Capped"
"25440","chr10",118568401,118568801,401,"*",4.14347257033965,4.26645414554939,3.97335640597024,0.502509311771825,0.14447997982343,0.999820495462944,16.12,22.06,13.31,24.28,20.45,17.53,9.79,22.83,12.68,"PRLHR","+27098","Not Significant",0.84019232767961,0.84019232767961,"Not Capped"
"25445","chr4",80642253,80642653,401,"*",2.35151492351764,2.93921958752529,0.922687877257178,2.14906110760305,0.0199740268950089,0.999820495462944,6.43,8.79,5.31,9.68,8.15,2.12,1.18,2.75,1.53,"FGF5","+375854","Significant",1.69953436968217,1.69953436968217,"Not Capped"
"25463","chr1",172662691,172663091,401,"*",4.66577297591319,4.35965204985603,4.97492943954302,-0.399935153257999,0.145189710962476,0.999820495462944,17.2,23.53,14.2,25.9,21.82,35.1,19.6,45.7,25.39,"FASLG","+3873","Not Significant",0.838064159328409,0.838064159328409,"Not Capped"
"25476","chr15",74433597,74433997,401,"*",5.18791387726745,4.91653281456452,5.46808921026425,-0.337109999177316,0.145697268775714,0.999820495462944,25.3,34.61,20.89,38.11,32.09,49.41,27.59,64.33,35.73,"SEMA7A","+670","Not Significant",0.836548589388238,0.836548589388238,"Not Capped"
"25482","chr17",81487821,81488221,401,"*",5.54765866794215,5.2958622872798,5.81091844800535,-0.300973852599097,0.145860904042436,0.999820495462944,32.91,45.02,27.17,49.57,41.75,62.66,34.98,81.59,45.32,"ACTG1","+24760","Not Significant",0.836061099017743,0.836061099017743,"Not Capped"
"25509","chr15",60844426,60844826,401,"*",5.30293823819475,5.03797968124776,5.57761342631594,-0.325352653607017,0.146714739225743,0.999820495462944,27.53,37.65,22.73,41.45,34.91,53.31,29.76,69.4,38.55,"RORA","-217163","Not Significant",0.833526253962712,0.833526253962712,"Not Capped"
"25512","chr2",204072445,204072845,401,"*",3.67306116748194,2.98745170168457,4.23164337261944,-1.01965367754669,0.0203151538552098,0.999820495462944,6.64,9.09,5.49,10.01,8.43,20.97,11.71,27.3,15.17,"ICOS","+135897","Significant",1.69217988423023,1.69217988423023,"Not Capped"
"25557","chr10",52348672,52349072,401,"*",2.76090657994932,3.05801008432556,2.27521791974106,0.977767763579435,0.148169797491329,0.999820495462944,6.98,9.54,5.76,10.51,8.85,5.4,3.02,7.04,3.91,"DKK1","+34576","Not Significant",0.829240312683334,0.829240312683334,"Not Capped"
"25564","chr3",76458183,76458583,401,"*",3.01846896371047,3.30133115018727,2.56293917432993,0.935627669913201,0.148485748983898,0.999820495462944,8.26,11.3,6.82,12.44,10.48,6.6,3.68,8.59,4.77,"ROBO2","+551688","Not Significant",0.828315226041371,0.828315226041371,"Not Capped"
"25587","chr6",141562751,141563151,401,"*",4.05795777923285,4.18606283793465,3.87995911723479,0.515428071102007,0.149533525272119,0.999820495462944,15.25,20.86,12.59,22.97,19.34,16.43,9.17,21.4,11.88,"NMBR","+525848","Not Significant",0.825261428019067,0.825261428019067,"Not Capped"
"25599","chr19",6587999,6588399,401,"*",3.80376210058426,3.957088618946,3.58589629175306,0.57922310466725,0.149978113623333,0.999820495462944,13.01,17.8,10.74,19.6,16.5,13.4,7.48,17.45,9.69,"CD70","+2940","Not Significant",0.82397211311849,0.82397211311849,"Not Capped"
"25610","chr4",1011322,1011722,401,"*",5.83368737330941,5.59290657119044,6.08724230079963,-0.280403759030821,0.150305845928306,0.999820495462944,40.44,55.31,33.39,60.9,51.29,75.89,42.37,98.81,54.89,"FGFRL1","+1543","Not Significant",0.823024127829382,0.823024127829382,"Not Capped"
"25623","chr20",30376865,30377265,401,"*",5.33267033800795,5.3883298230099,5.25993327863327,0.340545228738774,0.150581645029523,0.999820495462944,35.09,48,28.97,52.85,44.51,42.77,23.88,55.69,30.93,"DEFB115","-880599","Not Significant",0.822227962718385,0.822227962718385,"Not Capped"
"25635","chr20",45910922,45911322,401,"*",4.82702917788189,4.53817276621446,5.12194299952877,-0.368916868852696,0.150844138308849,0.999820495462944,19.47,26.63,16.07,29.32,24.69,38.87,21.7,50.61,28.11,"PLTP","+925","Not Significant",0.821471561522025,0.821471561522025,"Not Capped"
"25657","chr2",231037792,231038192,401,"*",4.37127217871349,4.0415605215217,4.69939702878157,-0.441822193442461,0.151616055820968,0.999820495462944,13.8,18.87,11.39,20.78,17.5,29,16.19,37.76,20.97,"PSMD1","-18872","Not Significant",0.819254805397732,0.819254805397732,"Not Capped"
"25662","chr17",42098260,42098660,401,"*",4.47318806251033,4.0039078626434,4.90303845989645,-0.681946111088258,0.0209266403109448,0.999820495462944,13.44,18.39,11.1,20.24,17.05,33.4,18.65,43.48,24.15,"DHX58","+14273","Significant",1.67930049032052,1.67930049032052,"Not Capped"
"25664","chr1",154386638,154387038,401,"*",4.66489771772577,4.35913941993694,4.97375820715989,-0.399594201235084,0.151714512425318,0.999820495462944,17.19,23.52,14.2,25.89,21.81,35.08,19.58,45.67,25.37,"IL6R","-18355","Not Significant",0.818972874290524,0.818972874290524,"Not Capped"
"25665","chr13",21670859,21671259,401,"*",5.8520683696643,5.88326826599381,5.81209503553543,0.283819444047795,0.151741243341133,0.999820495462944,49.45,67.65,40.83,74.47,62.72,62.72,35.01,81.65,45.36,"FGF9","-324","Not Significant",0.818896361724562,0.818896361724562,"Not Capped"
"25672","chr19",7799611,7800011,401,"*",3.37403111598669,2.87211970827296,3.82534700156326,-0.730504549930148,0.152008848621405,0.999820495462944,6.13,8.39,5.06,9.24,7.78,15.82,8.83,20.6,11.44,"CLEC4M","+36662","Not Significant",0.818131130505252,0.818131130505252,"Not Capped"
"25681","chr21",33301250,33301650,401,"*",3.25751801196393,2.73405376031757,3.72257919319661,-0.764916560024825,0.152200486049022,0.999820495462944,5.57,7.62,4.6,8.39,7.07,14.74,8.23,19.19,10.66,"IFNAR1","-23454","Not Significant",0.817583960653021,0.817583960653021,"Not Capped"
"25687","chr1",12046128,12046528,401,"*",3.18814803421937,2.64000467856879,3.66854282260243,-0.803494693296532,0.152437608720032,0.999820495462944,5.22,7.14,4.31,7.86,6.62,14.19,7.92,18.48,10.26,"TNFRSF8","-17049","Not Significant",0.816907872598902,0.816907872598902,"Not Capped"
"25752","chr11",5684698,5685098,401,"*",5.19298824128584,5.24318296075139,5.12768464450107,0.327736878684042,0.154772380077004,0.999820495462944,31.73,43.41,26.2,47.79,40.25,39.03,21.79,50.81,28.22,"TRIM5","+165","Not Significant",0.810306538810649,0.810306538810649,"Not Capped"
"25760","chr22",39090414,39090814,401,"*",4.88475654670529,4.60178685638104,5.17474227390366,-0.358070373147852,0.154936944508857,0.999820495462944,20.34,27.83,16.8,30.64,25.8,40.32,22.51,52.49,29.16,"APOBEC3H","-6661","Not Significant",0.809845012949309,0.809845012949309,"Not Capped"
"25773","chr6",28941302,28941702,401,"*",5.14538962079027,5.28330300306084,4.95210024411441,0.54246334491506,0.0213477283269211,0.999820495462944,32.63,44.63,26.94,49.14,41.38,34.55,19.29,44.99,24.99,"TRIM27","-17513","Significant",1.67064833270327,1.67064833270327,"Not Capped"
"25788","chr16",3065536,3065936,401,"*",4.62074112905061,4.3157326219162,4.92898921679952,-0.397807027826461,0.155765140848655,0.999820495462944,16.68,22.82,13.78,25.13,21.16,34,18.98,44.27,24.59,"IL32","+424","Not Significant",0.807529727863476,0.807529727863476,"Not Capped"
"25811","chr16",10859139,10859539,401,"*",3.00174743921152,2.40616646164511,3.51045762863592,-0.876697133240202,0.15633613182121,0.999820495462944,4.44,6.07,3.67,6.69,5.63,12.72,7.1,16.56,9.2,"CIITA","-17859","Not Significant",0.805940637866214,0.805940637866214,"Not Capped"
"25818","chr3",46078807,46079207,401,"*",4.44221605833284,4.53276024703889,4.32040827568351,0.423117667359849,0.156580832724339,0.999820495462944,19.39,26.53,16.01,29.21,24.6,22.3,12.45,29.04,16.13,"XCR1","-51265","Not Significant",0.805261401610916,0.805261401610916,"Not Capped"
"25827","chr3",30658560,30658960,401,"*",4.71876174774432,4.89345480602805,4.46566730208717,0.637634433269022,0.0218378752834684,0.999820495462944,24.9,34.06,20.56,37.5,31.58,24.66,13.77,32.11,17.84,"TGFBR2","+52159","Significant",1.66078961860253,1.66078961860253,"Not Capped"
"25830","chr15",38685957,38686357,401,"*",4.92297549944468,4.64334223009836,5.21015166101818,-0.352083060368509,0.156837525518521,0.999820495462944,20.94,28.64,17.29,31.53,26.56,41.32,23.07,53.8,29.88,"RASGRP1","-121351","Not Significant",0.804550018336441,0.804550018336441,"Not Capped"
"25832","chr6",149954460,149954860,401,"*",3.35334671430676,2.86710681033622,3.79445397484568,-0.705530929747523,0.15692969193966,0.999820495462944,6.11,8.36,5.05,9.21,7.75,15.49,8.65,20.17,11.2,"ULBP1","-9347","Not Significant",0.804294877792488,0.804294877792488,"Not Capped"
"25863","chr22",37244183,37244583,401,"*",5.33279627843425,5.07546277243418,5.60088205798882,-0.31112550930856,0.157748396443167,0.999820495462944,28.25,38.64,23.32,42.54,35.83,54.17,30.24,70.53,39.18,"RAC2","-113","Not Significant",0.802035046786988,0.802035046786988,"Not Capped"
"25865","chr7",159157980,159158380,401,"*",3.2743899846787,2.75904690947,3.73431132735968,-0.751790759519222,0.157835400599422,0.999820495462944,5.67,7.76,4.68,8.54,7.19,14.86,8.29,19.34,10.74,"VIPR2","-13223","Not Significant",0.801795583124559,0.801795583124559,"Not Capped"
