"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"15648","chr20",59123033,59123433,401,"*",5.23416348599232,5.16842784052495,5.31233266578073,0.069135042456189,0.760978348007542,0.999820495462944,30.13,41.21,24.88,45.38,38.22,44.35,24.76,57.75,32.08,"ZNF831","-148","Not Significant",0.118627699963489,0.118627699963489,"Not Capped"
"15653","chr4",108108015,108108415,401,"*",4.7421448954587,4.60362524130003,4.89845925147998,-0.0812847563627769,0.761084088106545,0.999820495462944,20.37,27.86,16.82,30.68,25.84,33.29,18.59,43.35,24.08,"LEF1","+60207","Not Significant",0.118567357706172,0.118567357706172,"Not Capped"
"15662","chr10",61992868,61993268,401,"*",4.37418888118977,4.32006446930716,4.43910823071473,0.0935281417488458,0.761349696919608,0.999820495462944,16.73,22.89,13.82,25.2,21.23,24.21,13.52,31.53,17.51,"ARID5B","+91768","Not Significant",0.118415820812859,0.118415820812859,"Not Capped"
"15682","chr19",48259964,48260364,401,"*",5.42503225636986,5.35747142725523,5.50526354606726,0.065327681307875,0.761808077394026,0.999820495462944,34.35,46.99,28.36,51.73,43.57,50.7,28.31,66.01,36.67,"ZNF114","-9938","Not Significant",0.118154426858774,0.118154426858774,"Not Capped"
"15689","chr1",24929159,24929559,401,"*",5.29564120462348,5.16391610849029,5.44499912044401,-0.0676243791837884,0.761943521247117,0.999820495462944,30.04,41.09,24.8,45.23,38.1,48.63,27.15,63.31,35.17,"RUNX3","+35651","Not Significant",0.118077219368771,0.118077219368771,"Not Capped"
"15691","chr1",58699905,58700305,401,"*",5.86463617765861,5.79402575272944,5.94830056906653,0.058891591276597,0.762010913198457,0.999820495462944,46.49,63.59,38.38,70.01,58.96,68.93,38.48,89.74,49.85,"MYSM1","-13","Not Significant",0.118038808833718,0.118038808833718,"Not Capped"
"15702","chr10",112952337,112952737,401,"*",4.24690107455676,4.10015016637716,4.41155470007108,-0.0973268915712683,0.762205225490755,0.999820495462944,14.37,19.65,11.86,21.64,18.22,23.76,13.26,30.93,17.18,"TCF7L2","+2130","Not Significant",0.117928078137952,0.117928078137952,"Not Capped"
"15706","chr6",20366318,20366718,401,"*",4.5311129921355,4.47386650029775,4.59961750315667,0.0870148278375772,0.762344012547116,0.999820495462944,18.62,25.47,15.37,28.04,23.61,27.06,15.11,35.24,19.57,"E2F3","-35649","Not Significant",0.117849006302947,0.117849006302947,"Not Capped"
"15728","chr17",61271561,61271961,401,"*",3.25120206602787,3.07096035350099,3.44882355190609,-0.162788487584339,0.76294757614308,0.999820495462944,7.04,9.63,5.81,10.6,8.93,12.19,6.8,15.87,8.81,"TBX2","-128135","Not Significant",0.117505302377966,0.117505302377966,"Not Capped"
"15730","chrX",135295642,135296042,401,"*",4.38588515376913,4.24207492832955,4.54757049517603,-0.0915542688630836,0.76298657730775,0.999820495462944,15.85,21.69,13.09,23.88,20.11,26.1,14.57,33.99,18.88,"ZNF75D","+48245","Not Significant",0.117483102218714,0.117483102218714,"Not Capped"
"15747","chr20",32190006,32190406,401,"*",4.87690853701056,4.81489571936091,4.95085434532662,0.0768898750637763,0.763599635307189,0.999820495462944,23.58,32.26,19.47,35.51,29.91,34.52,19.27,44.95,24.97,"PLAGL2","+17585","Not Significant",0.117134287696015,0.117134287696015,"Not Capped"
"15748","chr11",47234608,47235008,401,"*",5.08296543451751,5.01802947537449,5.16022936827461,0.0708169396709222,0.763604223104297,0.999820495462944,27.15,37.13,22.41,40.88,34.43,39.92,22.28,51.97,28.87,"NR1H3","-13492","Not Significant",0.117131678411135,0.117131678411135,"Not Capped"
"15750","chr5",158695478,158695878,401,"*",4.11629746220826,3.96711302132896,4.2833982933856,-0.102167683204894,0.763608432001484,0.999820495462944,13.1,17.92,10.82,19.73,16.62,21.74,12.14,28.3,15.72,"EBF1","+404083","Not Significant",0.117129284637331,0.117129284637331,"Not Capped"
"15751","chr8",134906058,134906458,401,"*",4.19111154374426,4.13994556421117,4.25261821902606,0.0998542652272874,0.763626982766749,0.999820495462944,14.77,20.2,12.2,22.24,18.73,21.28,11.88,27.7,15.39,"ZFAT","-193220","Not Significant",0.117118734207565,0.117118734207565,"Not Capped"
"15769","chr7",64569742,64570142,401,"*",4.61385202174198,4.55510557639414,4.68407305270895,0.0838514818796665,0.763873741700683,0.999820495462944,19.7,26.94,16.26,29.66,24.98,28.7,16.02,37.36,20.75,"ZNF680","-6836","Not Significant",0.11697841866783,0.11697841866783,"Not Capped"
"15772","chr12",19665442,19665842,401,"*",3.21117252430114,3.03099054212568,3.40873654899609,-0.162150355561304,0.763926143080448,0.999820495462944,6.85,9.37,5.65,10.31,8.69,11.85,6.62,15.43,8.57,"AEBP2","+225968","Not Significant",0.116948627292255,0.116948627292255,"Not Capped"
"15792","chr19",12141110,12141510,401,"*",4.58018048110024,4.44011724248118,4.73806598735741,-0.084169206586218,0.76460287405632,0.999820495462944,18.19,24.88,15.02,27.39,23.07,29.79,16.63,38.78,21.54,"ZNF20","-903","Not Significant",0.116564073849747,0.116564073849747,"Not Capped"
"15802","chr20",327096,327496,401,"*",5.75464974502816,5.6842542501099,5.83807268242801,0.0593068490883254,0.764939021591995,0.999820495462944,43.08,58.93,35.57,64.88,54.64,63.86,35.65,83.14,46.18,"SOX12","+1701","Not Significant",0.116373183985776,0.116373183985776,"Not Capped"
"15804","chr2",73291181,73291581,401,"*",4.55337946758225,4.49531551891638,4.62281993603723,0.0853423621695647,0.764962732696832,0.999820495462944,18.9,25.85,15.6,28.46,23.97,27.5,15.35,35.81,19.89,"EGR4","+2320","Not Significant",0.11635972220372,0.11635972220372,"Not Capped"
"15821","chr6",137415316,137415716,401,"*",4.22175718179013,4.07482444367983,4.38659394525409,-0.0979726492158678,0.76529500808058,0.999820495462944,14.12,19.31,11.66,21.26,17.91,23.35,13.04,30.4,16.89,"OLIG3","+78734","Not Significant",0.116171119507512,0.116171119507512,"Not Capped"
"15822","chr2",174012766,174013166,401,"*",4.36925751329805,4.22457743946384,4.53182213426994,-0.0933681504531339,0.765359197537681,0.999820495462944,15.66,21.43,12.93,23.59,19.87,25.82,14.42,33.62,18.67,"SP3","-47264","Not Significant",0.116134694393428,0.116134694393428,"Not Capped"
"15839","chr20",31605017,31605417,401,"*",5.64020553799097,5.51206934995015,5.78586214593368,-0.0603971314066407,0.76599897638279,0.999820495462944,38.23,52.3,31.57,57.58,48.5,61.59,34.38,80.18,44.54,"ID1","-66","Not Significant",0.115771810721969,0.115771810721969,"Not Capped"
"15853","chr5",132473009,132473409,401,"*",5.68906182950921,5.61919774321038,5.77188745037727,0.060395408270175,0.766325688423502,0.999820495462944,41.18,56.33,34,62.02,52.23,60.99,34.05,79.41,44.11,"IRF1","+17589","Not Significant",0.115586615975893,0.115586615975893,"Not Capped"
"15855","chr13",40653800,40654200,401,"*",2.90153495284922,2.70875425998594,3.11111659113089,-0.185594567935531,0.766491596993989,0.999820495462944,5.48,7.49,4.52,8.25,6.95,9.64,5.38,12.56,6.98,"FOXO1","+12597","Not Significant",0.115492601930475,0.115492601930475,"Not Capped"
"15862","chr4",102441969,102442369,401,"*",3.24173717826217,3.06207834871312,3.4387977254565,-0.160910341175704,0.766553841765751,0.999820495462944,7,9.57,5.78,10.54,8.88,12.1,6.76,15.76,8.75,"NFKB1","-59160","Not Significant",0.115457335446866,0.115457335446866,"Not Capped"
"15864","chr20",51541874,51542274,401,"*",4.61277261030828,4.47386267353605,4.76948453921039,-0.0818412117544164,0.766651844872005,0.999820495462944,18.62,25.47,15.37,28.04,23.61,30.45,17,39.64,22.02,"NFATC2","+645","Not Significant",0.115401814901014,0.115401814901014,"Not Capped"
"15881","chr11",8055725,8056125,401,"*",3.4422943839516,3.41188060098408,3.47943157671968,0.144133534256584,0.76720769404826,0.999820495462944,8.92,12.2,7.36,13.43,11.31,12.45,6.95,16.21,9,"TUB","+17292","Not Significant",0.115087050433395,0.115087050433395,"Not Capped"
"15897","chr19",36666555,36666955,401,"*",4.28350830897433,4.23034511611441,4.34732050472343,0.0953400876157668,0.767437715073795,0.999820495462944,15.73,21.51,12.98,23.68,19.95,22.72,12.69,29.58,16.43,"ZNF461","+82","Not Significant",0.1149568615803,0.1149568615803,"Not Capped"
"15898","chr20",50190539,50190939,401,"*",5.51283191217728,5.44360115900411,5.59494504004677,0.0617628812467747,0.767462280374437,0.999820495462944,36.46,49.88,30.1,54.91,46.25,53.95,30.12,70.24,39.02,"CEBPB","+5","Not Significant",0.114942960251813,0.114942960251813,"Not Capped"
"15901","chr2",60840838,60841238,401,"*",3.63601059157793,3.5993613555067,3.68055048648389,0.130328035452552,0.767536324902518,0.999820495462944,10.15,13.89,8.38,15.29,12.88,14.31,7.99,18.63,10.35,"REL","-40483","Not Significant",0.114901061673046,0.114901061673046,"Not Capped"
"15925","chr10",129839140,129839540,401,"*",3.47160763769787,3.3011701649865,3.65973443747153,-0.143170187474235,0.768136032436995,0.999820495462944,8.26,11.3,6.82,12.44,10.47,14.11,7.88,18.37,10.2,"EBF3","+124501","Not Significant",0.114561862123123,0.114561862123123,"Not Capped"
"15927","chr3",107182514,107182914,401,"*",2.82360447733927,2.81649139446602,2.83244679503589,0.19400441662534,0.768145383347168,0.999820495462944,5.9,8.07,4.87,8.89,7.49,7.95,4.44,10.35,5.75,"BBX","-340262","Not Significant",0.114556575267932,0.114556575267932,"Not Capped"
"15947","chr19",36214556,36214956,401,"*",6.69416815864161,6.62200810006022,6.77957116243467,0.0556623009687055,0.76858857108396,0.999820495462944,82.52,112.88,68.13,124.28,104.67,122.64,68.47,159.67,88.69,"ZNF565","-83","Not Significant",0.114306077784855,0.114306077784855,"Not Capped"
"15954","chr2",46297153,46297553,401,"*",5.25156054613401,5.12036816210517,5.40037024702853,-0.066423969239311,0.768805595242815,0.999820495462944,29.14,39.86,24.06,43.89,36.96,47.14,26.32,61.38,34.09,"EPAS1","-49","Not Significant",0.114183464602991,0.114183464602991,"Not Capped"
"15957","chr7",6706697,6707097,401,"*",5.52720942003022,5.39874952449136,5.67320064176724,-0.0610101577858372,0.768884250188552,0.999820495462944,35.35,48.35,29.18,53.23,44.83,56.96,31.8,74.16,41.19,"ZNF12","+26","Not Significant",0.114139035085504,0.114139035085504,"Not Capped"
"15965","chr2",237687656,237688056,401,"*",5.47946672231361,5.41058188056125,5.56119042274681,0.0625016518807973,0.769229857334051,0.999820495462944,35.64,48.75,29.42,53.67,45.2,52.7,29.42,68.62,38.12,"LRRFIP1","-4483","Not Significant",0.113943867148369,0.113943867148369,"Not Capped"
"15980","chr9",113806803,113807203,401,"*",2.76423365523697,2.56380426832144,2.98101209892005,-0.20115794127873,0.769557191039886,0.999820495462944,4.95,6.78,4.09,7.46,6.28,8.81,4.92,11.47,6.37,"ZNF618","-69279","Not Significant",0.113759099250199,0.113759099250199,"Not Capped"
"16015","chr19",37370845,37371245,401,"*",6.76055992590598,6.68813330750021,6.84626159751299,0.0550951581589931,0.770616519044578,0.999820495462944,86.39,118.18,71.33,130.1,109.58,128.44,71.7,167.22,92.88,"ZNF527","-116","Not Significant",0.113161685625363,0.113161685625363,"Not Capped"
"16030","chr10",43595012,43595412,401,"*",3.84091358953482,3.79737329449219,3.89355374594406,0.115759378431881,0.771109052378503,0.999820495462944,11.65,15.93,9.62,17.54,14.77,16.59,9.26,21.6,12,"ZNF485","-11195","Not Significant",0.112884198476782,0.112884198476782,"Not Capped"
"16078","chr6",28080921,28081321,401,"*",6.00388439774274,5.8784337485632,6.14675908630568,-0.0549393066450426,0.772396328008378,0.999820495462944,49.29,67.42,40.69,74.22,62.51,79.09,44.15,102.97,57.2,"ZNF165","+146","Not Significant",0.112159799534655,0.112159799534655,"Not Capped"
"16088","chr18",3666106,3666506,401,"*",3.64930595722231,3.61119416271422,3.69557209900713,0.127396708255602,0.772819635879405,0.999820495462944,10.24,14,8.45,15.42,12.99,14.46,8.07,18.83,10.46,"TGIF1","+214629","Not Significant",0.111921851854293,0.111921851854293,"Not Capped"
"16148","chr3",71050502,71050902,401,"*",4.0554690487192,4.00498146512464,4.11619103851854,0.101026973644449,0.774178944694758,0.999820495462944,13.45,18.4,11.11,20.26,17.06,19.36,10.81,25.2,14,"FOXP1","+533287","Not Significant",0.111158644341305,0.111158644341305,"Not Capped"
"16153","chr6",34238050,34238450,401,"*",5.29894600995814,5.16902964938811,5.44644088084653,-0.0638831717108741,0.774258730990498,0.999820495462944,30.14,41.23,24.89,45.39,38.23,48.67,27.17,63.37,35.2,"HMGA1","+1377","Not Significant",0.111113888587106,0.111113888587106,"Not Capped"
"16156","chr11",34650466,34650866,401,"*",5.23833037386393,5.17082607961486,5.31849787326397,0.0653754623245876,0.774319677851617,0.999820495462944,30.18,41.28,24.92,45.45,38.28,44.54,24.87,57.99,32.21,"EHF","+18202","Not Significant",0.111079703833741,0.111079703833741,"Not Capped"
"16160","chr2",42652117,42652517,401,"*",4.24907785647925,4.19533456814698,4.31355840919041,0.0944002978982357,0.774429349630004,0.999820495462944,15.35,21,12.67,23.11,19.47,22.2,12.39,28.9,16.05,"MTA3","+83571","Not Significant",0.111018196323604,0.111018196323604,"Not Capped"
"16163","chr8",22704823,22705223,401,"*",4.55067676080662,4.49099891056012,4.62196175132417,0.0819118625906486,0.774455372217789,0.999820495462944,18.84,25.77,15.55,28.37,23.9,27.49,15.34,35.79,19.88,"EGR3","-11721","Not Significant",0.111003603286276,0.111003603286276,"Not Capped"
"16165","chr1",182029626,182030026,401,"*",7.09620605493781,6.96994493074201,7.23992141659216,-0.0566374382095345,0.774539632991663,0.999820495462944,105.03,143.67,86.72,158.17,133.22,168.73,94.2,219.68,122.02,"ZNF648","+31886","Not Significant",0.110956354600455,0.110956354600455,"Not Capped"
"16175","chr8",80873190,80873590,401,"*",4.39625001995651,4.33870785060801,4.46509320197235,0.0863356782539944,0.774730735363038,0.999820495462944,16.95,23.19,14,25.53,21.5,24.65,13.76,32.1,17.83,"ZNF704","+1391","Not Significant",0.110849214223303,0.110849214223303,"Not Capped"
"16185","chr6",11932904,11933304,401,"*",3.44002945933342,3.27398399137505,3.62386147128533,-0.134883946947905,0.775031644938456,0.999820495462944,8.1,11.09,6.69,12.2,10.28,13.76,7.68,17.92,9.95,"HIVEP1","-79234","Not Significant",0.110680564665849,0.110680564665849,"Not Capped"
"16187","chr12",52036825,52037225,401,"*",6.09119425310621,6.01876280165705,6.17690133883233,0.0550611201916679,0.775049607435829,0.999820495462944,54.32,74.31,44.85,81.81,68.9,80.76,45.09,105.15,58.4,"NR4A1","-690","Not Significant",0.110670499369622,0.110670499369622,"Not Capped"
"16192","chrX",84501917,84502317,401,"*",3.73624964464827,3.69416429027495,3.78718655479944,0.118755207434061,0.775112666265073,0.999820495462944,10.84,14.83,8.95,16.33,13.75,15.41,8.6,20.06,11.14,"HDX","+336","Not Significant",0.110635166163472,0.110635166163472,"Not Capped"
"16197","chr19",56538420,56538820,401,"*",5.85876560012955,5.78684730263826,5.94389762071083,0.0561411249982757,0.775325653063181,0.999820495462944,46.26,63.27,38.19,69.66,58.67,68.72,38.36,89.46,49.69,"ZFP28","-328","Not Significant",0.110515846367818,0.110515846367818,"Not Capped"
"16212","chr17",40096031,40096431,401,"*",6.03873144224035,5.96592807725786,6.12485504127381,0.0542436709552707,0.775715039085093,0.999820495462944,52.37,71.64,43.24,78.87,66.42,77.9,43.49,101.42,56.34,"NR1D1","+4494","Not Significant",0.110297788640441,0.110297788640441,"Not Capped"
"16213","chr2",118855526,118855926,401,"*",4.83785264624637,4.70359951356102,4.9898065800349,-0.0726402585515163,0.775791929690489,0.999820495462944,21.83,29.86,18.02,32.88,27.69,35.47,19.8,46.18,25.65,"EN1","-8048","Not Significant",0.110254742535805,0.110254742535805,"Not Capped"
"16226","chr6",142885403,142885803,401,"*",4.80015877851062,4.73647700768425,4.87600081205815,0.0734471547766933,0.776097565380026,0.999820495462944,22.33,30.55,18.44,33.63,28.33,32.78,18.3,42.68,23.7,"HIVEP2","+60762","Not Significant",0.110083678944517,0.110083678944517,"Not Capped"
"16256","chr12",52025477,52025877,401,"*",5.52761562585748,5.40006435992106,5.67266721717876,-0.0591325111582402,0.776829155642795,0.999820495462944,35.38,48.39,29.21,53.28,44.87,56.94,31.79,74.13,41.18,"NR4A1","-12038","Not Significant",0.109674483026462,0.109674483026462,"Not Capped"
"16260","chr6",20401460,20401860,401,"*",6.88200138620816,6.80911838249894,6.96821414464033,0.0541467221814305,0.77694147050372,0.999820495462944,93.95,128.51,77.57,141.49,119.16,139.77,78.03,181.97,101.08,"E2F3","-507","Not Significant",0.109611696764964,0.109611696764964,"Not Capped"
"16270","chr15",50353297,50353697,401,"*",5.06852641324488,5.00187415333089,5.14773188730569,0.0672086088590109,0.777214791846566,0.999820495462944,26.85,36.72,22.16,40.43,34.05,39.57,22.09,51.52,28.62,"GABPB1","+1656","Not Significant",0.109458942559891,0.109458942559891,"Not Capped"
"16271","chr6",35241133,35241533,401,"*",4.56488495261027,4.42697212973992,4.72058071058739,-0.0799158319619129,0.777224098702438,0.999820495462944,18.02,24.65,14.88,27.14,22.86,29.43,16.43,38.32,21.28,"ZNF76","-18339","Not Significant",0.109453742077358,0.109453742077358,"Not Capped"
"16272","chr11",65662824,65663224,401,"*",6.11733497999152,6.0441712493833,6.20386194256041,0.0535243654505522,0.777266091740349,0.999820495462944,55.29,75.63,45.65,83.26,70.13,82.28,45.94,107.13,59.51,"RELA","+70","Not Significant",0.109430277992786,0.109430277992786,"Not Capped"
"16315","chr5",179023599,179023999,401,"*",6.02816972717431,5.90353065783332,6.17020163171499,-0.0532449111799867,0.778251263178936,0.999820495462944,50.15,68.6,41.41,75.53,63.61,80.39,44.88,104.66,58.13,"ZNF879","+47","Not Significant",0.108880165741886,0.108880165741886,"Not Capped"
"16344","chr19",9785570,9785970,401,"*",6.24521476814813,6.1713620882897,6.33251228968145,0.052074922149629,0.778742844917049,0.999820495462944,60.38,82.6,49.85,90.93,76.59,89.96,50.22,117.12,65.06,"ZNF846","-17153","Not Significant",0.108605930608624,0.108605930608624,"Not Capped"
"16351","chr5",309866,310266,401,"*",2.88245643994267,2.87234068579185,2.89500219784693,0.1876267222317,0.778896402407693,0.999820495462944,6.13,8.39,5.07,9.24,7.78,8.3,4.64,10.81,6,"AHRR","+5890","Not Significant",0.108520302089476,0.108520302089476,"Not Capped"
"16353","chr3",147989465,147989865,401,"*",3.80949731481768,3.65498116872275,3.98193099899577,-0.112288020458851,0.778925755499563,0.999820495462944,10.55,14.44,8.71,15.89,13.39,17.64,9.85,22.96,12.76,"ZIC1","+580281","Not Significant",0.108503935797904,0.108503935797904,"Not Capped"
"16365","chr3",194012413,194012813,401,"*",2.36431104456899,2.14791876635413,2.59587382662174,-0.229786559343465,0.779165800253888,0.999820495462944,3.71,5.08,3.07,5.59,4.71,6.75,3.77,8.79,4.88,"HES1","-123532","Not Significant",0.108370118099383,0.108370118099383,"Not Capped"
"16367","chrX",57909614,57910014,401,"*",3.72690396585543,3.68295343979947,3.78002369156407,0.11545235853429,0.779296261706119,0.999820495462944,10.76,14.72,8.88,16.2,13.65,15.33,8.56,19.96,11.09,"ZXDA","+1006","Not Significant",0.108297407071863,0.108297407071863,"Not Capped"
"16371","chr19",6048750,6049150,401,"*",4.67526406027508,4.53934641886977,4.82892223944814,-0.0758994419549909,0.779318634171645,0.999820495462944,19.48,26.65,16.08,29.34,24.71,31.73,17.71,41.31,22.94,"RFX2","+61584","Not Significant",0.108284939286074,0.108284939286074,"Not Capped"
"16374","chr4",82900509,82900909,401,"*",7.19544905750373,7.12346066227219,7.28065965858648,0.0560471268206153,0.779423435234811,0.999820495462944,116.82,159.8,96.45,175.93,148.17,173.56,96.9,225.97,125.52,"THAP9","-43","Not Significant",0.10822654024188,0.10822654024188,"Not Capped"
"16378","chr13",73598337,73598737,401,"*",2.83629780590276,2.64256247415754,3.04678173493678,-0.188410579588166,0.779492570550979,0.999820495462944,5.23,7.16,4.32,7.88,6.64,9.22,5.15,12.01,6.67,"KLF12","+396512","Not Significant",0.108188019774805,0.108188019774805,"Not Capped"
"16387","chr11",128302436,128302836,401,"*",6.00806110529801,5.88335196173207,6.1501658164551,-0.0534005703288087,0.77975810828905,0.999820495462944,49.46,67.65,40.83,74.48,62.73,79.28,44.26,103.21,57.33,"ETS1","+284922","Not Significant",0.108040100550449,0.108040100550449,"Not Capped"
"16416","chr12",11812829,11813229,401,"*",4.34397813845989,4.20270018485422,4.50309767074709,-0.0866364864115725,0.780425748006905,0.999820495462944,15.43,21.1,12.74,23.23,19.57,25.31,14.13,32.96,18.31,"ETV6","+163175","Not Significant",0.107668410685959,0.107668410685959,"Not Capped"
"16442","chr3",27730025,27730425,401,"*",4.19461389514574,4.14103671591145,4.25890312436028,0.0949562202107382,0.781094786144493,0.999820495462944,14.78,20.22,12.2,22.26,18.75,21.37,11.93,27.82,15.46,"EOMES","-7913","Not Significant",0.107296261126909,0.107296261126909,"Not Capped"
"16454","chr15",77460675,77461075,401,"*",2.53065840682163,2.32065652688207,2.75634037974069,-0.218580850707009,0.781318291382347,0.999820495462944,4.19,5.73,3.46,6.3,5.31,7.54,4.21,9.82,5.45,"HMG20A","+40201","Not Significant",0.107172008336741,0.107172008336741,"Not Capped"
"16484","chr12",54379603,54380003,401,"*",5.43480346605311,5.30734772546529,5.57975620291523,-0.0589329132723322,0.782149725361472,0.999820495462944,33.18,45.38,27.39,49.96,42.08,53.39,29.81,69.51,38.61,"ZNF385A","+11495","Not Significant",0.106710102855628,0.106710102855628,"Not Capped"
"16509","chr17",44221003,44221403,401,"*",5.52201972238486,5.45068263685679,5.60649988452134,0.0573469871099174,0.782665759802645,0.999820495462944,36.64,50.12,30.25,55.18,46.47,54.39,30.36,70.81,39.33,"UBTF","+423","Not Significant",0.106423665354821,0.106423665354821,"Not Capped"
"16513","chr16",89315974,89316374,401,"*",5.06682464396503,4.99925705643644,5.14706355906499,0.0652601353439562,0.782723859644433,0.999820495462944,26.8,36.65,22.12,40.35,33.99,39.55,22.08,51.5,28.6,"ZNF778","+98471","Not Significant",0.106391427450102,0.106391427450102,"Not Capped"
"16528","chr2",179614723,179615123,401,"*",2.83307468359052,2.6423511548893,3.04070800890856,-0.181032486704738,0.78319818040258,0.999820495462944,5.23,7.16,4.32,7.88,6.63,9.19,5.13,11.96,6.64,"ZNF385B","+246582","Not Significant",0.106128330196283,0.106128330196283,"Not Capped"
"16539","chrX",130086816,130087216,401,"*",4.6608879830827,4.52533257782734,4.81417561714371,-0.075127708877552,0.783538496816568,0.999820495462944,19.29,26.39,15.93,29.06,24.47,31.4,17.53,40.89,22.71,"ELF4","+23479","Not Significant",0.105939660912964,0.105939660912964,"Not Capped"
"16543","chr12",80786170,80786570,401,"*",2.98832827069741,2.96730059619786,3.01418906563621,0.164038020669273,0.783571135699268,0.999820495462944,6.55,8.96,5.41,9.87,8.31,9.02,5.03,11.74,6.52,"MYF5","+69458","Not Significant",0.105921570427959,0.105921570427959,"Not Capped"
"16544","chr19",19170114,19170514,401,"*",5.03328250915377,4.96618215977881,5.11299406833815,0.0661386012790786,0.783586109628663,0.999820495462944,26.19,35.82,21.62,39.44,33.22,38.63,21.57,50.29,27.94,"MEF2B","-69","Not Significant",0.105913271203451,0.105913271203451,"Not Capped"
"16557","chr6",122165046,122165446,401,"*",3.43339763231547,3.26981735757816,3.61480765085101,-0.130043810589115,0.784019744927718,0.999820495462944,8.08,11.05,6.67,12.17,10.25,13.67,7.63,17.8,9.89,"HSF2","-234300","Not Significant",0.105672999808962,0.105672999808962,"Not Capped"
"16571","chr2",2057115,2057515,401,"*",4.17119868666022,4.1172236342859,4.23594610466454,0.0936134228308522,0.784450034048665,0.999820495462944,14.54,19.89,12,21.9,18.44,21.03,11.74,27.38,15.21,"MYT1L","+273879","Not Significant",0.105434713808118,0.105434713808118,"Not Capped"
"16582","chr6",90438262,90438662,401,"*",3.15706704614961,3.13176032389739,3.18808869293043,0.154541955419079,0.784850849906173,0.999820495462944,7.34,10.05,6.06,11.06,9.31,10.17,5.68,13.25,7.36,"BACH2","-141720","Not Significant",0.105212867098237,0.105212867098237,"Not Capped"
"16583","chrX",47513200,47513600,401,"*",2.6051396301694,2.60148876426079,2.6096902586768,0.200245982027705,0.78485555308241,0.999820495462944,5.08,6.96,4.2,7.66,6.45,6.81,3.8,8.87,4.93,"ZNF41","-30454","Not Significant",0.105210264619858,0.105210264619858,"Not Capped"
"16591","chr19",1652819,1653219,401,"*",6.92004301833814,6.84631100994828,7.00720563052594,0.0523466776340167,0.785002353558977,0.999820495462944,96.4,131.87,79.59,145.18,122.28,143.6,80.17,186.95,103.85,"TCF3","-690","Not Significant",0.105129041170487,0.105129041170487,"Not Capped"
"16594","chr7",19108347,19108747,401,"*",3.71037209226269,3.55498179070939,3.88367636783576,-0.114170293489889,0.78508886608924,0.999820495462944,9.85,13.47,8.13,14.83,12.49,16.48,9.2,21.45,11.92,"TWIST1","+9125","Not Significant",0.105081181639682,0.105081181639682,"Not Capped"
"16597","chr10",43649420,43649820,401,"*",4.28375953680589,4.22654890107742,4.35222296787464,0.0873746698315769,0.785217756783586,0.999820495462944,15.68,21.45,12.95,23.62,19.89,22.8,12.73,29.68,16.49,"ZNF32","-916","Not Significant",0.105009887897895,0.105009887897895,"Not Capped"
"16600","chr10",21526043,21526443,401,"*",5.06524404370875,4.93459057499295,5.2134987277591,-0.0653941478562675,0.785397184169239,0.999820495462944,25.62,35.05,21.15,38.59,32.5,41.42,23.12,53.92,29.95,"MLLT10","-8100","Not Significant",0.104910660109086,0.104910660109086,"Not Capped"
"16617","chr9",124040714,124041114,401,"*",3.40939737456452,3.24342721457657,3.59315551963005,-0.135019308517049,0.785759456763504,0.999820495462944,7.93,10.85,6.55,11.95,10.06,13.47,7.52,17.54,9.74,"LHX2","+29304","Not Significant",0.104710383462795,0.104710383462795,"Not Capped"
"16624","chr5",23231451,23231851,401,"*",2.63093819198618,2.43606914795491,2.8424921586424,-0.189261619034443,0.785906741502293,0.999820495462944,4.53,6.2,3.74,6.83,5.75,8.01,4.47,10.42,5.79,"PRDM9","-275964","Not Significant",0.104628985835764,0.104628985835764,"Not Capped"
"16626","chr1",212665294,212665694,401,"*",5.16263814853514,5.03308215807144,5.30976126181541,-0.0632076027450007,0.785935680975832,0.999820495462944,27.43,37.52,22.65,41.31,34.79,44.27,24.72,57.64,32.02,"BATF3","+34491","Not Significant",0.104612994088132,0.104612994088132,"Not Capped"
"16632","chr19",23002756,23003156,401,"*",3.1918797309395,3.16362241496727,3.22644042265556,0.148136024888471,0.78618619373887,0.999820495462944,7.51,10.27,6.2,11.31,9.52,10.45,5.83,13.6,7.56,"ZNF728","+220","Not Significant",0.10447458711943,0.10447458711943,"Not Capped"
"16636","chr17",40099083,40099483,401,"*",6.46567450301237,6.34256646951998,6.60611387047164,-0.0501715085516341,0.786261088478186,0.999820495462944,67.99,93,56.14,102.39,86.24,108.74,60.71,141.58,78.64,"NR1D1","+1442","Not Significant",0.104433216737859,0.104433216737859,"Not Capped"
"16657","chr1",151347147,151347547,401,"*",6.50736859871864,6.43287044695895,6.59538734496673,0.0507047519463307,0.786877256017144,0.999820495462944,72.38,99.01,59.76,109.01,91.81,107.94,60.26,140.53,78.06,"RFX5","-96","Not Significant",0.104093007401893,0.104093007401893,"Not Capped"
