"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"15902","chr16",30527257,30527657,401,"*",4.96347048375099,4.89441178582584,5.02937395009403,-0.0374329944420964,0.87384680358677,0.999789157560756,39.6,19.92,23.05,28.75,37.39,36.69,21.14,29.65,46.41,29.4,"ZNF768","-868","Not Significant",0.0585646980161172,0.0585646980161172,"Not Capped"
"15907","chr12",47904612,47905012,401,"*",4.45140045621288,4.42478939842194,4.47752953972032,0.0445037843287162,0.874103189021585,0.999789157560756,28.6,14.38,16.64,20.76,27,25.03,14.42,20.23,31.66,20.06,"VDR","+191","Not Significant",0.0584372953091179,0.0584372953091179,"Not Capped"
"15916","chr6",34196243,34196643,401,"*",4.96558288928935,4.8966806101526,5.03134389126817,-0.0371678817778111,0.874586636116314,0.999789157560756,39.66,19.95,23.08,28.8,37.45,36.74,21.17,29.69,46.47,29.44,"HMGA1","-40430","Not Significant",0.0581971630594026,0.0581971630594026,"Not Capped"
"15940","chr6",137589380,137589780,401,"*",4.01964059288633,3.94132165978273,4.09392589399778,-0.0543038277988518,0.875074866113966,0.999789157560756,20.45,10.29,11.9,14.85,19.31,19.19,11.05,15.5,24.27,15.37,"OLIG3","-95330","Not Significant",0.057954789778499,0.057954789778499,"Not Capped"
"15943","chr6",90157003,90157403,401,"*",3.74748638007225,3.66537198598956,3.82517766184899,-0.0615365204028246,0.875210035117145,0.999789157560756,16.89,8.5,9.83,12.26,15.95,15.92,9.17,12.87,20.14,12.76,"BACH2","+139539","Not Significant",0.0578877113819701,0.0578877113819701,"Not Capped"
"15968","chr16",81035609,81036009,401,"*",5.46303255575523,5.43111138816814,5.49426269558539,0.0341372189155021,0.876188870961548,0.999789157560756,57.45,28.89,33.43,41.71,54.25,50.64,29.17,40.93,64.05,40.58,"ATMIN","-38","Not Significant",0.0574022673763821,0.0574022673763821,"Not Capped"
"15976","chr11",128324638,128325038,401,"*",5.25178129396553,5.18414408173044,5.31638900254027,-0.0346927705932035,0.876323667751565,0.999789157560756,48.41,24.35,28.17,35.14,45.71,44.77,25.79,36.18,56.62,35.87,"ETS1","+262720","Not Significant",0.0573354587220589,0.0573354587220589,"Not Capped"
"15984","chr13",94859320,94859720,401,"*",3.24752254557441,3.23819977177415,3.25678546170004,0.0781671738662327,0.876444470195175,0.999789157560756,12.56,6.32,7.31,9.12,11.86,10.74,6.19,8.68,13.58,8.6,"SOX21","-147121","Not Significant",0.0572755947462055,0.0572755947462055,"Not Capped"
"15997","chr18",76333524,76333924,401,"*",2.61339053172864,2.61967533677118,2.60707822838759,0.106943401587817,0.876832681207423,0.999789157560756,8.18,4.12,4.76,5.94,7.73,6.85,3.94,5.53,8.66,5.48,"ZNF516","+161466","Not Significant",0.0570832715837738,0.0570832715837738,"Not Capped"
"16008","chr19",51986642,51987042,401,"*",4.26581910297371,4.19168153498351,4.33633235986682,-0.046820028104212,0.877231424342106,0.999789157560756,24.33,12.24,14.16,17.66,22.98,22.7,13.07,18.34,28.71,18.19,"ZNF350","-16","Not Significant",0.0568858193406948,0.0568858193406948,"Not Capped"
"16025","chr19",58408368,58408768,401,"*",5.63403272278294,5.56704132102423,5.6980509347221,-0.0335333983137553,0.877602369937852,0.999789157560756,63.12,31.75,36.73,45.83,59.6,58.33,33.6,47.14,73.77,46.73,"ZNF584","-57","Not Significant",0.0567022126330467,0.0567022126330467,"Not Capped"
"16036","chr6",42445851,42446251,401,"*",2.98007869159675,2.88117289329797,3.07263672946538,-0.0924085450486221,0.877932435450514,0.999789157560756,9.81,4.93,5.71,7.12,9.26,9.45,5.44,7.64,11.96,7.57,"TRERF1","+6000","Not Significant",0.0565389055518487,0.0565389055518487,"Not Capped"
"16037","chr4",108166622,108167022,401,"*",4.55632189818449,4.48499313154697,4.624289598748,-0.0418173132687974,0.877937181621047,0.999789157560756,29.82,15,17.35,21.65,28.15,27.71,15.96,22.39,35.05,22.2,"LEF1","+1600","Not Significant",0.0565365577286934,0.0565365577286934,"Not Capped"
"16066","chr3",24388103,24388503,401,"*",3.23775331359244,3.14722477508982,3.32293507974708,-0.0770040239771763,0.87881177567391,0.999789157560756,11.8,5.93,6.87,8.56,11.14,11.24,6.48,9.09,14.22,9.01,"THRB","+106519","Not Significant",0.0561041323660743,0.0561041323660743,"Not Capped"
"16077","chr13",30464542,30464942,401,"*",5.44323269045894,5.37630921223748,5.5071888723624,-0.0333856194661777,0.879109380896905,0.999789157560756,55.31,27.82,32.19,40.15,52.22,51.1,29.44,41.3,64.63,40.94,"HMGB1","+1223","Not Significant",0.055957085603614,0.055957085603614,"Not Capped"
"16078","chr19",1652828,1653228,401,"*",6.31623023327018,6.28410319016714,6.34765740367292,0.0337792240367731,0.879145755577166,0.999789157560756,103.76,52.19,60.39,75.33,97.98,91.5,52.71,73.95,115.73,73.31,"TCF3","-699","Not Significant",0.055939116285518,0.055939116285518,"Not Capped"
"16080","chr4",474040,474440,401,"*",5.64268469757029,5.61025619087996,5.67440028065493,0.0331284707121148,0.879274956956996,0.999789157560756,65.04,32.71,37.85,47.22,61.42,57.38,33.05,46.37,72.57,45.97,"ZNF721","+24916","Not Significant",0.0558752960108639,0.0558752960108639,"Not Capped"
"16104","chr14",24114760,24115160,401,"*",6.56798828891543,6.50075489002838,6.63222745528184,-0.0340391225321432,0.880184112691237,0.999789157560756,120.58,60.64,70.17,87.54,113.86,111.45,64.2,90.07,140.97,89.3,"NRL","+54","Not Significant",0.0554264747105856,0.0554264747105856,"Not Capped"
"16110","chr19",21020364,21020764,401,"*",5.53006555199187,5.46337347283439,5.5938103706168,-0.0329767356785883,0.880378027306831,0.999789157560756,58.75,29.55,34.19,42.65,55.47,54.26,31.26,43.85,68.63,43.48,"ZNF430","-56","Not Significant",0.0553308052128267,0.0553308052128267,"Not Capped"
"16144","chrX",135536807,135537207,401,"*",2.95857859994149,2.95379150184707,2.96334986617973,0.0864183411938454,0.881749684648329,0.999789157560756,10.32,5.19,6,7.49,9.74,8.76,5.05,7.08,11.08,7.02,"ZNF449","+192211","Not Significant",0.0546546869828599,0.0546546869828599,"Not Capped"
"16148","chr16",1025214,1025614,401,"*",4.08786882946343,4.06391360365979,4.11143277889125,0.049657511265114,0.881857975375618,0.999789157560756,22.27,11.2,12.96,16.17,21.03,19.42,11.19,15.69,24.56,15.56,"SOX8","+43606","Not Significant",0.0546013530510247,0.0546013530510247,"Not Capped"
"16162","chr17",51166625,51167025,401,"*",4.74207777217948,4.7118508998755,4.771684315689,0.0374284345468841,0.882307078789667,0.999789157560756,34.89,17.55,20.31,25.33,32.95,30.69,17.68,24.8,38.82,24.59,"NME2","+261","Not Significant",0.054380236394986,0.054380236394986,"Not Capped"
"16170","chr12",77025972,77026372,401,"*",2.83344236189647,2.73559230495633,2.92507523446384,-0.0907602951887125,0.882528205413407,0.999789157560756,8.87,4.46,5.16,6.44,8.37,8.53,4.92,6.9,10.79,6.84,"E2F7","+39408","Not Significant",0.0542714057592272,0.0542714057592272,"Not Capped"
"16209","chr2",156006769,156007169,401,"*",4.05290999750458,3.9770518587159,4.12497791410883,-0.0498847032455127,0.883239618366387,0.999789157560756,20.97,10.55,12.2,15.22,19.8,19.6,11.29,15.84,24.79,15.71,"NR4A2","+325747","Not Significant",0.0539214585777349,0.0539214585777349,"Not Capped"
"16219","chr7",28506380,28506780,401,"*",2.79996846129245,2.7997586398584,2.80017825221511,0.0952267600767935,0.883539118963881,0.999789157560756,9.27,4.66,5.4,6.73,8.75,7.83,4.51,6.32,9.9,6.27,"CREB5","+94055","Not Significant",0.0537742172109284,0.0537742172109284,"Not Capped"
"16224","chr9",92896099,92896499,401,"*",3.2240583116254,3.13505551576991,3.30788794176187,-0.0738246777037464,0.883616162965926,0.999789157560756,11.7,5.88,6.81,8.49,11.05,11.13,6.41,8.99,14.07,8.92,"ZNF484","-18261","Not Significant",0.0537363486825483,0.0537363486825483,"Not Capped"
"16229","chrX",120250590,120250990,401,"*",5.05104267217597,5.01904761683556,5.08234353168144,0.034025188386748,0.883726376292116,0.999789157560756,43.17,21.71,25.13,31.34,40.77,38.06,21.93,30.76,48.15,30.5,"ZBTB33","+38","Not Significant",0.053682182567723,0.053682182567723,"Not Capped"
"16237","chr13",73307545,73307945,401,"*",2.5594482500983,2.45250668855029,2.65900676654033,-0.106402594960878,0.883972947933105,0.999789157560756,7.29,3.67,4.24,5.29,6.88,7.1,4.09,5.73,8.98,5.69,"KLF5","+248953","Not Significant",0.0535610254203483,0.0535610254203483,"Not Capped"
"16252","chr5",125433625,125434025,401,"*",3.04092525052056,3.03553117788432,3.04629923043394,0.0854808559905806,0.884344930983087,0.999789157560756,10.92,5.49,6.35,7.93,10.31,9.28,5.35,7.5,11.74,7.44,"ZNF608","-688400","Not Significant",0.053378309190107,0.053378309190107,"Not Capped"
"16255","chr12",124609085,124609485,401,"*",4.9971735503763,4.9652956750552,5.02836225088519,0.0341719763894777,0.884398672825871,0.999789157560756,41.59,20.92,24.21,30.2,39.28,36.67,21.12,29.63,46.38,29.38,"NCOR2","-114033","Not Significant",0.0533519178174681,0.0533519178174681,"Not Capped"
"16296","chr19",11963952,11964352,401,"*",4.12285455902376,4.09767109822855,4.14760595255107,0.0472161613198613,0.885519029769317,0.999789157560756,22.8,11.47,13.27,16.55,21.53,19.91,11.47,16.09,25.19,15.96,"ZNF763","-902","Not Significant",0.0528021014021914,0.0528021014021914,"Not Capped"
"16326","chr3",44555024,44555424,401,"*",3.80717534713938,3.7857806486766,3.82825739996618,0.0545859554412288,0.886308617833245,0.999789157560756,18.36,9.24,10.69,13.33,17.34,15.96,9.19,12.9,20.19,12.79,"ZKSCAN7","+16","Not Significant",0.052415027905168,0.052415027905168,"Not Capped"
"16338","chr16",68539107,68539507,401,"*",5.17518277975686,5.14229551420171,5.20733703502632,0.0322747178089892,0.886746658447533,0.999789157560756,47.02,23.65,27.37,34.14,44.4,41.51,23.91,33.55,52.5,33.26,"ZFP90","+94","Not Significant",0.052200439417093,0.052200439417093,"Not Capped"
"16344","chr5",174904672,174905072,401,"*",3.39346621405022,3.30885010931006,3.47339321748064,-0.066623995066832,0.886889771957379,0.999789157560756,13.19,6.64,7.68,9.58,12.46,12.48,7.19,10.08,15.78,10,"MSX2","+180339","Not Significant",0.0521303535678386,0.0521303535678386,"Not Capped"
"16378","chr9",107672067,107672467,401,"*",2.86642506439472,2.86169033321114,2.87114430764251,0.086443750557647,0.888090007073407,0.999789157560756,9.68,4.87,5.63,7.03,9.14,8.22,4.74,6.64,10.4,6.59,"KLF4","-182621","Not Significant",0.0515430166601372,0.0515430166601372,"Not Capped"
"16386","chr14",65102364,65102764,401,"*",6.19730204069814,6.13161650317806,6.26012671421216,-0.0311022372076578,0.888443665161659,0.999789157560756,93.36,46.95,54.33,67.78,88.15,86.11,49.61,69.59,108.92,69,"MAX","-94","Not Significant",0.0513701049268697,0.0513701049268697,"Not Capped"
"16402","chr19",57746589,57746989,401,"*",5.10089162618714,5.03466746115021,5.16420884695416,-0.0321283072126943,0.888841869343357,0.999789157560756,43.64,21.95,25.4,31.69,41.21,40.29,23.21,32.56,50.96,32.28,"ZNF776","-7","Not Significant",0.0511754959253125,0.0511754959253125,"Not Capped"
"16404","chr6",20401423,20401823,401,"*",6.14456458233351,6.11096540011775,6.17739904315589,0.0308827531620743,0.888864444421554,0.999789157560756,92.03,46.29,53.56,66.81,86.9,81.31,46.84,65.71,102.85,65.15,"E2F3","-544","Not Significant",0.0511644657210385,0.0511644657210385,"Not Capped"
"16406","chr20",32207568,32207968,401,"*",5.5100491684537,5.47630153028283,5.54302538983673,0.0305476897814005,0.888891399216055,0.999789157560756,59.27,29.81,34.5,43.03,55.97,52.38,30.18,42.33,66.26,41.97,"PLAGL2","+23","Not Significant",0.0511512959502228,0.0511512959502228,"Not Capped"
"16420","chr9",91423759,91424159,401,"*",5.03598213413616,5.00314878778059,5.0680848451987,0.0322698539490239,0.889120739548666,0.999789157560756,42.7,21.48,24.85,31,40.32,37.69,21.71,30.46,47.67,30.2,"NFIL3","-97","Not Significant",0.0510392593231248,0.0510392593231248,"Not Capped"
"16426","chr11",9460692,9461092,401,"*",6.68812404548112,6.62206191187082,6.75129313383513,-0.0318145477092734,0.889306004782779,0.999789157560756,131.15,65.96,76.33,95.22,123.84,121.04,69.72,97.82,153.09,96.98,"ZNF143","-73","Not Significant",0.0509487752259739,0.0509487752259739,"Not Capped"
"16447","chr6",137588926,137589326,401,"*",3.36917462695087,3.28498841669406,3.44871796561823,-0.0648678035289695,0.890162834060118,0.999789157560756,12.98,6.53,7.55,9.42,12.26,12.27,7.07,9.91,15.52,9.83,"OLIG3","-94876","Not Significant",0.0505305422704793,0.0505305422704793,"Not Capped"
"16453","chr15",74540867,74541267,401,"*",5.62092137635068,5.55571391926259,5.68330857475862,-0.0301108729174407,0.890375110397939,0.999789157560756,62.63,31.5,36.45,45.47,59.14,57.73,33.26,46.66,73.02,46.26,"ARID3B","-139","Not Significant",0.0504269887990375,0.0504269887990375,"Not Capped"
"16463","chr19",21836061,21836461,401,"*",4.95208888579791,4.91935556953286,4.98409596284062,0.032544717550973,0.890706494857668,0.999789157560756,40.29,20.26,23.45,29.25,38.05,35.56,20.48,28.74,44.98,28.49,"ZNF43","+15807","Not Significant",0.0502653808822697,0.0502653808822697,"Not Capped"
"16468","chr17",57946506,57946906,401,"*",3.2253689068882,3.13877240860339,3.30706054745503,-0.0697451328269744,0.890851831817479,0.999789157560756,11.73,5.9,6.82,8.51,11.07,11.12,6.41,8.99,14.06,8.91,"VEZF1","+41446","Not Significant",0.050194522646693,0.050194522646693,"Not Capped"
"16487","chr15",68054124,68054524,401,"*",5.64782129163418,5.58278236184186,5.71005421025862,-0.0298132405276873,0.891404266667777,0.999789157560756,63.81,32.1,37.14,46.33,60.26,58.81,33.88,47.53,74.39,47.13,"PIAS1","-252","Not Significant",0.0499252915132068,0.0499252915132068,"Not Capped"
"16500","chr1",53653924,53654324,401,"*",3.51021637545842,3.4281913350361,3.58782766800172,-0.0618086410429805,0.89187064004145,0.999789157560756,14.33,7.21,8.34,10.41,13.53,13.51,7.78,10.92,17.09,10.82,"GLIS1","+80080","Not Significant",0.049698132608488,0.049698132608488,"Not Capped"
"16505","chr5",178730549,178730949,401,"*",5.73065680524866,5.69640754910857,5.76411181064134,0.0295926521570483,0.892019542590371,0.999789157560756,69.04,34.73,40.18,50.13,65.2,61.06,35.17,49.35,77.23,48.92,"ZNF354A","-47","Not Significant",0.0496256308859965,0.0496256308859965,"Not Capped"
"16507","chr20",25867986,25868386,401,"*",4.2218940933063,4.15029195313929,4.2901099617353,-0.0422151817829031,0.892237120845506,0.999789157560756,23.64,11.89,13.76,17.16,22.33,21.98,12.66,17.76,27.8,17.61,"ZNF337","-181229","Not Significant",0.0495197122275524,0.0495197122275524,"Not Capped"
"16511","chr1",38160433,38160833,401,"*",3.07151339815639,3.06036243384205,3.08257883442012,0.073843640008137,0.892339849401715,0.999789157560756,11.11,5.59,6.46,8.06,10.49,9.52,5.48,7.69,12.04,7.63,"POU3F1","-113839","Not Significant",0.0494697122041421,0.0494697122041421,"Not Capped"
"16519","chr1",211259112,211259512,401,"*",5.81105501815475,5.74616761643563,5.87314918960469,-0.0295115622508969,0.892571837199016,0.999789157560756,71.47,35.95,41.59,51.89,67.48,65.85,37.93,53.22,83.29,52.77,"RCOR3","-121","Not Significant",0.0493568203209634,0.0493568203209634,"Not Capped"
"16520","chr9",107425144,107425544,401,"*",4.10433769000847,4.03170650890171,4.17348691561165,-0.0440688388732274,0.892605088834321,0.999789157560756,21.78,10.95,12.67,15.81,20.56,20.27,11.68,16.38,25.64,16.24,"KLF4","+64302","Not Significant",0.0493406415304827,0.0493406415304827,"Not Capped"
"16545","chr12",19402267,19402667,401,"*",3.55578856596062,3.53624581555101,3.57507012439394,0.0578321970143135,0.893320183802127,0.999789157560756,15.45,7.77,8.99,11.21,14.59,13.39,7.71,10.82,16.94,10.73,"AEBP2","-37207","Not Significant",0.048992853389612,0.048992853389612,"Not Capped"
"16557","chr1",145858867,145859267,401,"*",5.44483440393555,5.38005776100889,5.50682714107344,-0.0293025653888355,0.893657440917408,0.999789157560756,55.45,27.89,32.27,40.26,52.36,51.09,29.43,41.29,64.62,40.93,"PIAS3","+13","Not Significant",0.0488289241899827,0.0488289241899827,"Not Capped"
"16560","chr3",119792826,119793226,401,"*",3.58657073608073,3.56673545824054,3.60613699776952,0.0579265794224863,0.893695379647326,0.999789157560756,15.78,7.94,9.18,11.45,14.9,13.68,7.88,11.06,17.3,10.96,"NR1I2","+10316","Not Significant",0.0488104873364784,0.0488104873364784,"Not Capped"
"16572","chr11",62601633,62602033,401,"*",6.12322481334693,6.08879532269283,6.15685176943524,0.0292987331828987,0.89403428551142,0.999789157560756,90.62,45.58,52.74,65.79,85.57,80.16,46.18,64.78,101.39,64.23,"MTA2","+7","Not Significant",0.0486458260330473,0.0486458260330473,"Not Capped"
"16586","chr1",150926059,150926459,401,"*",5.22362404985019,5.18952858167052,5.25693230238766,0.0299292170820183,0.894457856676017,0.999789157560756,48.59,24.44,28.28,35.28,45.88,42.96,24.75,34.72,54.34,34.42,"SETDB1","-80","Not Significant",0.0484401168564982,0.0484401168564982,"Not Capped"
"16590","chr5",23361706,23362106,401,"*",3.36471172809051,3.34722897692786,3.38198515526454,0.0614724279793613,0.894552158098534,0.999789157560756,13.55,6.82,7.89,9.84,12.8,11.71,6.75,9.47,14.81,9.38,"PRDM9","-145709","Not Significant",0.0483943322190345,0.0483943322190345,"Not Capped"
"16596","chr6",35348538,35348938,401,"*",3.96924766677989,3.94343501651817,3.99460658426721,0.046099927276774,0.894829116258471,0.999789157560756,20.48,10.3,11.92,14.87,19.34,17.91,10.32,14.47,22.65,14.35,"PPARD","+6124","Not Significant",0.0482598931218305,0.0482598931218305,"Not Capped"
"16609","chr9",4390340,4390740,401,"*",3.12402199650013,3.03686931838211,3.20620840013931,-0.0707957043086477,0.895318710474611,0.999789157560756,10.93,5.5,6.36,7.93,10.32,10.37,5.97,8.38,13.12,8.31,"GLIS3","-90624","Not Significant",0.048022339475626,0.048022339475626,"Not Capped"
"16613","chr1",200302242,200302642,401,"*",4.38345041387065,4.35362029775885,4.41267621687162,0.0382022221108457,0.895428717738243,0.999789157560756,27.22,13.69,15.84,19.76,25.7,23.93,13.78,19.34,30.27,19.17,"ZNF281","+107614","Not Significant",0.0479689812556199,0.0479689812556199,"Not Capped"
"16640","chr17",58487652,58488052,401,"*",4.8918885524837,4.8586045046743,4.9244219969856,0.0313601431298032,0.896067086904685,0.999789157560756,38.63,19.43,22.48,28.05,36.48,34.12,19.65,27.57,43.15,27.34,"HSF5","+532","Not Significant",0.0476594742867299,0.0476594742867299,"Not Capped"
"16651","chr16",3158602,3159002,401,"*",5.69078884680403,5.62648106584592,5.75235202887497,-0.0284245082532254,0.896426447608634,0.999789157560756,65.78,33.08,38.28,47.75,62.11,60.56,34.89,48.94,76.6,48.53,"ZNF213","+23774","Not Significant",0.0474853387935483,0.0474853387935483,"Not Capped"
"16674","chr3",71432502,71432902,401,"*",3.84672792837367,3.82194174295709,3.87109545794512,0.0477668100603556,0.897022814249895,0.999789157560756,18.83,9.47,10.96,13.67,17.78,16.44,9.47,13.29,20.79,13.17,"FOXP1","+151287","Not Significant",0.0471965112738127,0.0471965112738127,"Not Capped"
"16676","chr19",20166942,20167342,401,"*",4.79322558094606,4.76023436410025,4.82547919810363,0.0320576278833416,0.897114650200678,0.999789157560756,36.08,18.15,21,26.2,34.07,31.86,18.35,25.74,40.29,25.53,"ZNF486","-132","Not Significant",0.0471520510833418,0.0471520510833418,"Not Capped"
"16680","chr7",39174719,39175119,401,"*",3.4417139910096,3.36141401837928,3.51777916351034,-0.0583873420419992,0.897245777776362,0.999789157560756,13.68,6.88,7.96,9.93,12.92,12.87,7.41,10.4,16.28,10.31,"POU6F2","+196921","Not Significant",0.047088576675683,0.047088576675683,"Not Capped"
"16685","chr5",119646378,119646778,401,"*",2.54178167003941,2.44216613810904,2.63496094688696,-0.0933975757711705,0.897351955658623,0.999789157560756,7.24,3.64,4.21,5.25,6.83,6.98,4.02,5.64,8.83,5.59,"FAM170A","+17019","Not Significant",0.047037186364015,0.047037186364015,"Not Capped"
"16692","chr8",127737648,127738048,401,"*",4.9454540672328,4.8800508752134,5.00802040956949,-0.0305129318384612,0.897484571154357,0.999789157560756,39.21,19.72,22.82,28.47,37.02,36.15,20.83,29.22,45.73,28.97,"MYC","+1779","Not Significant",0.0469730087330649,0.0469730087330649,"Not Capped"
"16699","chr15",89971457,89971857,401,"*",3.42362685229729,3.40487431689457,3.44213876161481,0.0584259178846596,0.897672363089185,0.999789157560756,14.1,7.09,8.21,10.24,13.32,12.21,7.03,9.87,15.45,9.78,"ZNF710","-29735","Not Significant",0.0468821453664325,0.0468821453664325,"Not Capped"
"16706","chr21",29473855,29474255,401,"*",3.64253327218314,3.62014084593113,3.66458344548042,0.0520120090549424,0.897977573222058,0.999789157560756,16.37,8.23,9.53,11.89,15.46,14.25,8.21,11.51,18.02,11.42,"BACH1","+174639","Not Significant",0.0467345095994342,0.0467345095994342,"Not Capped"
"16707","chr22",35257394,35257794,401,"*",5.65385613425766,5.5898057977363,5.71518334086766,-0.0279292403275768,0.898080641211031,0.999789157560756,64.13,32.25,37.32,46.56,60.55,59.02,34,47.7,74.65,47.29,"HMGXB4","+96","Not Significant",0.0466846650470011,0.0466846650470011,"Not Capped"
"16709","chr6",50912999,50913399,401,"*",2.88293597488905,2.79299431041531,2.96759796365014,-0.0754271241037219,0.89816495432015,0.999789157560756,9.23,4.64,5.37,6.7,8.71,8.79,5.06,7.1,11.12,7.04,"TFAP2B","+94476","Not Significant",0.0466438947668562,0.0466438947668562,"Not Capped"
"16754","chr6",10202499,10202899,401,"*",3.01918336249518,2.93197338130939,3.10142072097355,-0.0706134434426586,0.899289827237354,0.999789157560756,10.16,5.11,5.91,7.38,9.6,9.64,5.55,7.79,12.2,7.73,"TFAP2A","+213491","Not Significant",0.0461003192960598,0.0461003192960598,"Not Capped"
"16762","chr4",124245,124645,401,"*",5.22218219068161,5.15783076899915,5.28378536616177,-0.0284494635919545,0.899622319360949,0.999789157560756,47.53,23.91,27.66,34.51,44.88,43.77,25.21,35.37,55.36,35.07,"ZNF718","-35","Not Significant",0.0459397783864093,0.0459397783864093,"Not Capped"
"16770","chr4",93963735,93964135,401,"*",2.90707316248829,2.81826633331781,2.99072892842463,-0.0739079276538035,0.899808972407881,0.999789157560756,9.39,4.72,5.47,6.82,8.87,8.93,5.14,7.22,11.3,7.16,"ATOH1","+135182","Not Significant",0.0458496805994313,0.0458496805994313,"Not Capped"
"16793","chr4",41648021,41648421,401,"*",3.27501241708832,3.25771498848271,3.29210491002307,0.0629396503607983,0.900659899233603,0.999789157560756,12.74,6.41,7.41,9.25,12.03,11.01,6.34,8.89,13.92,8.82,"PHOX2B","+100749","Not Significant",0.0454391732496513,0.0454391732496513,"Not Capped"
"16811","chrX",130268662,130269062,401,"*",4.90786715715381,4.84290174315004,4.97003276429314,-0.0296771960839,0.901153239745007,0.999789157560756,38.21,19.22,22.24,27.74,36.08,35.21,20.28,28.46,44.54,28.22,"ZNF280C","+37","Not Significant",0.0452013516215136,0.0452013516215136,"Not Capped"
"16814","chr8",144786882,144787282,401,"*",5.05963704231661,4.99519450565235,5.12132371028419,-0.0285554818345917,0.901297255943506,0.999789157560756,42.47,21.36,24.71,30.83,40.1,39.11,22.53,31.6,49.46,31.33,"ZNF34","+222","Not Significant",0.0451319511685239,0.0451319511685239,"Not Capped"
"16829","chr18",79524176,79524576,401,"*",4.90581428745866,4.84083231056679,4.96799506024842,-0.0296595607522122,0.901761654614712,0.999789157560756,38.16,19.19,22.21,27.7,36.03,35.16,20.26,28.42,44.48,28.18,"NFATC1","+128151","Not Significant",0.0449082360324441,0.0449082360324441,"Not Capped"
"16834","chr9",96418394,96418794,401,"*",5.79820604193809,5.76255861168325,5.83299386024142,0.0268899823154637,0.901798125648932,0.999789157560756,72.28,36.36,42.07,52.48,68.26,64.05,36.89,51.76,81.01,51.32,"ZNF367","-265","Not Significant",0.0448906716920919,0.0448906716920919,"Not Capped"
"16835","chrX",119606016,119606416,401,"*",4.74024638731072,4.70687094498714,4.77286714507008,0.0312981890595731,0.901804439798529,0.999789157560756,34.77,17.49,20.24,25.25,32.84,30.72,17.69,24.82,38.85,24.61,"NKRF","-333","Not Significant",0.044887630888779,0.044887630888779,"Not Capped"
"16839","chr14",37874490,37874890,401,"*",3.61200233392133,3.58925420500644,3.63439733569282,0.0517333719316901,0.90187764596276,0.999789157560756,16.03,8.06,9.33,11.63,15.13,13.95,8.04,11.28,17.65,11.18,"FOXA1","-279656","Not Significant",0.0448523774109789,0.0448523774109789,"Not Capped"
"16862","chr10",112793422,112793822,401,"*",2.97681694535668,2.96561409704247,2.98793347094339,0.0730597335189708,0.902437512597059,0.999789157560756,10.4,5.23,6.05,7.55,9.82,8.91,5.13,7.2,11.27,7.14,"TCF7L2","-156785","Not Significant",0.0445828601966191,0.0445828601966191,"Not Capped"
"16869","chr8",22695033,22695433,401,"*",5.46167141188424,5.42598942685371,5.49649213768088,0.0268482709265637,0.902583375784755,0.999789157560756,57.24,28.79,33.31,41.56,54.05,50.72,29.22,40.99,64.15,40.64,"EGR3","-1931","Not Significant",0.0445126697871066,0.0445126697871066,"Not Capped"
"16891","chr20",25719045,25719445,401,"*",3.11551464247477,3.0994316719977,3.13142029703579,0.06407278899762,0.903273780392007,0.999789157560756,11.41,5.74,6.64,8.29,10.78,9.85,5.67,7.96,12.45,7.89,"ZNF337","-32288","Not Significant",0.0441805959851526,0.0441805959851526,"Not Capped"
"16892","chr4",173325194,173325594,401,"*",2.8073455492329,2.79779023159596,2.81683799587518,0.0765594286716502,0.903281428102902,0.999789157560756,9.26,4.66,5.39,6.72,8.74,7.92,4.56,6.4,10.01,6.34,"HMGB2","+9731","Not Significant",0.0441769189775248,0.0441769189775248,"Not Capped"
"16905","chr7",6664067,6664467,401,"*",4.2704794598921,4.24001600734673,4.30031293608686,0.0368817580654491,0.903674746814528,0.999789157560756,25.16,12.65,14.64,18.27,23.76,22.14,12.75,17.89,28,17.74,"ZNF316","+26945","Not Significant",0.0439878539064873,0.0439878539064873,"Not Capped"
"16906","chr4",149182054,149182454,401,"*",3.27798820469412,3.1960165685883,3.35555168530785,-0.0609517913236466,0.903712659072361,0.999789157560756,12.2,6.14,7.1,8.86,11.52,11.5,6.62,9.29,14.55,9.21,"NR3C2","-739734","Not Significant",0.0439696341442802,0.0439696341442802,"Not Capped"
"16931","chr7",149284987,149285387,401,"*",6.06381957940989,6.00061505623102,6.12437093878668,-0.0263214430114819,0.904533805305061,0.999789157560756,85.25,42.88,49.61,61.89,80.5,78.38,45.15,63.34,99.14,62.8,"ZNF783","+23016","Not Significant",0.0435751975348504,0.0435751975348504,"Not Capped"
"16939","chr20",62843734,62844134,401,"*",3.03655513959194,3.02168372330949,3.05127482286784,0.0668595915357174,0.904745011166895,0.999789157560756,10.81,5.44,6.29,7.85,10.21,9.31,5.36,7.53,11.78,7.46,"TCFL5","+17829","Not Significant",0.0434738029461096,0.0434738029461096,"Not Capped"
