# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	OR4F16 (-115333)
Region105142	KCNE2 (-25742)
Region105143	KCNE2 (-12802)
Region105144	KCNE2 (-2075)
Region105145	SMIM11A (-74)
Region105146	CLIC6 (-54417)
Region105147	CLIC6 (-26986)
Region105148	CLIC6 (-9127)
Region105149	CLIC6 (+135)
Region105150	CLIC6 (+938)
Region105151	CLIC6 (+6197)
Region105152	CLIC6 (+38731)
Region105153	CLIC6 (+77658)
Region105154	CLIC6 (+94518)
Region105155	CLIC6 (+97665)
Region105156	CLIC6 (+138801)
Region105157	CLIC6 (+153402)
Region105158	CLIC6 (+175276)
Region105159	RUNX1 (+160117)
Region105160	RUNX1 (+138629)
Region105161	RUNX1 (+115182)
Region105162	RUNX1 (+75164)
Region105163	RUNX1 (+62188)
Region105164	RUNX1 (+32423)
Region105165	RUNX1 (+22337)
Region105166	RUNX1 (+3414)
Region105167	RUNX1 (+368)
Region105168	RUNX1 (-2102)
Region105169	RUNX1 (-52066)
Region105170	RUNX1 (-53935)
Region105171	RUNX1 (-89617)
Region105172	RUNX1 (-121401)
Region105173	RUNX1 (-122737)
Region105174	RUNX1 (-150342)
Region105175	RUNX1 (-172924)
Region105176	RUNX1 (-176878)
Region105177	RUNX1 (-177961)
Region105178	RUNX1 (-216483)
Region105179	RUNX1 (-247629)
Region105180	RUNX1 (-393099)
Region105181	RUNX1 (-454590)
Region105182	RUNX1 (-479649)
Region105183	SETD4 (+455279)
Region105184	SETD4 (+407656)
Region105185	SETD4 (+326094)
Region105186	SETD4 (+316491)
Region105187	SETD4 (+258587)
Region105188	SETD4 (+242710)
Region105189	SETD4 (+220678)
Region105190	SETD4 (+164403)
Region105191	SETD4 (+162234)
Region105192	SETD4 (+134787)
Region105193	SETD4 (+31688)
Region105194	SETD4 (+21300)
Region105195	SETD4 (-165)
Region105196	CBR1 (+178)
Region105197	CBR3 (-29991)
Region105198	CBR3 (-22005)
Region105199	CBR3 (-21558)
Region105200	CBR3 (-20927)
Region105201	CBR3 (-4543)
Region105202	CBR3 (+465)
Region105203	CBR3 (+6781)
Region105204	DOPEY2 (-13982)
Region105205	DOPEY2 (-7901)
Region105206	DOPEY2 (+9456)
Region105207	DOPEY2 (+74188)
Region105208	DOPEY2 (+74778)
Region105209	MORC3 (-61770)
Region105210	MORC3 (-59594)
Region105211	MORC3 (-30970)
Region105212	MORC3 (-22006)
Region105213	MORC3 (+228)
Region105214	CHAF1B (-29881)
Region105215	CHAF1B (-19375)
Region105216	CHAF1B (+167)
Region105217	CHAF1B (+44979)
Region105218	CLDN14 (+20667)
Region105219	CLDN14 (-44570)
Region105220	CLDN14 (-74259)
Region105221	SIM2 (-66118)
Region105222	SIM2 (+49190)
Region105223	SIM2 (+121621)
Region105224	HLCS (+38641)
Region105225	HLCS (+15331)
Region105226	HLCS (-123)
Region105227	HLCS (-14319)
Region105228	RIPPLY3 (-16421)
Region105229	PIGP (+12174)
Region105230	PIGP (+10509)
Region105231	PIGP (-609)
Region105232	DSCR3 (+60770)
Region105233	DSCR3 (+46413)
Region105234	DSCR3 (+40021)
Region105235	DSCR3 (+9171)
Region105236	DSCR3 (-79)
Region105237	DSCR3 (-15248)
Region105238	DYRK1A (-53750)
Region105239	DYRK1A (-28575)
Region105240	DYRK1A (-26590)
Region105241	DYRK1A (+10473)
Region105242	DYRK1A (+15141)
Region105243	DYRK1A (+73088)
Region105244	DYRK1A (+91652)
Region105245	DYRK1A (+126762)
Region105246	DYRK1A (+143753)
Region105247	DYRK1A (+166815)
Region105248	DYRK1A (+237060)
Region105249	DYRK1A (+247723)
Region105250	KCNJ6 (+240876)
Region105251	KCNJ6 (+239621)
Region105252	KCNJ6 (+216947)
Region105253	KCNJ6 (+185600)
Region105254	KCNJ6 (+167140)
Region105255	KCNJ6 (+159663)
Region105256	KCNJ6 (+81515)
Region105257	KCNJ6 (+36832)
Region105258	KCNJ6 (+19619)
Region105259	KCNJ6 (-30630)
Region105260	DSCR4 (+81089)
Region105261	DSCR8 (+5302)
Region105262	DSCR8 (+30842)
Region105263	KCNJ15 (-65274)
Region105264	KCNJ15 (+23014)
Region105265	KCNJ15 (+40644)
Region105266	KCNJ15 (+57798)
Region105267	KCNJ15 (+90324)
Region105268	KCNJ15 (+127435)
Region105269	KCNJ15 (+167844)
Region105270	ERG (+73224)
Region105271	ETS2 (-71306)
Region105272	ETS2 (-53318)
Region105273	ETS2 (-38128)
Region105274	ETS2 (-32550)
Region105275	ETS2 (+543)
Region105276	ETS2 (+185635)
Region105277	PSMG1 (+173120)
Region105278	PSMG1 (+161283)
Region105279	PSMG1 (+125152)
Region105280	PSMG1 (+120855)
Region105281	PSMG1 (+98341)
Region105282	PSMG1 (+50697)
Region105283	PSMG1 (+41969)
Region105284	PSMG1 (+23369)
Region105285	PSMG1 (+12231)
Region105286	PSMG1 (+11107)
Region105287	PSMG1 (+344)
Region105288	BRWD1 (+22466)
Region105289	BRWD1 (+579)
Region105290	HMGN1 (-36)
Region105291	HMGN1 (-13769)
Region105292	WRB (+396)
Region105293	WRB (+5525)
Region105294	WRB (+8355)
Region105295	LCA5L (+120)
Region105296	SH3BGR (+3528)
Region105297	SH3BGR (+36926)
Region105298	SH3BGR (+57713)
Region105299	B3GALT5 (-98207)
Region105300	B3GALT5 (-1305)
Region105301	B3GALT5 (+12300)
Region105302	B3GALT5 (+16126)
Region105303	IGSF5 (-32892)
Region105304	IGSF5 (-16469)
Region105305	IGSF5 (-13138)
Region105306	PCP4 (-60423)
Region105307	PCP4 (-14156)
Region105308	PCP4 (+41229)
Region105309	PCP4 (+70862)
Region105310	PCP4 (+107441)
Region105311	PCP4 (+308922)
Region105312	PCP4 (+400491)
Region105313	PCP4 (+472029)
Region105314	DSCAM (+409051)
Region105315	DSCAM (-143141)
Region105316	BACE2 (-107250)
Region105317	BACE2 (-98334)
Region105318	BACE2 (-73679)
Region105319	BACE2 (-58775)
Region105320	BACE2 (-30519)
Region105321	BACE2 (+160)
Region105322	BACE2 (+11116)
Region105323	BACE2 (+40413)
Region105324	BACE2 (+47378)
Region105325	BACE2 (+71640)
Region105326	FAM3B (-68042)
Region105327	FAM3B (-33466)
Region105328	FAM3B (-12273)
Region105329	FAM3B (-246)
Region105330	MX2 (+395)
Region105331	MX2 (+7575)
Region105332	MX1 (-251)
Region105333	MX1 (+5873)
Region105334	TMPRSS2 (-12609)
Region105335	TMPRSS2 (-73639)
Region105336	TMPRSS2 (-104623)
Region105337	RIPK4 (+107088)
Region105338	RIPK4 (+94647)
Region105339	RIPK4 (+16518)
Region105340	RIPK4 (-4434)
Region105341	RIPK4 (-16305)
Region105342	RIPK4 (-39152)
Region105343	RIPK4 (-49397)
Region105344	PRDM15 (+199)
Region105345	C2CD2 (+29836)
Region105346	C2CD2 (+27693)
Region105347	ZBTB21 (+175)
Region105348	ZBTB21 (-9012)
Region105349	UMODL1 (-8687)
Region105350	UMODL1 (-2907)
Region105351	UMODL1 (+36742)
Region105352	UMODL1 (+46142)
Region105353	ABCG1 (-73398)
Region105354	ABCG1 (-30728)
Region105355	ABCG1 (-25552)
Region105356	ABCG1 (-17715)
Region105357	ABCG1 (+974)
Region105358	ABCG1 (+9129)
Region105359	ABCG1 (+15680)
Region105360	TFF3 (-14792)
Region105361	TFF2 (+12914)
Region105362	TFF1 (-7296)
Region105363	UBASH3A (0)
Region105364	UBASH3A (+11357)
Region105365	UBASH3A (+21521)
Region105366	RSPH1 (+46019)
Region105367	RSPH1 (+35566)
Region105368	RSPH1 (+32041)
Region105369	RSPH1 (+19185)
Region105370	RSPH1 (-68)
Region105371	SLC37A1 (+66)
Region105372	SLC37A1 (+14026)
Region105373	SLC37A1 (+41908)
Region105374	SLC37A1 (+50096)
Region105375	PDE9A (-69593)
Region105376	PDE9A (-52524)
Region105377	PDE9A (-38849)
Region105378	PDE9A (-38342)
Region105379	PDE9A (-20992)
Region105380	PDE9A (+30617)
Region105381	PDE9A (+92601)
Region105382	PDE9A (+93018)
Region105383	WDR4 (+108854)
Region105384	WDR4 (+95507)
Region105385	WDR4 (+59057)
Region105386	WDR4 (+48563)
Region105387	WDR4 (+105)
Region105388	NDUFV3 (+11)
Region105389	NDUFV3 (+30827)
Region105390	PKNOX1 (-10505)
Region105391	PKNOX1 (-134)
Region105392	PKNOX1 (+28894)
Region105393	CBS (+42885)
Region105394	U2AF1 (+51)
Region105395	CRYAA (+8122)
Region105396	CRYAA (+113747)
Region105397	SIK1 (+90273)
Region105398	SIK1 (+64736)
Region105399	SIK1 (+51427)
Region105400	SIK1 (+50793)
Region105401	SIK1 (+43543)
Region105402	SIK1 (+27283)
Region105403	SIK1 (+12117)
Region105404	SIK1 (-25)
Region105405	H2BFS (+39815)
Region105406	HSF2BP (+13588)
Region105407	HSF2BP (+12704)
Region105408	RRP1B (+42)
Region105409	RRP1B (+22361)
Region105410	PDXK (+327)
Region105411	PDXK (+9664)
Region105412	CSTB (+147)
Region105413	RRP1 (+43)
Region105414	RRP1 (+21604)
Region105415	AGPAT3 (-59558)
Region105416	AGPAT3 (-36412)
Region105417	AGPAT3 (-20495)
Region105418	AGPAT3 (-13569)
Region105419	AGPAT3 (-7830)
Region105420	AGPAT3 (-2609)
Region105421	AGPAT3 (+14187)
Region105422	TRAPPC10 (-39141)
Region105423	TRAPPC10 (-36602)
Region105424	TRAPPC10 (+211)
Region105425	TRAPPC10 (+26499)
Region105426	TRAPPC10 (+27323)
Region105427	TRAPPC10 (+31402)
Region105428	TRAPPC10 (+36702)
Region105429	TRAPPC10 (+44258)
Region105430	PWP2 (-41632)
Region105431	PWP2 (-32707)
Region105432	PWP2 (-23389)
Region105433	PWP2 (-17604)
Region105434	PWP2 (+183)
Region105435	C21orf33 (-127)
Region105436	C21orf33 (+26018)
Region105437	ICOSLG (-369)
Region105438	ICOSLG (-3323)
Region105439	DNMT3L (+7868)
Region105440	DNMT3L (-10254)
Region105441	AIRE (-226)
Region105442	PFKL (+79)
Region105443	C21orf2 (+229)
Region105444	TRPM2 (-2853)
Region105445	TRPM2 (+22376)
Region105446	TRPM2 (+47421)
Region105447	LRRC3 (-26923)
Region105448	LRRC3 (+116)
Region105449	LRRC3 (+26279)
Region105450	KRTAP10-1 (+29600)
Region105451	KRTAP10-1 (+18199)
Region105452	KRTAP10-2 (+3660)
Region105453	KRTAP10-2 (+1056)
Region105454	KRTAP10-6 (+175)
Region105455	KRTAP10-7 (+314)
Region105456	KRTAP10-8 (+6998)
Region105457	KRTAP10-9 (-858)
Region105458	KRTAP10-9 (+1942)
Region105459	KRTAP10-10 (+255)
Region105460	KRTAP10-11 (+648)
Region105461	KRTAP12-4 (+296)
Region105462	KRTAP12-3 (-116)
Region105463	KRTAP12-2 (+131)
Region105464	KRTAP10-12 (+365)
Region105465	KRTAP10-12 (+6873)
Region105466	TSPEAR (+502)
Region105467	TSPEAR (-12257)
Region105468	UBE2G2 (+36538)
Region105469	UBE2G2 (+30043)
Region105470	UBE2G2 (+20818)
Region105471	UBE2G2 (+8544)
Region105472	UBE2G2 (+259)
Region105473	SUMO3 (+181)
Region105474	PTTG1IP (+8103)
Region105475	PTTG1IP (-62)
Region105476	PTTG1IP (-867)
Region105477	ITGB2 (+16879)
Region105478	ITGB2 (+8834)
Region105479	ITGB2 (+8180)
Region105480	ITGB2 (+1017)
Region105481	ITGB2 (-3860)
Region105482	FAM207A (-45)
Region105483	FAM207A (+25535)
Region105484	FAM207A (+71858)
Region105485	ADARB1 (-96930)
Region105486	ADARB1 (-96327)
Region105487	ADARB1 (-92486)
Region105488	ADARB1 (-37540)
Region105489	ADARB1 (-19204)
Region105490	ADARB1 (+52981)
Region105491	POFUT2 (+42616)
Region105492	POFUT2 (+41898)
Region105493	POFUT2 (+21333)
Region105494	POFUT2 (-154)
Region105495	POFUT2 (-4592)
Region105496	POFUT2 (-49704)
Region105497	POFUT2 (-65381)
Region105498	COL18A1 (-80557)
Region105499	COL18A1 (-55764)
Region105500	COL18A1 (-52732)
Region105501	COL18A1 (-50693)
Region105502	COL18A1 (-15812)
Region105503	COL18A1 (+27991)
Region105504	SLC19A1 (+41699)
Region105505	SLC19A1 (+28041)
Region105506	SLC19A1 (+18584)
Region105507	SLC19A1 (+193)
Region105508	SLC19A1 (-978)
Region105509	SLC19A1 (-12563)
Region105510	SLC19A1 (-13238)
Region105511	SLC19A1 (-14758)
Region105512	SLC19A1 (-47914)
Region105513	SLC19A1 (-48441)
Region105514	PCBP3 (-28237)
Region105515	PCBP3 (-800)
Region105516	PCBP3 (-71)
Region105517	PCBP3 (+31730)
Region105518	PCBP3 (+61145)
Region105519	PCBP3 (+95375)
Region105520	PCBP3 (+104545)
Region105521	PCBP3 (+124329)
Region105522	PCBP3 (+141741)
Region105523	PCBP3 (+154003)
Region105524	COL6A1 (-161001)
Region105525	COL6A1 (-131377)
Region105526	COL6A1 (-101147)
Region105527	COL6A1 (-95247)
Region105528	COL6A1 (-58470)
Region105529	COL6A1 (-57358)
Region105530	COL6A1 (-11127)
Region105531	COL6A1 (-10266)
Region105532	COL6A1 (-7786)
Region105533	COL6A1 (+406)
Region105534	COL6A1 (+29193)
Region105535	COL6A2 (-19855)
Region105536	COL6A2 (-6967)
Region105537	COL6A2 (+89)
Region105538	COL6A2 (+1408)
Region105539	FTCD (+21016)
Region105540	FTCD (+11594)
Region105541	FTCD (+2392)
Region105542	SPATC1L (+13884)
Region105543	SPATC1L (-236)
Region105544	SPATC1L (-16830)
Region105545	LSS (-195)
Region105546	LSS (-6608)
Region105547	LSS (-25008)
Region105548	MCM3AP (+113)
Region105549	YBEY (+7786)
Region105550	PCNT (-6192)
Region105551	PCNT (+348)
Region105552	PCNT (+55816)
Region105553	PCNT (+66669)
Region105554	DIP2A (-65066)
Region105555	DIP2A (-55160)
Region105556	DIP2A (-34796)
Region105557	DIP2A (-33590)
Region105558	DIP2A (-12447)
Region105559	DIP2A (-290)
Region105560	DIP2A (+40120)
Region105561	DIP2A (+43426)
Region105562	S100B (+54456)
Region105563	S100B (+45634)
Region105564	S100B (-1025)
Region105565	PRMT2 (-13400)
Region105566	PRMT2 (-8921)
Region105567	PRMT2 (-41)
Region105568	PRMT2 (+13604)
Region105569	PRMT2 (+26594)
Region105570	PRMT2 (+32097)
Region105571	NONE
Region105572	NONE
Region105573	NONE
Region105574	NONE
Region105575	NONE
Region105576	NONE
Region105577	OR11H1 (-265531)
Region105578	OR11H1 (-2560)
Region105579	OR11H1 (+3405)
Region105580	OR11H1 (+12013)
Region105581	OR11H1 (+15375)
Region105582	OR11H1 (+25765)
Region105583	OR11H1 (+47015)
Region105584	OR11H1 (+67497)
Region105585	OR11H1 (+75747)
Region105586	OR11H1 (+81621)
Region105587	OR11H1 (+97776)
Region105588	OR11H1 (+107225)
Region105589	OR11H1 (+109904)
Region105590	OR11H1 (+116109)
Region105591	OR11H1 (+134598)
Region105592	OR11H1 (+136620)
Region105593	OR11H1 (+141895)
Region105594	OR11H1 (+161350)
Region105595	OR11H1 (+170801)
Region105596	OR11H1 (+173225)
Region105597	OR11H1 (+177267)
Region105598	OR11H1 (+185722)
Region105599	OR11H1 (+194792)
Region105600	OR11H1 (+196501)
Region105601	OR11H1 (+215955)
Region105602	OR11H1 (+220149)
Region105603	OR11H1 (+220800)
Region105604	OR11H1 (+232251)
Region105605	OR11H1 (+233287)
Region105606	OR11H1 (+248016)
Region105607	OR11H1 (+248990)
Region105608	OR11H1 (+254437)
Region105609	OR11H1 (+256577)
Region105610	OR11H1 (+264727)
Region105611	OR11H1 (+265160)
Region105612	OR11H1 (+272861)
Region105613	OR11H1 (+303457)
Region105614	OR11H1 (+313587)
Region105615	OR11H1 (+314172)
Region105616	OR11H1 (+321592)
Region105617	OR11H1 (+326251)
Region105618	OR11H1 (+334485)
Region105619	OR11H1 (+335692)
Region105620	OR11H1 (+343364)
Region105621	OR11H1 (+376280)
Region105622	OR11H1 (+380733)
Region105623	CCT8L2 (+460903)
Region105624	CCT8L2 (+204950)
Region105625	CCT8L2 (+189475)
Region105626	CCT8L2 (+47373)
Region105627	CCT8L2 (+33426)
Region105628	CCT8L2 (+27320)
Region105629	CCT8L2 (+25889)
Region105630	CCT8L2 (-8655)
Region105631	IL17RA (-129091)
Region105632	IL17RA (-75722)
Region105633	IL17RA (-69283)
Region105634	IL17RA (-66663)
Region105635	IL17RA (-47803)
Region105636	IL17RA (-26717)
Region105637	IL17RA (-9725)
Region105638	IL17RA (-6)
Region105639	IL17RA (+2518)
Region105640	IL17RA (+35681)
Region105641	IL17RA (+36669)
Region105642	HDHD5 (+184)
Region105643	HDHD5 (-12516)
Region105644	ADA2 (+35)
Region105645	ADA2 (-17605)
Region105646	CECR2 (-56159)
Region105647	CECR2 (+10014)
Region105648	SLC25A18 (-82545)
Region105649	SLC25A18 (-20857)
Region105650	SLC25A18 (-15017)
Region105651	SLC25A18 (-2407)
Region105652	ATP6V1E1 (-58)
Region105653	BCL2L13 (+243)
Region105654	BID (+34326)
Region105655	BID (+7469)
Region105656	BID (-6508)
Region105657	BID (-22529)
Region105658	BID (-23072)
Region105659	BID (-56061)
Region105660	BID (-72965)
Region105661	BID (-103163)
Region105662	MICAL3 (+43617)
Region105663	MICAL3 (+33696)
Region105664	MICAL3 (+27840)
Region105665	MICAL3 (+23214)
Region105666	MICAL3 (+11808)
Region105667	MICAL3 (+242)
Region105668	PEX26 (-12145)
Region105669	PEX26 (+40)
Region105670	TUBA8 (-401)
Region105671	USP18 (+159)
Region105672	PRODH (-81924)
Region105673	DGCR2 (+16151)
Region105674	DGCR2 (+12758)
Region105675	DGCR2 (+39)
Region105676	ESS2 (+6)
Region105677	GSC2 (+729)
Region105678	SLC25A1 (+7164)
Region105679	SLC25A1 (+103)
Region105680	CLTCL1 (+1132)
Region105681	CLTCL1 (+310)
Region105682	CLTCL1 (-352)
Region105683	HIRA (+62475)
Region105684	MRPL40 (+160)
Region105685	C22orf39 (+517)
Region105686	C22orf39 (-7405)
Region105687	UFD1 (-278)
Region105688	CDC45 (+18686)
Region105689	CLDN5 (-65035)
Region105690	CLDN5 (-69387)
Region105691	CLDN5 (-70015)
Region105692	CLDN5 (-91881)
Region105693	SEPT5 (-84392)
Region105694	SEPT5 (-33500)
Region105695	SEPT5 (-26139)
Region105696	TBX1 (+9319)
Region105697	RTL10 (+10274)
Region105698	GNB1L (-61)
Region105699	GNB1L (-36941)
Region105700	GNB1L (-42021)
Region105701	COMT (-31604)
Region105702	COMT (-7654)
Region105703	COMT (-37)
Region105704	TXNRD2 (-5819)
Region105705	TXNRD2 (-28674)
Region105706	TXNRD2 (-29690)
Region105707	ARVCF (+29705)
Region105708	ARVCF (-94)
Region105709	TANGO2 (-41)
Region105710	DGCR8 (+67)
Region105711	DGCR8 (+14285)
Region105712	RANBP1 (-15297)
Region105713	TRMT2A (-123)
Region105714	ZDHHC8 (-629)
Region105715	ZDHHC8 (+204)
Region105716	CCDC188 (-6124)
Region105717	CCDC188 (-51756)
Region105718	CCDC188 (-55554)
Region105719	RTN4R (+36508)
Region105720	RTN4R (+29980)
Region105721	RTN4R (+23200)
Region105722	RTN4R (+1464)
Region105723	DGCR6L (+20801)
Region105724	DGCR6L (-128)
Region105725	DGCR6L (-9308)
Region105726	USP41 (+18053)
Region105727	USP41 (+7787)
Region105728	ZNF74 (+47)
Region105729	ZNF74 (+11849)
Region105730	SCARF2 (+19484)
Region105731	SCARF2 (+8359)
Region105732	SCARF2 (+6688)
Region105733	ENSG00000277971 (-9810)
Region105734	ENSG00000277971 (-11209)
Region105735	ENSG00000277971 (-17331)
Region105736	KLHL22 (+53)
Region105737	MED15 (+49)
Region105738	MED15 (+42126)
Region105739	MED15 (+49945)
Region105740	MED15 (+59521)
Region105741	MED15 (+61738)
Region105742	SERPIND1 (-105528)
Region105743	SERPIND1 (-102786)
Region105744	SERPIND1 (-76206)
Region105745	SERPIND1 (-70636)
Region105746	SERPIND1 (-36754)
Region105747	SERPIND1 (-11194)
Region105748	SERPIND1 (+9091)
Region105749	SERPIND1 (+37022)
Region105750	PI4KA (+17680)
Region105751	PI4KA (+11916)
Region105752	PI4KA (+6944)
Region105753	PI4KA (+34)
Region105754	SNAP29 (+16483)
Region105755	SNAP29 (+26736)
Region105756	CRKL (+9)
Region105757	CRKL (+13636)
Region105758	LZTR1 (+249)
Region105759	THAP7 (+59)
Region105760	P2RX6 (-590)
Region105761	SLC7A4 (+6909)
Region105762	SLC7A4 (+204)
Region105763	SLC7A4 (-12977)
Region105764	SLC7A4 (-70399)
Region105765	RIMBP3C (-16455)
Region105766	YDJC (+17971)
Region105767	YDJC (+8954)
Region105768	YDJC (+304)
Region105769	SDF2L1 (+31)
Region105770	SDF2L1 (+9901)
Region105771	PPIL2 (-8376)
Region105772	PPIL2 (+81)
Region105773	PPIL2 (+11158)
Region105774	PPIL2 (+22297)
Region105775	PPIL2 (+22808)
Region105776	PPIL2 (+30440)
Region105777	YPEL1 (+33283)
Region105778	YPEL1 (-115)
Region105779	YPEL1 (-7569)
Region105780	YPEL1 (-27543)
Region105781	YPEL1 (-30932)
Region105782	YPEL1 (-64225)
Region105783	MAPK1 (+30758)
Region105784	MAPK1 (+34)
Region105785	MAPK1 (-34277)
Region105786	PPM1F (+36811)
Region105787	PPM1F (+14629)
Region105788	PPM1F (+275)
Region105789	TOP3B (+9749)
Region105790	TOP3B (+14)
Region105791	TOP3B (-8708)
Region105792	TOP3B (-39935)
Region105793	TOP3B (-86999)
Region105794	TOP3B (-104062)
Region105795	TOP3B (-106535)
Region105796	TOP3B (-116425)
Region105797	VPREB1 (-78801)
Region105798	VPREB1 (-49044)
Region105799	VPREB1 (-36455)
Region105800	VPREB1 (-33764)
Region105801	VPREB1 (-33438)
Region105802	VPREB1 (-29605)
Region105803	VPREB1 (-22395)
Region105804	VPREB1 (-14621)
Region105805	VPREB1 (-12651)
Region105806	VPREB1 (+11850)
Region105807	VPREB1 (+23999)
Region105808	VPREB1 (+44906)
Region105809	VPREB1 (+53586)
Region105810	VPREB1 (+98552)
Region105811	VPREB1 (+113287)
Region105812	ZNF280B (+128535)
Region105813	ZNF280B (+15007)
Region105814	ZNF280B (+617)
Region105815	ZNF280A (-5573)
Region105816	PRAME (+19498)
Region105817	PRAME (+8628)
Region105818	PRAME (-9971)
Region105819	PRAME (-35760)
Region105820	GGTLC2 (+8116)
Region105821	GGTLC2 (+27241)
Region105822	GGTLC2 (+74220)
Region105823	GGTLC2 (+85013)
Region105824	GGTLC2 (+107037)
Region105825	IGLL5 (-119478)
Region105826	IGLL5 (-114687)
Region105827	IGLL5 (-95397)
Region105828	IGLL5 (-77515)
Region105829	IGLL5 (-67045)
Region105830	IGLL5 (-39330)
Region105831	IGLL5 (-38855)
Region105832	IGLL5 (-31304)
Region105833	IGLL5 (+6918)
Region105834	GNAZ (-22236)
Region105835	GNAZ (-16031)
Region105836	GNAZ (-60)
Region105837	RSPH14 (+22423)
Region105838	RSPH14 (+3999)
Region105839	RSPH14 (-6)
Region105840	RAB36 (+88)
Region105841	BCR (+407)
Region105842	BCR (+32117)
Region105843	BCR (+52017)
Region105844	BCR (+63078)
Region105845	BCR (+101697)
Region105846	BCR (+109327)
Region105847	BCR (+158340)
Region105848	BCR (+180498)
Region105849	BCR (+188813)
Region105850	IGLL1 (+194166)
Region105851	IGLL1 (+170086)
Region105852	IGLL1 (+146687)
Region105853	IGLL1 (+123254)
Region105854	IGLL1 (+58301)
Region105855	IGLL1 (+40644)
Region105856	DRICH1 (+4591)
Region105857	RGL4 (+5544)
Region105858	RGL4 (+26412)
Region105859	ZNF70 (+8072)
Region105860	ZNF70 (-116)
Region105861	CHCHD10 (+4448)
Region105862	CHCHD10 (-206)
Region105863	MMP11 (+217)
Region105864	SMARCB1 (+65)
Region105865	SMARCB1 (+5685)
Region105866	SMARCB1 (+14558)
Region105867	DERL3 (-81)
Region105868	SLC2A11 (-7399)
Region105869	SLC2A11 (+721)
Region105870	MIF (-10267)
Region105871	MIF (+639)
Region105872	MIF (+19896)
Region105873	GSTT2B (+7388)
Region105874	DDTL (-5)
Region105875	DDT (+94)
Region105876	DDT (-14754)
Region105877	CABIN1 (-7602)
Region105878	CABIN1 (-6865)
Region105879	CABIN1 (-72)
Region105880	CABIN1 (+41700)
Region105881	CABIN1 (+43714)
Region105882	SUSD2 (-47090)
Region105883	SUSD2 (-24663)
Region105884	GGT5 (+13492)
Region105885	SPECC1L (+132)
Region105886	SPECC1L (+46436)
Region105887	ADORA2A (-4470)
Region105888	ADORA2A (+2528)
Region105889	ADORA2A (+28498)
Region105890	SNRPD3 (-29937)
Region105891	SNRPD3 (-6228)
Region105892	SNRPD3 (-121)
Region105893	GGT1 (+31028)
Region105894	PIWIL3 (+79317)
Region105895	PIWIL3 (+77575)
Region105896	PIWIL3 (+13387)
Region105897	PIWIL3 (+5550)
Region105898	SGSM1 (-83)
Region105899	SGSM1 (+649)
Region105900	SGSM1 (+27743)
Region105901	TMEM211 (+8673)
Region105902	TMEM211 (-5924)
Region105903	TMEM211 (-21629)
Region105904	TMEM211 (-29795)
Region105905	TMEM211 (-85752)
Region105906	TMEM211 (-115940)
Region105907	TMEM211 (-121564)
Region105908	CRYBB3 (-123713)
Region105909	CRYBB3 (-88560)
Region105910	CRYBB3 (-37868)
Region105911	CRYBB3 (-21390)
Region105912	CRYBB3 (-15131)
Region105913	CRYBB2 (-3520)
Region105914	CRYBB2 (+26132)
Region105915	CRYBB2 (+44179)
Region105916	CRYBB2 (+58048)
Region105917	CRYBB2 (+63649)
Region105918	GRK3 (-159545)
Region105919	GRK3 (-144258)
Region105920	GRK3 (-116777)
Region105921	GRK3 (-114063)
Region105922	GRK3 (-102193)
Region105923	GRK3 (-75721)
Region105924	GRK3 (-30140)
Region105925	GRK3 (-6221)
Region105926	GRK3 (-250)
Region105927	GRK3 (+422)
Region105928	MYO18B (+15239)
Region105929	MYO18B (+103941)
Region105930	MYO18B (+164019)
Region105931	SEZ6L (-123770)
Region105932	SEZ6L (+235)
Region105933	SEZ6L (+10011)
Region105934	SEZ6L (+44045)
Region105935	ASPHD2 (-69013)
Region105936	ASPHD2 (-221)
Region105937	HPS4 (+20225)
Region105938	HPS4 (+13550)
Region105939	SRRD (-16)
Region105940	SRRD (+7521)
Region105941	TFIP11 (+13417)
Region105942	TFIP11 (+9385)
Region105943	TFIP11 (+8671)
Region105944	TFIP11 (+74)
Region105945	TPST2 (+10595)
Region105946	TPST2 (+119)
Region105947	TPST2 (-2352)
Region105948	CRYBA4 (+21211)
Region105949	CRYBA4 (+26304)
Region105950	CRYBA4 (+35564)
Region105951	CRYBA4 (+36694)
Region105952	CRYBA4 (+43559)
Region105953	CRYBA4 (+49691)
Region105954	CRYBA4 (+50736)
Region105955	CRYBA4 (+93352)
Region105956	MN1 (+559455)
Region105957	MN1 (+421490)
Region105958	MN1 (+380522)
Region105959	MN1 (+301623)
Region105960	MN1 (+193609)
Region105961	MN1 (+174144)
Region105962	MN1 (+146680)
Region105963	MN1 (+120410)
Region105964	MN1 (+71904)
Region105965	MN1 (+26828)
Region105966	MN1 (-231)
Region105967	MN1 (-17801)
Region105968	PITPNB (-219)
Region105969	PITPNB (-68497)
Region105970	PITPNB (-252856)
Region105971	TTC28 (+237267)
Region105972	TTC28 (-27477)
Region105973	HSCB (+97)
Region105974	CCDC117 (+279)
Region105975	XBP1 (+144)
Region105976	XBP1 (-11113)
Region105977	XBP1 (-22723)
Region105978	XBP1 (-29134)
Region105979	XBP1 (-35106)
Region105980	ZNRF3 (-59)
Region105981	ZNRF3 (+72338)
Region105982	KREMEN1 (-46381)
Region105983	KREMEN1 (-38980)
