"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"28770","chr7",19106276,19106676,401,"*",3.61006444411407,3.47832319350368,3.75943897811886,-0.0671968637006617,0.881457264894408,0.999820495462944,9.34,12.77,7.71,14.06,11.84,15.12,8.44,19.68,10.93,"TWIST1","Not Significant",0.0547987384644231,0.0547987384644231,"Not Capped"
"28774","chr6",90296634,90297034,401,"*",6.37439405840183,6.26237959584858,6.50319034796805,-0.0274706068484192,0.881551243173668,0.999820495462944,64.32,87.98,53.1,96.86,81.58,101.25,56.53,131.83,73.23,"BACH2","Not Significant",0.0547524377824315,0.0547524377824315,"Not Capped"
"28776","chr18",74597879,74598279,401,"*",6.16183673323945,6.04965455532072,6.2908104171061,-0.0278101259234324,0.881587864698564,0.999820495462944,55.5,75.92,45.82,83.58,70.39,87.39,48.79,113.78,63.2,"ZNF407","Not Significant",0.0547343966351251,0.0547343966351251,"Not Capped"
"28777","chr19",24033223,24033623,401,"*",5.60918063775074,5.49558280108652,5.73964998975118,-0.0306839417737251,0.881590409956596,0.999820495462944,37.8,51.71,31.21,56.92,47.94,59.64,33.3,77.65,43.13,"ZNF254","Not Significant",0.0547331427726721,0.0547331427726721,"Not Capped"
"28779","chr19",6424845,6425245,401,"*",7.57434601631218,7.49095182720681,7.67223571992508,0.0319870603780531,0.881614253995592,0.999820495462944,150.71,206.16,124.43,226.97,191.16,227.68,127.11,296.44,164.66,"KHSRP","Not Significant",0.054721396734592,0.054721396734592,"Not Capped"
"28781","chr19",55632395,55632795,401,"*",4.99360734276163,4.87703989329949,5.12720436209391,-0.0366217443171643,0.881698164266526,0.999820495462944,24.62,33.68,20.33,37.08,31.23,39.01,21.78,50.79,28.21,"ZNF580","Not Significant",0.0546800634265614,0.0546800634265614,"Not Capped"
"28801","chr7",149261831,149262231,401,"*",6.32173034309645,6.23621139652612,6.42195875287592,0.0275258901518643,0.882161807362313,0.999820495462944,63.16,86.4,52.15,95.12,80.11,95.71,53.43,124.61,69.22,"ZNF783","Not Significant",0.0544517486556055,0.0544517486556055,"Not Capped"
"28803","chr20",59207818,59208218,401,"*",4.51441338497358,4.39432940281181,4.65169706751186,-0.0437339933936632,0.882234109294208,0.999820495462944,17.62,24.1,14.55,26.53,22.35,28.06,15.66,36.53,20.29,"ZNF831","Not Significant",0.0544161553629955,0.0544161553629955,"Not Capped"
"28806","chr12",56360089,56360489,401,"*",6.95004937037082,6.83757136661846,7.07933584891559,-0.0284442948913936,0.882330409034259,0.999820495462944,95.82,131.07,79.11,144.3,121.54,150.96,84.28,196.54,109.17,"STAT2","Not Significant",0.0543687527938972,0.0543687527938972,"Not Capped"
"28809","chr8",26086916,26087316,401,"*",3.35703844944722,3.22136579358857,3.51044604420406,-0.0756932119544422,0.882448590072109,0.999820495462944,7.81,10.69,6.45,11.77,9.91,12.72,7.1,16.56,9.2,"EBF2","Not Significant",0.0543105864481886,0.0543105864481886,"Not Capped"
"28837","chr4",54155834,54156234,401,"*",2.75428107713912,2.60542706828911,2.92105010519087,-0.100184561483404,0.883220966382752,0.999820495462944,5.1,6.97,4.21,7.68,6.47,8.45,4.72,11.01,6.11,"GSX2","Not Significant",0.0539306299723752,0.0539306299723752,"Not Capped"
"28841","chr6",34196312,34196712,401,"*",5.46795755586532,5.3841914007519,5.56625720267941,0.0311015395584708,0.883331736825441,0.999820495462944,34.99,47.86,28.89,52.69,44.38,52.89,29.53,68.86,38.25,"HMGA1","Not Significant",0.0538761657132633,0.0538761657132633,"Not Capped"
"28844","chr11",128738915,128739315,401,"*",4.15757773357826,4.08310040644234,4.24557322188071,0.0504826890782509,0.883437738034348,0.999820495462944,14.2,19.42,11.72,21.38,18.01,21.17,11.82,27.57,15.31,"FLI1","Not Significant",0.0538240528136309,0.0538240528136309,"Not Capped"
"28850","chr8",23682699,23683099,401,"*",5.17495397883657,5.09230239941288,5.27202458836517,0.0334401030154574,0.883589140523524,0.999820495462944,28.58,39.1,23.6,43.04,36.25,43.13,24.08,56.16,31.19,"NKX3-1","Not Significant",0.0537496303285465,0.0537496303285465,"Not Capped"
"28879","chr17",55238337,55238737,401,"*",4.86007907920107,4.77935646500887,4.95501790157974,0.0374236079252193,0.884452057926256,0.999820495462944,23.01,31.47,19,34.65,29.18,34.62,19.33,45.08,25.04,"HLF","Not Significant",0.0533257032204791,0.0533257032204791,"Not Capped"
"28925","chr11",9506592,9506992,401,"*",4.12920832468014,4.00643608334092,4.26929794991616,-0.0495617598969837,0.885856997660817,0.999820495462944,13.47,18.42,11.12,20.28,17.08,21.53,12.02,28.02,15.57,"ZNF143","Not Significant",0.0526363798503054,0.0526363798503054,"Not Capped"
"28930","chr17",2401347,2401747,401,"*",6.89064727735165,6.77864291055548,7.01943288717559,-0.0274662320132135,0.88596000923186,0.999820495462944,91.99,125.83,75.95,138.53,116.67,144.82,80.85,188.55,104.73,"MNT","Not Significant",0.0525858810044851,0.0525858810044851,"Not Capped"
"28960","chr4",80197190,80197590,401,"*",4.28433666447415,4.20822387383352,4.37415655633997,0.0466899023133269,0.886627382376823,0.999820495462944,15.49,21.18,12.79,23.32,19.64,23.15,12.92,30.14,16.74,"PRDM8","Not Significant",0.0522588601881407,0.0522588601881407,"Not Capped"
"28968","chr14",58299053,58299453,401,"*",5.13208719380049,5.04945197864813,5.22913974364721,0.0336549647923801,0.886834407585421,0.999820495462944,27.75,37.95,22.91,41.78,35.19,41.87,23.37,54.51,30.28,"ARID4A","Not Significant",0.0521574653832161,0.0521574653832161,"Not Capped"
"28975","chr19",52690351,52690751,401,"*",5.41511989017415,5.33107933006889,5.51372181597186,0.0305539145971907,0.886928580236859,0.999820495462944,33.73,46.13,27.85,50.79,42.78,51,28.47,66.4,36.88,"ZNF83","Not Significant",0.0521113502447394,0.0521113502447394,"Not Capped"
"28977","chr5",3752183,3752583,401,"*",3.31222656792815,3.2499384872633,3.38648544642067,0.0763473311111094,0.886935043156651,0.999820495462944,7.97,10.9,6.58,12,10.11,11.67,6.52,15.2,8.44,"IRX1","Not Significant",0.0521081856154346,0.0521081856154346,"Not Capped"
"28986","chr13",41004944,41005344,401,"*",3.72559067895376,3.65493569766845,3.80930511575345,0.058408178441062,0.887519680168379,0.999820495462944,10.55,14.44,8.71,15.89,13.39,15.65,8.74,20.37,11.32,"ELF1","Not Significant",0.0518220079700319,0.0518220079700319,"Not Capped"
"29014","chr17",49952380,49952780,401,"*",4.54374723314621,4.42563922171756,4.67896161307775,-0.0398121944205509,0.888386955026336,0.999820495462944,18.01,24.63,14.87,27.12,22.84,28.59,15.96,37.23,20.68,"DLX4","Not Significant",0.0513978272078426,0.0513978272078426,"Not Capped"
"29044","chr1",41919973,41920373,401,"*",5.19234545427296,5.1088433729863,5.29035408858085,0.0316670764670611,0.889103170761525,0.999820495462944,28.91,39.55,23.87,43.54,36.67,43.68,24.39,56.87,31.59,"HIVEP3","Not Significant",0.0510478409502922,0.0510478409502922,"Not Capped"
"29093","chr6",142947287,142947687,401,"*",5.79615418989736,5.71051784631555,5.89651160702289,0.0272727589270435,0.890280430196569,0.999820495462944,43.87,60.01,36.22,66.07,55.65,66.49,37.12,86.57,48.09,"HIVEP2","Not Significant",0.0504731730138977,0.0504731730138977,"Not Capped"
"29138","chr10",102394265,102394665,401,"*",7.3073358457787,7.1951828005523,7.43627871873645,-0.0277783293289201,0.891483871240869,0.999820495462944,122.78,167.95,101.37,184.9,155.73,193.33,107.93,251.71,139.82,"NFKB2","Not Significant",0.0498865096893605,0.0498865096893605,"Not Capped"
"29145","chr22",31345818,31346218,401,"*",6.45053069946285,6.36395532809201,6.551919219993,0.0253029200100673,0.891717814048292,0.999820495462944,69.01,94.39,56.97,103.92,87.53,104.73,58.47,136.36,75.74,"PATZ1","Not Significant",0.0497725572724624,0.0497725572724624,"Not Capped"
"29175","chr3",71069850,71070250,401,"*",4.20601222313785,4.08532066247664,4.34393101717991,-0.0451852323535068,0.892573856931418,0.999820495462944,14.22,19.45,11.74,21.42,18.04,22.67,12.66,29.51,16.39,"FOXP1","Not Significant",0.0493558375903776,0.0493558375903776,"Not Capped"
"29185","chr19",42176979,42177379,401,"*",5.35138925182616,5.23847906044901,5.48113247156382,-0.0292527962822525,0.892717078356644,0.999820495462944,31.63,43.27,26.11,47.63,40.12,49.86,27.84,64.91,36.06,"POU2F2","Not Significant",0.0492861567629336,0.0492861567629336,"Not Capped"
"29186","chr6",32128137,32128537,401,"*",6.618889410225,6.53236245491618,6.72022480171253,0.0253823379511162,0.892725029479255,0.999820495462944,77.55,106.08,64.03,116.79,98.36,117.69,65.71,153.23,85.11,"ATF6B","Not Significant",0.0492822886692447,0.0492822886692447,"Not Capped"
"29206","chr14",100214395,100214795,401,"*",6.16780371654201,6.08119854684651,6.26922493420598,0.0252606200940056,0.893314951982596,0.999820495462944,56.72,77.59,46.83,85.43,71.95,86.1,48.07,112.09,62.26,"YY1","Not Significant",0.0489953968863868,0.0489953968863868,"Not Capped"
"29240","chr7",44885437,44885837,401,"*",6.82888242138337,6.71784505964054,6.95664437676815,-0.0254837169495873,0.894066850965577,0.999820495462944,88.19,120.64,72.81,132.81,111.86,138.65,77.41,180.52,100.27,"PURB","Not Significant",0.0486300070206279,0.0486300070206279,"Not Capped"
"29261","chr18",48975875,48976275,401,"*",4.79104071734969,4.70880121892519,4.88765642123199,0.0342574652313912,0.894520377287209,0.999820495462944,21.91,29.97,18.09,33,27.79,33.04,18.45,43.02,23.9,"SMAD7","Not Significant",0.0484097617007543,0.0484097617007543,"Not Capped"
"29273","chr6",105981427,105981827,401,"*",3.93577439396867,3.81276103285923,4.07611517281935,-0.0496087723960915,0.894766252692399,0.999820495462944,11.77,16.1,9.72,17.73,14.93,18.83,10.51,24.51,13.62,"PRDM1","Not Significant",0.0482904042645644,0.0482904042645644,"Not Capped"
"29278","chr4",26204056,26204456,401,"*",3.43503449372803,3.30487016104667,3.5827850629755,-0.0638394992844076,0.894840870282928,0.999820495462944,8.28,11.33,6.84,12.47,10.5,13.37,7.47,17.41,9.67,"RBPJ","Not Significant",0.0482541884857796,0.0482541884857796,"Not Capped"
"29304","chr3",39153208,39153608,401,"*",5.44807762249997,5.33569293612214,5.57726544514577,-0.028102161697439,0.895711132856591,0.999820495462944,33.83,46.28,27.93,50.95,42.91,53.29,29.75,69.39,38.54,"CSRNP1","Not Significant",0.0478320278753686,0.0478320278753686,"Not Capped"
"29308","chr19",32345496,32345896,401,"*",5.6586181651334,5.57276614639377,5.75921252985662,0.0267528029167509,0.895791103290874,0.999820495462944,39.88,54.55,32.92,60.05,50.58,60.46,33.75,78.71,43.72,"ZNF507","Not Significant",0.0477932551430249,0.0477932551430249,"Not Capped"
"29319","chr18",35290096,35290496,401,"*",5.83484960497087,5.72371382932015,5.96271580415461,-0.0256904758423175,0.896069266159682,0.999820495462944,44.28,60.56,36.56,66.68,56.16,69.62,38.87,90.64,50.35,"ZSCAN30","Not Significant",0.0476584180742177,0.0476584180742177,"Not Capped"
"29324","chr8",75827012,75827412,401,"*",3.3725825439652,3.3047504795869,3.45311980407082,0.0645637997997457,0.896214456391657,0.999820495462944,8.28,11.32,6.84,12.47,10.5,12.23,6.83,15.92,8.84,"HNF4G","Not Significant",0.0475880549772177,0.0475880549772177,"Not Capped"
"29327","chr13",40666475,40666875,401,"*",6.26626799959899,6.17922537269312,6.36816906775084,0.0243244959260285,0.896409329498692,0.999820495462944,60.71,83.05,50.13,91.43,77.01,92.21,51.48,120.05,66.68,"FOXO1","Not Significant",0.0474936321361772,0.0474936321361772,"Not Capped"
"29331","chr16",72787898,72788298,401,"*",3.79722234188223,3.67304385195696,3.93877552820666,-0.0518678060359156,0.896477066627112,0.999820495462944,10.69,14.62,8.82,16.09,13.55,17.12,9.56,22.29,12.38,"ZFHX3","Not Significant",0.0474608159341352,0.0474608159341352,"Not Capped"
"29338","chr19",19598158,19598558,401,"*",5.14942284398188,5.03611882443848,5.27958202120674,-0.0300324106926825,0.89688148436298,0.999820495462944,27.49,37.6,22.7,41.4,34.87,43.36,24.21,56.45,31.36,"PBX4","Not Significant",0.0472649416691129,0.0472649416691129,"Not Capped"
"29352","chr20",64131437,64131837,401,"*",3.43475481714899,3.36611276823921,3.51620506255809,0.062680913432722,0.897366777228357,0.999820495462944,8.64,11.82,7.13,13.01,10.96,12.77,7.13,16.63,9.24,"MYT1","Not Significant",0.047030013177676,0.047030013177676,"Not Capped"
"29353","chr5",178730547,178730947,401,"*",6.35516304152297,6.24481131624892,6.48219833777485,-0.0240260831863993,0.897367963883143,0.999820495462944,63.54,86.91,52.46,95.68,80.59,99.79,55.71,129.92,72.17,"ZNF354A","Not Significant",0.0470294388781835,0.0470294388781835,"Not Capped"
"29395","chr7",127414061,127414461,401,"*",4.08886818119099,3.96813214597264,4.2268334437148,-0.045436638561753,0.898346418123853,0.999820495462944,13.11,17.94,10.83,19.75,16.63,20.9,11.67,27.21,15.12,"ZNF800","Not Significant",0.0465561594704477,0.0465561594704477,"Not Capped"
"29423","chr9",96777902,96778302,401,"*",5.29152780066898,5.17923404810396,5.42061947470668,-0.0280020220892649,0.899439023593856,0.999820495462944,30.36,41.52,25.06,45.72,38.5,47.81,26.69,62.25,34.58,"ZNF510","Not Significant",0.0460282738018569,0.0460282738018569,"Not Capped"
"29427","chr6",105993279,105993679,401,"*",3.86366368633318,3.7412303785348,4.00340012886381,-0.048331633039051,0.899682855491726,0.999820495462944,11.2,15.33,9.25,16.87,14.21,17.9,9.99,23.31,12.95,"PRDM1","Not Significant",0.0459105554308714,0.0459105554308714,"Not Capped"
"29428","chr13",44577189,44577589,401,"*",6.51319316853639,6.42566721001932,6.61562405260237,0.0233017705156465,0.899710778122369,0.999820495462944,72.02,98.52,59.46,108.46,91.35,109.46,61.11,142.51,79.16,"TSC22D1","Not Significant",0.0458970768409922,0.0458970768409922,"Not Capped"
"29447","chr13",73984934,73985334,401,"*",5.69972137547148,5.61323756035662,5.80100942420433,0.0253991485814037,0.900300935659203,0.999820495462944,41.01,56.1,33.86,61.76,52.02,62.24,34.75,81.03,45.01,"KLF12","Not Significant",0.0456122985043601,0.0456122985043601,"Not Capped"
"29473","chr15",90320048,90320448,401,"*",4.39127155080242,4.31080300265335,4.48592914564303,0.0378712800638614,0.900896805834441,0.999820495462944,16.63,22.74,13.73,25.04,21.09,25.01,13.96,32.57,18.09,"ZNF774","Not Significant",0.0453249528870349,0.0453249528870349,"Not Capped"
"29520","chr6",106056377,106056777,401,"*",3.57104911288954,3.44529290689636,3.71424085622717,-0.055038667845581,0.90268366471544,0.999820495462944,9.13,12.48,7.53,13.74,11.58,14.65,8.18,19.07,10.6,"PRDM1","Not Significant",0.0444644166165117,0.0444644166165117,"Not Capped"
"29570","chr4",108152260,108152660,401,"*",3.44731591245498,3.32046763412597,3.59163970486807,-0.0567060168865141,0.903753117524946,0.999820495462944,8.37,11.45,6.91,12.6,10.62,13.46,7.51,17.52,9.73,"LEF1","Not Significant",0.0439501915822856,0.0439501915822856,"Not Capped"
"29583","chr20",43914724,43915124,401,"*",4.56319494301036,4.48084252429258,4.65993532938266,0.0340326178935677,0.904240121581504,0.999820495462944,18.71,25.59,15.45,28.17,23.73,28.22,15.75,36.74,20.41,"TOX2","Not Significant",0.0437162270132066,0.0437162270132066,"Not Capped"
"29585","chr20",43657363,43657763,401,"*",5.84967890234991,5.76221941866681,5.95203694044487,0.0234153028209402,0.904309159222919,0.999820495462944,45.47,62.2,37.54,68.48,57.68,69.1,38.58,89.97,49.98,"MYBL2","Not Significant",0.0436830704196395,0.0436830704196395,"Not Capped"
"29587","chr19",36916120,36916520,401,"*",6.06666358195573,5.956758536346,6.19322509013429,-0.0231577734638791,0.904415795484646,0.999820495462944,52.04,71.18,42.96,78.37,66,81.68,45.6,106.34,59.07,"ZNF829","Not Significant",0.0436318613732094,0.0436318613732094,"Not Capped"
"29588","chr10",38010778,38011178,401,"*",6.8175690402594,6.70786123382324,6.9439212428358,-0.0227399998169203,0.904425201915741,0.999820495462944,87.58,119.8,72.31,131.9,111.09,137.43,76.73,178.93,99.39,"ZNF33A","Not Significant",0.0436273444907138,0.0436273444907138,"Not Capped"
"29595","chr11",114059520,114059920,401,"*",4.79314130872934,4.70959124608956,4.891202827385,0.0314231269419444,0.904579651162219,0.999820495462944,21.92,29.99,18.1,33.01,27.81,33.13,18.49,43.13,23.96,"ZBTB16","Not Significant",0.0435531860875142,0.0435531860875142,"Not Capped"
"29617","chr7",102272232,102272632,401,"*",4.39296535985791,4.27665549879114,4.52629160402818,-0.0361743917242371,0.905369136645253,0.999820495462944,16.24,22.21,13.41,24.45,20.6,25.72,14.36,33.49,18.6,"CUX1","Not Significant",0.0431743143615525,0.0431743143615525,"Not Capped"
"29647","chr10",8043315,8043715,401,"*",4.12997350945579,4.05066986766639,4.22334032371797,0.040594849929582,0.906366082721089,0.999820495462944,13.88,18.99,11.46,20.91,17.61,20.85,11.64,27.15,15.08,"GATA3","Not Significant",0.0426963546480541,0.0426963546480541,"Not Capped"
"29674","chr19",2853346,2853746,401,"*",2.41806489416388,2.36503438540361,2.48172413663576,0.0956602553257071,0.906919210975755,0.999820495462944,4.32,5.9,3.56,6.5,5.47,6.23,3.48,8.12,4.51,"ZNF555","Not Significant",0.0424313984858089,0.0424313984858089,"Not Capped"
"29678","chr6",125732608,125733008,401,"*",3.19931736526534,3.06796401730675,3.34829275771965,-0.0665276193630798,0.907027709363357,0.999820495462944,7.03,9.61,5.8,10.58,8.91,11.37,6.35,14.8,8.22,"HEY2","Not Significant",0.0423794452003417,0.0423794452003417,"Not Capped"
"29683","chr9",124617520,124617920,401,"*",3.82793003949807,3.70653218135793,3.96658645044933,-0.0463527998838093,0.90715492770936,0.999820495462944,10.94,14.96,9.03,16.47,13.87,17.45,9.74,22.72,12.62,"NR6A1","Not Significant",0.0423185359791558,0.0423185359791558,"Not Capped"
"29697","chr2",113324994,113325394,401,"*",3.70084937115164,3.57820453987264,3.84080624973311,-0.0488399381122224,0.907704920227432,0.999820495462944,10.01,13.69,8.26,15.07,12.69,15.99,8.93,20.82,11.57,"PAX8","Not Significant",0.0420553104487982,0.0420553104487982,"Not Capped"
"29719","chr17",40598953,40599353,401,"*",4.79636248688529,4.68306173982607,4.92651820870595,-0.0300860280097339,0.908290434693142,0.999820495462944,21.52,29.44,17.77,32.41,27.3,33.95,18.95,44.2,24.55,"SMARCE1","Not Significant",0.0417752593906778,0.0417752593906778,"Not Capped"
"29725","chr10",3668650,3669050,401,"*",5.14381200179794,5.03210793187418,5.27227987385435,-0.0268233954346164,0.90843086180081,0.999820495462944,27.41,37.5,22.63,41.28,34.77,43.14,24.08,56.17,31.2,"KLF6","Not Significant",0.0417081200686376,0.0417081200686376,"Not Capped"
"29746","chr9",22447251,22447651,401,"*",4.09972085422302,4.01987118514748,4.19369297044399,0.0392407988653875,0.909105911211009,0.999820495462944,13.59,18.59,11.22,20.47,17.24,20.43,11.4,26.59,14.77,"DMRTA1","Not Significant",0.0413855183455856,0.0413855183455856,"Not Capped"
"29754","chr22",39513589,39513989,401,"*",3.69949163102313,3.6235630421815,3.78910625936244,0.0472857675132289,0.909390831165552,0.999820495462944,10.33,14.13,8.53,15.55,13.1,15.43,8.61,20.09,11.16,"ATF4","Not Significant",0.041249428835859,0.041249428835859,"Not Capped"
"29763","chr9",70419412,70419812,401,"*",6.32523964775708,6.23672780658201,6.42875007906686,0.0212417472714308,0.909659115053226,0.999820495462944,63.18,86.43,52.17,95.15,80.14,96.16,53.69,125.2,69.54,"KLF9","Not Significant",0.0411213243678234,0.0411213243678234,"Not Capped"
"29764","chr14",100238543,100238943,401,"*",6.96336216528353,6.85406811805607,7.08927510454504,-0.0218907383747755,0.909774095318795,0.999820495462944,96.92,132.58,80.02,145.96,122.94,152,84.86,197.9,109.93,"YY1","Not Significant",0.0410664333230231,0.0410664333230231,"Not Capped"
"29766","chr19",52601033,52601433,401,"*",5.54927181922151,5.4618495330216,5.65158909165103,0.0235180232374789,0.909838852649071,0.999820495462944,36.93,50.51,30.49,55.61,46.84,56.11,31.33,73.06,40.58,"ZNF83","Not Significant",0.0410355215280232,0.0410355215280232,"Not Capped"
"29769","chr13",30464564,30464964,401,"*",5.90626469046156,5.8179447030802,6.00956516184129,0.021639470645652,0.910114705274901,0.999820495462944,47.26,64.65,39.02,71.18,59.95,71.92,40.15,93.63,52.01,"HMGB1","Not Significant",0.0409038684167532,0.0409038684167532,"Not Capped"
"29801","chr19",4139920,4140320,401,"*",4.23712296908285,4.12061190671777,4.37066072316139,-0.0365660434192328,0.91064748094704,0.999820495462944,14.57,19.94,12.03,21.95,18.49,23.09,12.89,30.06,16.7,"CREB3L3","Not Significant",0.0406497094245936,0.0406497094245936,"Not Capped"
"29805","chr1",26744042,26744442,401,"*",5.23563136780995,5.14899800675994,5.33708351800616,0.0251097149459897,0.910783120791581,0.999820495462944,29.73,40.66,24.54,44.77,37.71,45.12,25.19,58.75,32.63,"ARID1A","Not Significant",0.040585026602132,0.040585026602132,"Not Capped"
"29812","chr3",23945821,23946221,401,"*",6.95284619327659,6.84368294288404,7.07862021934792,-0.0216187938556388,0.910922153582402,0.999820495462944,96.23,131.63,79.45,144.92,122.05,150.88,84.24,196.44,109.12,"NR1D2","Not Significant",0.0405187357758126,0.0405187357758126,"Not Capped"
"29828","chr14",23551584,23551984,401,"*",5.13454416159554,5.02334475096037,5.26247775760922,-0.02574640192746,0.911392283812625,0.999820495462944,27.25,37.27,22.5,41.03,34.56,42.85,23.92,55.79,30.99,"ZFHX2","Not Significant",0.040294652637248,0.040294652637248,"Not Capped"
"29831","chr8",76841657,76842057,401,"*",2.78495749943099,2.72323611460126,2.85857170767017,0.0761074172504164,0.911459105108019,0.999820495462944,5.53,7.57,4.57,8.33,7.02,8.1,4.52,10.54,5.86,"ZFHX4","Not Significant",0.0402628122798246,0.0402628122798246,"Not Capped"
"29855","chr17",2392660,2393060,401,"*",6.79737222439563,6.68860512747332,6.92272535593067,-0.0208041578840274,0.912248165862815,0.999820495462944,86.42,118.22,71.35,130.15,109.61,135.43,75.61,176.32,97.94,"MNT","Not Significant",0.0398870011411264,0.0398870011411264,"Not Capped"
"29877","chr2",24490871,24491271,401,"*",6.10810719256683,6.01932114883749,6.21191760271713,0.020668117933648,0.912831155814839,0.999820495462944,54.34,74.34,44.87,81.84,68.93,82.74,46.19,107.73,59.84,"NCOA1","Not Significant",0.0396095454439704,0.0396095454439704,"Not Capped"
"29883","chr10",62911056,62911456,401,"*",3.63303976823369,3.5111559117628,3.77220329969509,-0.0472418392622828,0.912989421997953,0.999820495462944,9.55,13.07,7.89,14.39,12.12,15.25,8.51,19.86,11.03,"EGR2","Not Significant",0.0395342542231291,0.0395342542231291,"Not Capped"
"29900","chr1",41360977,41361377,401,"*",6.20877714381379,6.10025384805324,6.33387112948985,-0.0202783953711364,0.913406043628346,0.999820495462944,57.48,78.63,47.46,86.56,72.91,90.04,50.27,117.23,65.12,"FOXO6","Not Significant",0.0393361191733385,0.0393361191733385,"Not Capped"
"29909","chrX",130120695,130121095,401,"*",4.61699918202998,4.53274996851485,4.71583087535141,0.0301139619293231,0.913747382014931,0.999820495462944,19.39,26.53,16.01,29.21,24.6,29.33,16.38,38.19,21.21,"ELF4","Not Significant",0.0391738543329593,0.0391738543329593,"Not Capped"
"29944","chr7",99472615,99473015,401,"*",6.57668762650032,6.48755578277087,6.68087617326277,0.0199562115909841,0.914702405547203,0.999820495462944,75.18,102.84,62.07,113.22,95.36,114.53,63.94,149.11,82.82,"ZNF789","Not Significant",0.0387201787760015,0.0387201787760015,"Not Capped"
"29955","chr19",19618595,19618995,401,"*",6.72038612586097,6.63126015741619,6.82456824951071,0.0199618391872327,0.915143846673396,0.999820495462944,83.05,113.61,68.57,125.08,105.34,126.52,70.63,164.72,91.5,"PBX4","Not Significant",0.0385106360904592,0.0385106360904592,"Not Capped"
"29961","chr2",213010239,213010639,401,"*",3.47582311232408,3.35225804980748,3.6167382286082,-0.0505200122879132,0.915309218675632,0.999820495462944,8.56,11.7,7.06,12.89,10.85,13.69,7.64,17.83,9.9,"IKZF2","Not Significant",0.038432163553154,0.038432163553154,"Not Capped"
"29971","chr19",57320289,57320689,401,"*",5.11133146531357,5.00056465288924,5.23880676896849,-0.0248090353665528,0.915686779617655,0.999820495462944,26.82,36.69,22.14,40.39,34.02,42.15,23.53,54.88,30.48,"ZNF543","Not Significant",0.0382530559677967,0.0382530559677967,"Not Capped"
"29991","chr8",127735199,127735599,401,"*",6.26193689452629,6.17281219562802,6.36611763024627,0.0199634977769506,0.916219538494553,0.999820495462944,60.44,82.68,49.9,91.03,76.67,92.08,51.41,119.88,66.59,"MYC","Not Significant",0.0380004510778444,0.0380004510778444,"Not Capped"
"30000","chr11",122984425,122984825,401,"*",3.84212960653813,3.7232307872667,3.97817284337123,-0.0411982018425203,0.916503786449993,0.999820495462944,11.07,15.14,9.14,16.66,14.03,17.59,9.82,22.9,12.72,"BSX","Not Significant",0.0378657364508741,0.0378657364508741,"Not Capped"
"30010","chr10",79195293,79195693,401,"*",4.77470416427811,4.66275223253928,4.90343430348511,-0.0272924643617557,0.91700661321098,0.999820495462944,21.22,29.03,17.52,31.96,26.92,33.41,18.65,43.49,24.16,"ZMIZ1","Not Significant",0.0376275323008839,0.0376275323008839,"Not Capped"
"30048","chr19",12333497,12333897,401,"*",6.63989894942152,6.53172644391359,6.76461990775514,-0.0195683126758584,0.917730688453289,0.999820495462944,77.52,106.03,64,116.74,98.32,121.37,67.76,158.02,87.77,"ZNF563","Not Significant",0.0372847454634903,0.0372847454634903,"Not Capped"
"30050","chr17",57988182,57988582,401,"*",5.44719711779992,5.33787885953946,5.57313576761696,-0.0218560488798116,0.917752851536518,0.999820495462944,33.89,46.35,27.98,51.03,42.98,53.14,29.67,69.19,38.43,"VEZF1","Not Significant",0.0372742574318201,0.0372742574318201,"Not Capped"
"30051","chr14",73886517,73886917,401,"*",5.75858163486462,5.66969317576185,5.86250405728055,0.0204258039782393,0.917809379825353,0.999820495462944,42.65,58.34,35.21,64.23,54.09,64.95,36.26,84.56,46.97,"ZNF410","Not Significant",0.0372475082173279,0.0372475082173279,"Not Capped"
"30056","chr5",157651553,157651953,401,"*",5.07367343204188,4.98666238905534,5.17553986574479,0.0244157829265088,0.918019385222552,0.999820495462944,26.56,36.34,21.93,40,33.69,40.34,22.52,52.52,29.17,"SOX30","Not Significant",0.0371481479857992,0.0371481479857992,"Not Capped"
"30072","chr19",2950615,2951015,401,"*",6.95525135908588,6.84704324811544,7.08001018849745,-0.0196569721718746,0.918649302298533,0.999820495462944,96.45,131.94,79.63,145.25,122.34,151.03,84.32,196.63,109.22,"ZNF77","Not Significant",0.0368502504686906,0.0368502504686906,"Not Capped"
"30092","chr10",31031787,31032187,401,"*",6.89666569034586,6.78853902193346,7.02133789207835,-0.0194798111352419,0.919130883777318,0.999820495462944,92.62,126.69,76.47,139.48,117.48,145.01,80.96,188.79,104.87,"ZNF438","Not Significant",0.0366226408936231,0.0366226408936231,"Not Capped"
"30096","chr20",18288157,18288557,401,"*",6.49732847059142,6.38942618343151,6.6217619534036,-0.0190339195804616,0.919227577635412,0.999820495462944,70.24,96.08,57.99,105.77,89.09,109.93,61.37,143.12,79.5,"ZNF133","Not Significant",0.0365769549080829,0.0365769549080829,"Not Capped"
