"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL"
"811","chr6",69126415,69126815,401,"*",3.24340023941844,3.59052818986182,2.64386762881102,1.14254061379783,0.0394928148219736,0.999820495462944,10.09,13.81,8.33,15.2,12.8,6.98,3.89,9.08,5.05,"ADGRB3"
"812","chr11",9265146,9265546,401,"*",4.71690031266999,4.3199420999567,5.09616382508523,-0.56034109775777,0.0395061131322298,0.999820495462944,16.73,22.89,13.82,25.2,21.22,38.18,21.32,49.71,27.61,"DENND5A"
"813","chr1",113947207,113947607,401,"*",3.86499705280103,4.10122141405947,3.50212974233145,0.805056865619435,0.0395100782799479,0.999820495462944,14.38,19.67,11.87,21.65,18.24,12.65,7.06,16.47,9.15,"HIPK1"
"814","chr18",62596459,62596859,401,"*",3.73436941821069,3.98915106974578,3.33569713715225,0.858265304930819,0.0395775119783225,0.999820495462944,13.3,18.2,10.98,20.04,16.88,11.27,6.29,14.67,8.15,"ZCCHC2"
"815","chr10",117197090,117197490,401,"*",3.1630940688668,2.30409357918817,3.80540933666829,-1.2676661555172,0.0396259478042811,0.999820495462944,4.14,5.66,3.42,6.23,5.25,15.61,8.71,20.32,11.29,"KCNK18"
"816","chr5",68425025,68425425,401,"*",3.40312302279891,2.71014889566274,3.96557631530318,-1.02916030888589,0.0396642040522783,0.999820495462944,5.48,7.5,4.53,8.26,6.95,17.44,9.74,22.7,12.61,"PIK3R1"
"817","chrX",118727084,118727484,401,"*",3.80183383184894,3.2304629485007,4.29627887745795,-0.844572435943871,0.039679539694251,0.999820495462944,7.86,10.76,6.49,11.84,9.97,21.93,12.24,28.55,15.86,"IL13RA1"
"818","chr3",4821959,4822359,401,"*",5.05513899981746,5.17412583176123,4.89111976203197,0.494453924968086,0.0397294445496568,0.999820495462944,30.25,41.38,24.98,45.55,38.37,33.12,18.49,43.13,23.95,"ITPR1"
"819","chr5",71601185,71601585,401,"*",4.88412643317816,5.01433507768519,4.70287072851533,0.522467027395058,0.039771685082952,0.999820495462944,27.08,37.04,22.36,40.78,34.35,29.07,16.23,37.85,21.02,"MCCC2"
"820","chr6",65558045,65558445,401,"*",3.85340141346775,3.29562409538067,4.33966786060092,-0.823216347743477,0.0398491377907374,0.999820495462944,8.23,11.25,6.79,12.39,10.43,22.6,12.62,29.43,16.34,"EYS"
"821","chr1",36350707,36351107,401,"*",4.67820108531838,4.2759199391434,5.06133727286593,-0.569268674935354,0.0398561653379252,0.999820495462944,16.23,22.2,13.4,24.44,20.59,37.27,20.81,48.53,26.95,"STK40"
"822","chr4",159060044,159060444,401,"*",3.05360290369918,2.18527994048504,3.70001531195877,-1.27946666867898,0.039856780056998,0.999820495462944,3.81,5.21,3.15,5.74,4.83,14.51,8.1,18.89,10.49,"C4orf45"
"823","chr17",79839330,79839730,401,"*",5.98416376024889,5.67866781242441,6.29281003755202,-0.400049175276362,0.0398920577568708,0.999820495462944,42.91,58.7,35.43,64.63,54.43,87.52,48.86,113.94,63.29,"CBX4"
"824","chr9",131252599,131252999,401,"*",5.14053360754323,5.25385437016804,4.9850895120688,0.480289766482704,0.0399133426652686,0.999820495462944,31.97,43.73,26.39,48.14,40.55,35.35,19.74,46.03,25.57,"FAM78A"
"825","chr1",84863269,84863669,401,"*",3.77783345572064,3.20921988478715,4.27062951642094,-0.840095725008237,0.0399918127895397,0.999820495462944,7.75,10.6,6.4,11.67,9.83,21.55,12.03,28.05,15.58,"LPAR3"
"826","chr11",34564627,34565027,401,"*",3.27655982155175,2.51916415529703,3.87162988098136,-1.1233908990114,0.0400216496596579,0.999820495462944,4.8,6.57,3.97,7.23,6.09,16.34,9.12,21.27,11.82,"ELF5"
"827","chr17",73192615,73193015,401,"*",5.38232431157152,5.485991523754,5.24129736451124,0.45666880144749,0.040033801605234,0.999820495462944,37.55,51.36,31,56.55,47.63,42.22,23.57,54.97,30.54,"COG1"
"828","chr11",57476407,57476807,401,"*",4.70592071371197,4.31102738541333,5.08367526632284,-0.556594989419443,0.040086355547407,0.999820495462944,16.63,22.75,13.73,25.04,21.09,37.85,21.13,49.28,27.37,"RTN4RL2"
"829","chr2",10043751,10044151,401,"*",5.90679364515689,5.60051557291732,6.21607832824757,-0.401405636204862,0.0401830076513754,0.999820495462944,40.65,55.61,33.56,61.22,51.56,82.98,46.33,108.04,60.01,"KLF11"
"830","chr3",10141610,10142010,401,"*",5.65873021499408,5.74808513688251,5.53864301538638,0.421668311455502,0.0402689906965124,0.999820495462944,45.03,61.6,37.18,67.81,57.11,51.89,28.97,67.55,37.52,"VHL"
"831","chr6",16511757,16512157,401,"*",3.65843356824989,3.92822137984626,3.22979367086282,0.901964037664052,0.0403040990644562,0.999820495462944,12.75,17.45,10.53,19.21,16.18,10.47,5.85,13.63,7.57,"GMPR"
"832","chr19",52923291,52923691,401,"*",5.15650756399469,5.27143307636536,4.99864339042328,0.484350638778104,0.0403179748309567,0.999820495462944,32.36,44.27,26.72,48.73,41.04,35.69,19.92,46.46,25.81,"ZNF888"
"833","chr19",10644736,10645136,401,"*",4.88482178990435,5.01384769615689,4.70539884218806,0.519500923794112,0.040389701497602,0.999820495462944,27.07,37.03,22.35,40.76,34.33,29.12,16.26,37.92,21.06,"SLC44A2"
"834","chr17",16690007,16690407,401,"*",2.90060251594336,2.00799398077475,3.55751147243746,-1.31123850043234,0.0404405675681217,0.999820495462944,3.37,4.61,2.78,5.07,4.27,13.14,7.34,17.11,9.5,"CCDC144A"
"835","chr1",156429153,156429553,401,"*",3.54043331983416,2.90936677423703,4.06938102671073,-0.936157776972103,0.0404463492187024,0.999820495462944,6.29,8.61,5.2,9.48,7.98,18.74,10.46,24.4,13.55,"MIR9-1HG"
"836","chr3",174879860,174880260,401,"*",3.3829566271265,2.67471701040731,3.95333876273375,-1.05145568057809,0.040504539605828,0.999820495462944,5.35,7.32,4.42,8.06,6.79,17.29,9.65,22.51,12.51,"NAALADL2"
"837","chr19",6199430,6199830,401,"*",6.59388972096277,6.670400752745,6.49216605571638,0.391037895500974,0.0405583168703439,0.999820495462944,85.34,116.73,70.46,128.52,108.24,100.48,56.1,130.83,72.67,"RFX2"
"838","chr15",90034441,90034841,401,"*",4.13215537347746,3.64314661443637,4.57507965824619,-0.713328263074538,0.040644077354581,0.999820495462944,10.47,14.32,8.64,15.76,13.28,26.61,14.85,34.64,19.24,"MIR3174"
"839","chr12",8180154,8180554,401,"*",5.33976380142545,5.44104477804693,5.20226375751163,0.450612043920061,0.0406756547910095,0.999820495462944,36.4,49.79,30.05,54.81,46.17,41.1,22.94,53.5,29.72,"FAM66C"
"840","chr2",132352553,132352953,401,"*",3.0962952661551,3.46241785378359,2.44994561406668,1.20731937463017,0.0406956768114447,0.999820495462944,9.24,12.63,7.62,13.91,11.71,6.1,3.41,7.94,4.41,"FAM201B"
"841","chr10",32378667,32379067,401,"*",5.37324921389764,5.47634862991113,5.23306279210924,0.455163918002109,0.0407037766783041,0.999820495462944,37.3,51.02,30.8,56.17,47.31,41.98,23.44,54.66,30.36,"EPC1"
"842","chr19",53900968,53901368,401,"*",3.06483229589211,2.21079177245435,3.70495210723687,-1.25927057181409,0.0407870184912207,0.999820495462944,3.88,5.31,3.2,5.84,4.92,14.56,8.13,18.95,10.53,"CACNG7"
"843","chr5",175696624,175697024,401,"*",4.39604722030181,3.95393892165253,4.80739458289026,-0.636355689504722,0.0407920762480058,0.999820495462944,12.98,17.76,10.72,19.55,16.47,31.26,17.45,40.69,22.6,"HRH2"
"844","chr16",4538387,4538787,401,"*",6.23398258137129,5.93654913652616,6.53601104612071,-0.385540004795895,0.0408393197583482,0.999820495462944,51.31,70.19,42.37,77.28,65.08,103.58,57.83,134.86,74.91,"CDIP1"
"845","chr17",8941673,8942073,401,"*",4.57950220425745,4.16847449008307,4.96894865615551,-0.584148653231546,0.0408847856022104,0.999820495462944,15.07,20.61,12.44,22.69,19.11,34.96,19.52,45.52,25.28,"PIK3R5"
"846","chr12",74365418,74365818,401,"*",3.34113550469272,2.62776385634656,3.91415474051544,-1.05860952399023,0.0409154335438239,0.999820495462944,5.18,7.08,4.28,7.8,6.57,16.83,9.39,21.91,12.17,"LINC02882"
"847","chr9",127506696,127507096,401,"*",4.02365121385965,3.51131722918067,4.48165608293906,-0.750853453935428,0.040978227373192,0.999820495462944,9.55,13.07,7.89,14.39,12.12,24.94,13.92,32.47,18.04,"NIBAN2"
"848","chr10",119686471,119686871,401,"*",4.47772016047517,4.63946963744628,4.24613141770345,0.603154867905735,0.0410447969087725,0.999820495462944,20.88,28.56,17.24,31.45,26.49,21.18,11.83,27.58,15.32,"BAG3"
"849","chr19",11418561,11418961,401,"*",4.37775796422959,3.92829794797357,4.79416956979253,-0.648666747044209,0.0410703292456778,0.999820495462944,12.76,17.45,10.53,19.21,16.18,30.97,17.29,40.32,22.4,"RGL3"
"850","chr4",184453421,184453821,401,"*",4.82081605820016,4.44105307644763,5.18739867341468,-0.530792452110247,0.0411117242169131,0.999820495462944,18.2,24.89,15.03,27.41,23.08,40.67,22.71,52.96,29.42,"IRF2"
"851","chr20",51511101,51511501,401,"*",2.83549546059328,1.88259634034673,3.51740195840549,-1.39306811723078,0.0411406663783912,0.999820495462944,3.09,4.23,2.55,4.65,3.92,12.78,7.14,16.64,9.24,"NFATC2"
"852","chr18",2994584,2994984,401,"*",4.53396657404539,4.69440908932346,4.3045210186865,0.599758163989242,0.0411545809050572,0.999820495462944,21.69,29.67,17.91,32.67,27.51,22.06,12.31,28.72,15.95,"LPIN2"
"853","chr21",45981844,45982244,401,"*",4.93164678345566,4.55941498885442,5.29259194044528,-0.517612065871681,0.0411657053767131,0.999820495462944,19.75,27.02,16.31,29.75,25.06,43.75,24.43,56.96,31.64,"COL6A1"
"854","chr17",69821970,69822370,401,"*",3.18585097923082,3.54500747466495,2.55691984824128,1.18287785534662,0.0411841015399575,0.999820495462944,9.78,13.38,8.07,14.73,12.4,6.57,3.67,8.55,4.75,"LINC01483"
"855","chr6",135163293,135163693,401,"*",4.38539992822862,3.94661887775589,4.79444092895725,-0.63063957683726,0.0412721726403626,0.999820495462944,12.92,17.67,10.67,19.45,16.39,30.98,17.29,40.33,22.4,"MYB"
"856","chr19",52942427,52942827,401,"*",5.4805998710389,5.57509488023892,5.3530511852058,0.434097015072861,0.0413100280148926,0.999820495462944,39.94,54.64,32.98,60.15,50.66,45.62,25.47,59.4,32.99,"ZNF321P"
"857","chr6",132768047,132768447,401,"*",4.0529982378017,4.2625247630083,3.73936735254332,0.73092236180389,0.0413561658946839,0.999820495462944,16.08,22,13.28,24.22,20.4,14.91,8.32,19.41,10.78,"VNN2"
"858","chr1",205211457,205211857,401,"*",6.08133462489953,6.15690545794726,5.9809397061955,0.388553176397145,0.0413913889853721,0.999820495462944,59.78,81.77,49.36,90.03,75.82,70.5,39.36,91.79,50.99,"DSTYK"
"859","chr3",179604526,179604926,401,"*",6.051680617828,6.13123290037527,5.94564451329698,0.398095592045379,0.0414094669184412,0.999820495462944,58.73,80.33,48.49,88.44,74.49,68.8,38.41,89.57,49.75,"NDUFB5"
"860","chr8",20435361,20435761,401,"*",5.71231326297226,5.79939551034008,5.59550444909386,0.41616030600847,0.04142060644725,0.999820495462944,46.66,63.83,38.52,70.27,59.18,53.97,30.13,70.27,39.03,"LZTS1"
"861","chr1",146989457,146989857,401,"*",3.23381942940337,3.5971991171716,2.59436349788332,1.19766530999897,0.0414939969908683,0.999820495462944,10.14,13.87,8.37,15.27,12.86,6.74,3.76,8.78,4.88,"NBPF12"
"862","chr5",114766163,114766563,401,"*",3.22028716690212,3.569128715087,2.61661767956915,1.14903245768763,0.0415367742638284,0.999820495462944,9.94,13.6,8.21,14.98,12.61,6.85,3.82,8.91,4.95,"LOC101927078"
"863","chr10",68720932,68721332,401,"*",6.48276812918493,6.55554908777463,6.38630376704943,0.38198887937569,0.0415566166553276,0.999820495462944,78.81,107.8,65.07,118.68,99.96,93.37,52.13,121.57,67.53,"CCAR1"
"864","chr15",80695293,80695693,401,"*",4.61264648935208,4.20773041255922,4.997690601823,-0.57374417592301,0.0415633535825372,0.999820495462944,15.48,21.18,12.78,23.31,19.64,35.66,19.91,46.43,25.79,"ABHD17C"
"865","chr12",92208821,92209221,401,"*",4.10380754890279,3.6067293701389,4.55199450398735,-0.726581373902316,0.0417047906312998,0.999820495462944,10.21,13.96,8.43,15.37,12.95,26.18,14.62,34.09,18.94,"LOC101928617"
"866","chr1",207499439,207499839,401,"*",3.92268714693846,4.15035522044029,3.57588306157576,0.780654233163202,0.0417215780313167,0.999820495462944,14.88,20.35,12.28,22.41,18.87,13.31,7.43,17.33,9.63,"CR1"
"867","chr1",19391003,19391403,401,"*",4.83635652698608,4.459017350738,5.20113041757916,-0.526537230980065,0.0417351520531749,0.999820495462944,18.43,25.21,15.21,27.75,23.37,41.06,22.93,53.46,29.7,"CAPZB"
"868","chr8",60865296,60865696,401,"*",4.12411387747111,4.32356785919113,3.82840225509592,0.703208075823617,0.0417390824112659,0.999820495462944,16.78,22.95,13.85,25.26,21.28,15.86,8.85,20.65,11.47,"CHD7"
"869","chr10",66932403,66932803,401,"*",2.0660847661759,2.63134447195027,0.745716444393669,2.00789492313455,0.0417566522087413,0.999820495462944,5.19,7.1,4.29,7.82,6.58,1.87,1.04,2.44,1.35,"LRRTM3"
"870","chr1",248152290,248152690,401,"*",3.23714247050318,2.47008364959935,3.83691941835859,-1.13765655742278,0.041775615792173,0.999820495462944,4.64,6.35,3.83,6.99,5.89,15.95,8.91,20.77,11.54,"OR2M5"
"871","chr1",32222122,32222522,401,"*",5.55290448879513,5.23581913589002,5.87094665177104,-0.42069451902683,0.0417850164247657,0.999820495462944,31.57,43.19,26.07,47.54,40.04,65.33,36.47,85.05,47.24,"TMEM234"
"872","chr3",82650724,82651124,401,"*",3.73737499293453,3.99081066434926,3.3413454704051,0.853829901504947,0.0418885650381653,0.999820495462944,13.32,18.22,11,20.06,16.89,11.31,6.32,14.73,8.18,"LINC02008"
"873","chr13",99432875,99433275,401,"*",4.70152901059794,4.30672961663159,5.07921482967683,-0.556546800291931,0.0418910645510619,0.999820495462944,16.58,22.68,13.69,24.97,21.03,37.74,21.07,49.13,27.29,"LINC01232"
"874","chr3",119145928,119146328,401,"*",3.96881568827958,3.44505416624789,4.43406411567473,-0.769275552359537,0.0419180673197507,0.999820495462944,9.12,12.48,7.53,13.74,11.57,24.13,13.47,31.42,17.45,"IGSF11"
"875","chr3",175851606,175852006,401,"*",2.95530393634829,3.36357773404567,2.1968483036959,1.35314420473634,0.04196725069618,0.999820495462944,8.62,11.8,7.12,12.99,10.94,5.12,2.86,6.66,3.7,"NAALADL2-AS1"
"876","chr2",206288539,206288939,401,"*",3.47057075504457,2.81508928205034,4.01299773037299,-0.972853826482005,0.0419902928949789,0.999820495462944,5.9,8.07,4.87,8.88,7.48,18.02,10.06,23.46,13.03,"ZDBF2"
"877","chr1",205711099,205711499,401,"*",3.96675983865649,4.18659194788536,3.63442935442759,0.758818159710764,0.0420218003754347,0.999820495462944,15.26,20.87,12.6,22.97,19.35,13.86,7.74,18.05,10.03,"NUCKS1"
"878","chr19",8570879,8571279,401,"*",4.47456192935114,4.05179677255702,4.87237387456256,-0.603790617365727,0.0420281554288832,0.999820495462944,13.9,19.01,11.47,20.93,17.62,32.7,18.25,42.57,23.65,"MYO1F"
"879","chr7",104356865,104357265,401,"*",3.04438815520108,3.42078872960754,2.37179056400555,1.24034635006483,0.0421012982432806,0.999820495462944,8.97,12.27,7.41,13.51,11.38,5.78,3.23,7.52,4.18,"LHFPL3"
"880","chr10",27360531,27360931,401,"*",3.92263752220023,4.14778514036735,3.58051335728207,0.774024826408784,0.0421774943842354,0.999820495462944,14.85,20.31,12.26,22.37,18.84,13.35,7.46,17.39,9.66,"PTCHD3"
"881","chr17",50297377,50297777,401,"*",4.71193437431066,4.85299033320727,4.51368916468891,0.549948339112921,0.0421836983998952,0.999820495462944,24.21,33.12,19.99,36.46,30.71,25.5,14.24,33.2,18.44,"TMEM92-AS1"
"882","chr11",75768413,75768813,401,"*",5.22649921156042,4.8840173551746,5.56466205098859,-0.465842713866138,0.0422023659772668,0.999820495462944,24.74,33.84,20.43,37.26,31.38,52.83,29.49,68.78,38.21,"LOC283214"
"883","chr11",45340014,45340414,401,"*",4.75291179714273,4.36731144459952,5.12382876275995,-0.540806292619008,0.0422167420251028,0.999820495462944,17.29,23.65,14.28,26.04,21.93,38.92,21.73,50.67,28.15,"LINC02696"
"884","chr10",7121140,7121540,401,"*",4.53440061001977,4.69096522834768,4.31128409358871,0.589596719923812,0.0422356764626964,0.999820495462944,21.64,29.6,17.87,32.59,27.45,22.16,12.37,28.85,16.03,"SFMBT2"
"885","chr1",167492345,167492745,401,"*",4.52898428369237,4.68735103725505,4.30293210652736,0.59440750147328,0.0422929696292505,0.999820495462944,21.59,29.53,17.82,32.51,27.38,22.03,12.3,28.69,15.93,"CD247"
"886","chr4",37340627,37341027,401,"*",2.44324980001387,1.30933566177853,3.19205689583358,-1.62312273953539,0.0423173004479169,0.999820495462944,2.08,2.84,1.71,3.13,2.63,10.2,5.7,13.28,7.38,"NWD2"
"887","chr6",145584146,145584546,401,"*",3.67656989422598,3.08225895290464,4.18454115287947,-0.880003026721572,0.0423482312806767,0.999820495462944,7.1,9.71,5.86,10.69,9,20.3,11.33,26.43,14.68,"EPM2A"
"888","chr5",81370622,81371022,401,"*",2.96828475641944,2.1235683387008,3.60424776126871,-1.24526109774518,0.0423661334027754,0.999820495462944,3.65,4.99,3.01,5.5,4.63,13.58,7.58,17.67,9.82,"ACOT12"
"889","chr6",28267044,28267444,401,"*",5.40007523907742,5.49649843167753,5.26971067299711,0.438799635130293,0.0424199872235432,0.999820495462944,37.82,51.74,31.23,56.96,47.97,43.06,24.04,56.07,31.14,"ZSCAN26"
"890","chr9",12105991,12106391,401,"*",2.76707119977705,3.20647720346435,1.91748175128239,1.47142163246482,0.042520462568787,0.999820495462944,7.73,10.58,6.39,11.65,9.81,4.22,2.35,5.49,3.05,"TYRP1"
"891","chr12",80936855,80937255,401,"*",3.94685316906341,4.17200172695842,3.60472726362792,0.77418708345458,0.0425879052919098,0.999820495462944,15.1,20.66,12.47,22.74,19.16,13.58,7.58,17.68,9.82,"LIN7A"
"892","chr2",237923618,237924018,401,"*",4.3138710837129,4.4911513380247,4.05641588108912,0.643804144799323,0.0426428945562665,0.999820495462944,18.84,25.77,15.56,28.38,23.9,18.57,10.37,24.18,13.43,"UBE2F"
"893","chr8",91099338,91099738,401,"*",2.88531503518907,3.28559454332221,2.14905986142428,1.32384387281263,0.0426507437773708,0.999820495462944,8.17,11.18,6.75,12.3,10.36,4.95,2.76,6.45,3.58,"LRRC69"
"894","chr7",2508351,2508751,401,"*",6.301602367191,6.37395964789014,6.20573331119072,0.380922670089492,0.0426507733984334,0.999820495462944,69.49,95.05,57.37,104.64,88.14,82.39,46,107.27,59.58,"LFNG"
"895","chr16",3074832,3075232,401,"*",5.36281885255544,5.02929698586507,5.69395534641565,-0.449991842517968,0.0426646945246819,0.999820495462944,27.36,37.43,22.59,41.2,34.7,57.78,32.26,75.23,41.79,"IL32"
"896","chrX",11138983,11139383,401,"*",4.06220508584427,3.57111651986025,4.50649042461494,-0.716485809163257,0.0427690020626127,0.999820495462944,9.96,13.62,8.22,15,12.63,25.37,14.16,33.03,18.35,"HCCS"
"897","chr11",6619306,6619706,401,"*",5.88793851294572,5.96723665673326,5.7822636152592,0.397425926443363,0.0427698535219519,0.999820495462944,52.42,71.7,43.28,78.94,66.48,61.43,34.3,79.98,44.43,"TPP1"
"898","chr8",19460025,19460425,401,"*",4.12941376216193,4.32875416940193,3.83390221959382,0.702649593397311,0.0427981160560563,0.999820495462944,16.84,23.03,13.9,25.35,21.35,15.92,8.89,20.72,11.51,"CSGALNACT1"
"899","chr11",12192777,12193177,401,"*",4.52830809379909,4.11129441513258,4.92203541781038,-0.594317276777182,0.0428222047882227,0.999820495462944,14.48,19.81,11.96,21.81,18.37,33.84,18.89,44.06,24.47,"MICAL2"
"900","chr4",3009102,3009502,401,"*",3.00242651859059,2.11456902098772,3.65730186079126,-1.30639088052741,0.0428245889069349,0.999820495462944,3.63,4.96,3,5.46,4.6,14.08,7.86,18.34,10.19,"GRK4"
"901","chr7",50321786,50322186,401,"*",5.03684612558002,5.1544144667667,4.87498161350465,0.490878891806038,0.0429120980681379,0.999820495462944,29.84,40.82,24.64,44.94,37.85,32.75,18.29,42.65,23.69,"IKZF1"
"902","chr13",24307904,24308304,401,"*",4.20692722942288,3.73909485307926,4.6358063914694,-0.678605805748478,0.0429565653767944,0.999820495462944,11.19,15.3,9.24,16.85,14.19,27.75,15.49,36.13,20.07,"C1QTNF9"
"903","chr2",45945615,45946015,401,"*",3.19936961451573,2.41538479455566,3.80727928502579,-1.16176146924407,0.0430054148625872,0.999820495462944,4.47,6.11,3.69,6.73,5.67,15.63,8.72,20.35,11.3,"PRKCE"
"904","chr6",149648521,149648921,401,"*",5.48303866935734,5.16128369628412,5.80482825183424,-0.429084186408945,0.0430280965514467,0.999820495462944,29.98,41.01,24.75,45.15,38.03,62.4,34.84,81.24,45.13,"KATNA1"
"905","chr6",146988720,146989120,401,"*",2.45359260045487,2.93403687184611,1.47089726817914,1.62923300616517,0.0430480861051303,0.999820495462944,6.4,8.76,5.29,9.64,8.12,3.09,1.73,4.03,2.24,"STXBP5-AS1"
"906","chr14",73633661,73634061,401,"*",4.13136068446529,3.64838921646657,4.57031562600559,-0.703521301757326,0.0431153355397047,0.999820495462944,10.51,14.37,8.67,15.82,13.33,26.52,14.81,34.53,19.18,"DNAL1"
"907","chr5",181160231,181160631,401,"*",5.41813439117879,5.51468307868242,5.28758623361036,0.439110591645705,0.0431393525666136,0.999820495462944,38.3,52.39,31.62,57.68,48.58,43.6,24.34,56.76,31.53,"LINC01962"
"908","chr13",110551886,110552286,401,"*",2.44620789043209,2.93928924101032,1.41909263561239,1.68532784673439,0.0431436791793007,0.999820495462944,6.43,8.79,5.31,9.68,8.15,2.99,1.67,3.89,2.16,"RAB20"
"909","chr9",81488480,81488880,401,"*",2.96386833102683,2.05019727639877,3.62967876762346,-1.34051122512852,0.0433040363397895,0.999820495462944,3.47,4.75,2.86,5.23,4.4,13.82,7.71,17.99,9.99,"TLE1"
"910","chr1",77219152,77219552,401,"*",5.19290077271039,5.29993593432158,5.04687122735844,0.464800707499942,0.0433462910808056,0.999820495462944,33.01,45.15,27.25,49.71,41.86,36.9,20.6,48.04,26.69,"PIGK"
"911","chr6",111873320,111873720,401,"*",6.91558215575486,6.99271021598502,6.81298533121074,0.392623555585438,0.0433903386948752,0.999820495462944,106.7,145.95,88.1,160.69,135.34,125.51,70.07,163.41,90.77,"FYN"
"912","chr16",11622046,11622446,401,"*",4.5327603063039,4.1200218308603,4.92343332325987,-0.586882432630508,0.0434247586104444,0.999820495462944,14.57,19.93,12.03,21.94,18.48,33.87,18.91,44.1,24.5,"LITAF"
"913","chr1",62245226,62245626,401,"*",2.85366393622042,1.94195201918856,3.5186541685854,-1.3369750288161,0.0434462304473644,0.999820495462944,3.22,4.4,2.66,4.85,4.08,12.79,7.14,16.66,9.25,"KANK4"
"914","chr17",74325946,74326346,401,"*",4.25349862436005,3.79164444164502,4.67835016059498,-0.669124101524606,0.0435804841575536,0.999820495462944,11.6,15.87,9.58,17.47,14.72,28.58,15.96,37.21,20.67,"KIF19"
"915","chr13",83183679,83184079,401,"*",3.80949360850881,3.24851595400929,4.29769667390647,-0.827547219309304,0.0435921620110241,0.999820495462944,7.96,10.89,6.57,11.99,10.1,21.95,12.26,28.58,15.88,"SLITRK1"
"916","chr17",42121073,42121473,401,"*",5.31876453034597,4.98761405805154,5.64802831425353,-0.445748085144719,0.0436014656673998,0.999820495462944,26.58,36.36,21.95,40.03,33.71,55.97,31.25,72.88,40.48,"KAT2A"
"917","chr17",43720602,43721002,401,"*",5.44148187903207,5.11744192451757,5.76509723863129,-0.43311594261096,0.0436215379497307,0.999820495462944,29.08,39.78,24.01,43.8,36.89,60.71,33.89,79.04,43.9,"SOST"
"918","chr6",156396473,156396873,401,"*",4.76139473801705,4.89871260524742,4.56904135777171,0.540216075229104,0.043660117796937,0.999820495462944,24.99,34.19,20.63,37.64,31.7,26.5,14.79,34.5,19.16,"SNORD28B"
"919","chr2",22955848,22956248,401,"*",3.11888869192157,2.3343539244762,3.72706024527675,-1.16165639956441,0.043680508210874,0.999820495462944,4.23,5.78,3.49,6.36,5.36,14.78,8.25,19.24,10.69,"LINC01884"
"920","chr9",100473531,100473931,401,"*",4.05377221151826,3.56077617053454,4.49930297857173,-0.719689477303694,0.0436942726812918,0.999820495462944,9.89,13.52,8.16,14.89,12.54,25.25,14.09,32.87,18.26,"TMEFF1"
"921","chr20",5570124,5570524,401,"*",4.08183539634007,4.29202051686311,3.76702067375498,0.732373516361997,0.0437148085035356,0.999820495462944,16.41,22.45,13.55,24.72,20.82,15.2,8.48,19.79,10.99,"GPCPD1"
"922","chr12",46585803,46586203,401,"*",4.48155675055355,4.64271750095527,4.25093405027594,0.601386726359384,0.0437833062493037,0.999820495462944,20.93,28.63,17.28,31.52,26.55,21.25,11.87,27.67,15.37,"LOC100288798"
"923","chr15",34969638,34970038,401,"*",6.07634518577594,6.15135889452532,5.97673664418075,0.387163335030442,0.0437891767040169,0.999820495462944,59.55,81.46,49.17,89.68,75.53,70.3,39.25,91.52,50.84,"AQR"
"924","chr8",130443529,130443929,401,"*",4.52413502575634,4.10446131034994,4.91975493340182,-0.598874186865695,0.0438141561227217,0.999820495462944,14.41,19.71,11.9,21.7,18.28,33.79,18.86,43.99,24.43,"ASAP1"
"925","chr6",148747539,148747939,401,"*",4.45652823990223,4.03598096099392,4.85276837619684,-0.599948152640658,0.0438513453278226,0.999820495462944,13.74,18.8,11.35,20.7,17.43,32.25,18.01,41.99,23.33,"UST"
"926","chr9",113111515,113111915,401,"*",3.35651818133445,2.6514574176448,3.92525971800403,-1.04688597437664,0.0439290517295716,0.999820495462944,5.26,7.2,4.35,7.93,6.68,16.96,9.47,22.08,12.26,"FAM225B"
"927","chr18",50287654,50288054,401,"*",6.96399953945333,7.04157014892916,6.86077590601285,0.393694144512421,0.0439664916644264,0.999820495462944,110.38,150.98,91.13,166.22,140,129.74,72.43,168.91,93.82,"CXXC1"
"928","chr9",129495955,129496355,401,"*",5.00726396459435,4.6518166686322,5.3554577542124,-0.488422797221037,0.0439793335370562,0.999820495462944,21.06,28.81,17.39,31.72,26.71,45.7,25.51,59.5,33.05,"LINC00963"
"929","chr16",89031968,89032368,401,"*",4.33059310293788,3.89066273337052,4.74043180022354,-0.632488430942051,0.0440664506075295,0.999820495462944,12.43,17,10.26,18.71,15.76,29.84,16.66,38.85,21.58,"CBFA2T3"
"930","chr19",35000818,35001218,401,"*",4.56369449684469,4.15545020058754,4.95113997286862,-0.579251038774681,0.0441440662979719,0.999820495462944,14.93,20.42,12.33,22.48,18.94,34.53,19.28,44.96,24.97,"GRAMD1A"
"931","chr9",92611456,92611856,401,"*",3.01430443622569,2.142869189034,3.662076207551,-1.28302035995221,0.0441584638349686,0.999820495462944,3.7,5.06,3.05,5.57,4.69,14.13,7.89,18.4,10.22,"CENPP"
"932","chr1",241531212,241531612,401,"*",4.12908671844738,4.32655917070865,3.8368596520578,0.697650164326505,0.0442412323294473,0.999820495462944,16.81,22.99,13.88,25.32,21.32,15.95,8.9,20.77,11.54,"KMO"
