"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"21670","chr18",35344145,35344545,401,"*",5.34169355889162,5.32372435323476,5.35944170318891,0.0615483179513076,0.781934851729112,0.999789157560756,53.33,26.82,31.03,38.71,50.35,46.12,26.57,37.28,58.34,36.96,"ZNF24","Not Significant",0.106829429437827,0.106829429437827,"Not Capped"
"21672","chr20",2524543,2524943,401,"*",4.83116445531397,4.74616215232852,4.91143594183338,-0.0675509943570998,0.782030872666775,0.999789157560756,35.73,17.97,20.8,25.94,33.74,33.81,19.48,27.33,42.77,27.09,"ZNF343","Not Significant",0.106776101717435,0.106776101717435,"Not Capped"
"21686","chr8",144827175,144827575,401,"*",6.35230487738984,6.33434410771,6.37004479195117,0.0616084886932954,0.78229125754147,0.999789157560756,107.44,54.04,62.53,78,101.45,92.93,53.53,75.1,117.54,74.46,"ZNF7","Not Significant",0.106631523164065,0.106631523164065,"Not Capped"
"21689","chr1",24929039,24929439,401,"*",4.81915869564647,4.73400345861854,4.89956654884238,-0.0679877187038547,0.782407695451338,0.999789157560756,35.43,17.82,20.62,25.72,33.46,33.54,19.32,27.1,42.42,26.87,"RUNX3","Not Significant",0.106566886651416,0.106566886651416,"Not Capped"
"21690","chr1",61043007,61043407,401,"*",4.55038324544683,4.53907335140351,4.56160516568404,0.0744514573264458,0.782421237170333,0.999789157560756,30.96,15.57,18.01,22.47,29.23,26.53,15.28,21.44,33.56,21.26,"NFIA","Not Significant",0.106559370054921,0.106559370054921,"Not Capped"
"21710","chr1",33255708,33256108,401,"*",4.42640807567879,4.33576082761933,4.51169493099483,-0.0783015212482774,0.783025288043039,0.999789157560756,26.89,13.52,15.65,19.52,25.39,25.63,14.76,20.71,32.42,20.54,"ZNF362","Not Significant",0.106224212041409,0.106224212041409,"Not Capped"
"21718","chr19",19598025,19598425,401,"*",4.98357209953223,4.96730330162799,4.99965948339401,0.0648040828681441,0.783218612152722,0.999789157560756,41.65,20.95,24.24,30.24,39.33,35.94,20.71,29.05,45.46,28.8,"PBX4","Not Significant",0.106117000649275,0.106117000649275,"Not Capped"
"21727","chrX",67723532,67723932,401,"*",2.55306796764968,2.39716438394771,2.69375497649804,-0.195073584058384,0.783663895461318,0.999789157560756,7.01,3.53,4.08,5.09,6.62,7.27,4.19,5.87,9.19,5.82,"AR","Not Significant",0.105870161351404,0.105870161351404,"Not Capped"
"21736","chr1",227542570,227542970,401,"*",5.17479158320312,5.15724681221895,5.19212555135238,0.0622466208499598,0.783828246455279,0.999789157560756,47.51,23.9,27.65,34.5,44.87,41.07,23.66,33.19,51.95,32.91,"ZNF678","Not Significant",0.10577909010693,0.10577909010693,"Not Capped"
"21773","chr4",26209348,26209748,401,"*",1.4397223987082,1.22666342447798,1.62532755057545,-0.288572345775444,0.785209407769434,0.999789157560756,3.12,1.57,1.81,2.26,2.94,3.47,2,2.8,4.38,2.78,"RBPJ","Not Significant",0.105014505661593,0.105014505661593,"Not Capped"
"21832","chr16",4307585,4307985,401,"*",6.1329867934781,6.11401292150532,6.15171436283764,0.0595654670102448,0.787120221544999,0.999789157560756,92.22,46.38,53.67,66.95,87.08,79.88,46.01,64.55,101.03,64,"GLIS2","Not Significant",0.103958930199886,0.103958930199886,"Not Capped"
"21859","chr2",191092158,191092558,401,"*",2.60372369523768,2.64969422188127,2.55623999969191,0.187717831815739,0.788143210955494,0.999789157560756,8.36,4.2,4.86,6.07,7.89,6.61,3.81,5.34,8.36,5.29,"STAT4","Not Significant",0.103394861093332,0.103394861093332,"Not Capped"
"21904","chr17",44229813,44230213,401,"*",3.6030721373922,3.49365603386276,3.70477175603702,-0.112642251148735,0.78927983284668,0.999789157560756,15,7.54,8.73,10.89,14.16,14.65,8.44,11.84,18.53,11.74,"UBTF","Not Significant",0.10276899385661,0.10276899385661,"Not Capped"
"21930","chr7",27160897,27161297,401,"*",4.47958877900333,4.46791938630428,4.49116453942329,0.0737459851427791,0.789851567297946,0.999789157560756,29.47,14.82,17.15,21.39,27.82,25.27,14.56,20.42,31.96,20.25,"HOXA9","Not Significant",0.102454515747789,0.102454515747789,"Not Capped"
"21951","chr7",27739954,27740354,401,"*",5.67493654839396,5.59497573930035,5.75069732736159,-0.0581372967374953,0.790436878575759,0.999789157560756,64.36,32.37,37.45,46.72,60.77,60.49,34.85,48.89,76.51,48.47,"TAX1BP1","Not Significant",0.102132805530345,0.102132805530345,"Not Capped"
"21962","chr19",4139979,4140379,401,"*",3.86727982224446,3.86794387530018,3.86661546339332,0.0977549228167436,0.790890111032153,0.999789157560756,19.44,9.78,11.31,14.11,18.36,16.39,9.44,13.24,20.73,13.13,"CREB3L3","Not Significant",0.101883854666273,0.101883854666273,"Not Capped"
"22014","chr17",1270044,1270444,401,"*",3.66050219074858,3.66639721887927,3.65458297594954,0.108320235047838,0.792785067286123,0.999789157560756,16.91,8.5,9.84,12.27,15.96,14.15,8.15,11.43,17.9,11.34,"BHLHA9","Not Significant",0.100844538714901,0.100844538714901,"Not Capped"
"22015","chr12",48351150,48351550,401,"*",3.93289989911307,3.93126123885833,3.93453670023532,0.0933530193523254,0.792791589615603,0.999789157560756,20.31,10.22,11.82,14.75,19.18,17.18,9.9,13.88,21.73,13.76,"ZNF641","Not Significant",0.100840965741384,0.100840965741384,"Not Capped"
"22017","chr1",180213575,180213975,401,"*",3.58957330247923,3.59734590070466,3.58175860202647,0.112120223099518,0.792861541754045,0.999789157560756,16.12,8.11,9.38,11.7,15.22,13.45,7.75,10.87,17.01,10.78,"LHX4","Not Significant",0.10080264736375,0.10080264736375,"Not Capped"
"22071","chr16",88368389,88368789,401,"*",3.39976593208793,3.28557512777059,3.50557758249843,-0.12119624425547,0.794581714112077,0.999789157560756,12.98,6.53,7.56,9.43,12.26,12.76,7.35,10.31,16.14,10.22,"ZNF469","Not Significant",0.0998614336823676,0.0998614336823676,"Not Capped"
"22077","chr11",34650513,34650913,401,"*",4.95070021108067,4.86902704230962,5.02799641745352,-0.0612599832999402,0.794832220754482,0.999789157560756,38.91,19.57,22.64,28.25,36.74,36.66,21.12,29.62,46.37,29.37,"EHF","Not Significant",0.0997245358598551,0.0997245358598551,"Not Capped"
"22092","chr17",40322683,40323083,401,"*",5.92437861072741,5.90395546935688,5.94451666817166,0.0567375168825987,0.795764134878702,0.999789157560756,79.73,40.1,46.4,57.88,75.28,69.19,39.86,55.92,87.52,55.44,"RARA","Not Significant",0.0992156384181719,0.0992156384181719,"Not Capped"
"22093","chr8",101205516,101205916,401,"*",6.40884112459535,6.32899761396983,6.48449659856685,-0.0580095711775331,0.79580976418502,0.999789157560756,107.04,53.84,62.29,77.71,101.08,100.6,57.95,81.3,127.25,80.61,"ZNF706","Not Significant",0.0991907365823677,0.0991907365823677,"Not Capped"
"22103","chr19",42254279,42254679,401,"*",5.20985837739035,5.12974822463348,5.28575320649924,-0.058451598684535,0.796048861438799,0.999789157560756,46.62,23.45,27.13,33.84,44.02,43.83,25.25,35.42,55.44,35.12,"ERF","Not Significant",0.0990602744708912,0.0990602744708912,"Not Capped"
"22112","chr19",11559119,11559519,401,"*",5.42699882702636,5.34772047457372,5.5021467009896,-0.0568385439296027,0.796425197379625,0.999789157560756,54.22,27.27,31.55,39.36,51.2,50.92,29.33,41.15,64.41,40.8,"ZNF627","Not Significant",0.0988550081752424,0.0988550081752424,"Not Capped"
"22120","chr8",143636137,143636537,401,"*",4.54099225691541,4.4549152826056,4.62222141677192,-0.0694224299540632,0.796724433610429,0.999789157560756,29.2,14.69,16.99,21.2,27.57,27.67,15.94,22.36,35,22.17,"ZNF623","Not Significant",0.0986918638693668,0.0986918638693668,"Not Capped"
"22139","chr17",40354995,40355395,401,"*",4.86146712528144,4.84379272971817,4.87892761053969,0.0619899713878641,0.79791017209699,0.999789157560756,38.24,19.23,22.25,27.76,36.1,33.06,19.04,26.72,41.81,26.49,"RARA","Not Significant",0.0980459983215359,0.0980459983215359,"Not Capped"
"22170","chr17",16584165,16584565,401,"*",5.30630348174287,5.28600480304851,5.32632051673549,0.056837612736485,0.798808362386527,0.999789157560756,51.95,26.13,30.23,37.72,49.05,45.08,25.97,36.43,57.02,36.12,"ZNF287","Not Significant",0.0975573973324888,0.0975573973324888,"Not Capped"
"22199","chr17",40108088,40108488,401,"*",5.22042944259866,5.14091883841473,5.29578596045251,-0.057301959017434,0.799507544088621,0.999789157560756,46.98,23.63,27.34,34.11,44.36,44.13,25.42,35.67,55.82,35.36,"NR1D1","Not Significant",0.0971774339307531,0.0971774339307531,"Not Capped"
"22208","chr2",191150828,191151228,401,"*",5.5728777791763,5.49439166454794,5.64731346442599,-0.0553520355333882,0.799927395520898,0.999789157560756,60.02,30.19,34.93,43.58,56.68,56.31,32.44,45.51,71.22,45.12,"STAT4","Not Significant",0.0969494294525092,0.0969494294525092,"Not Capped"
"22253","chr19",53333484,53333884,401,"*",5.0905448780074,5.01066010104322,5.16623740079134,-0.0580870089558315,0.801163804323825,0.999789157560756,42.92,21.59,24.98,31.16,40.53,40.34,23.24,32.6,51.03,32.33,"ZNF845","Not Significant",0.0962786798696282,0.0962786798696282,"Not Capped"
"22267","chr12",56630031,56630431,401,"*",4.8799786513759,4.79870892803108,4.9569134101248,-0.0605978417336083,0.801336143303164,0.999789157560756,37.06,18.64,21.57,26.9,34.99,34.89,20.1,28.2,44.14,27.96,"BAZ2A","Not Significant",0.0961852684868156,0.0961852684868156,"Not Capped"
"22269","chr1",39902053,39902453,401,"*",4.61784618799824,4.53347528159108,4.69755438758768,-0.0662879998407844,0.80140387512442,0.999789157560756,30.84,15.51,17.95,22.39,29.12,29.15,16.79,23.56,36.87,23.36,"MYCL","Not Significant",0.0961485619019673,0.0961485619019673,"Not Capped"
"22284","chr1",39653834,39654234,401,"*",3.55429331402271,3.55974242427411,3.54882354423249,0.107038830141743,0.801935592079995,0.999789157560756,15.7,7.9,9.14,11.4,14.83,13.15,7.57,10.63,16.63,10.54,"HEYL","Not Significant",0.095860510927199,0.095860510927199,"Not Capped"
"22298","chr1",42035782,42036182,401,"*",5.9670349323607,5.94561500789489,5.98814147887563,0.0547646589961533,0.802510448769419,0.999789157560756,82.06,41.27,47.76,59.58,77.49,71.32,41.08,57.63,90.2,57.14,"HIVEP3","Not Significant",0.0955493043270035,0.0955493043270035,"Not Capped"
"22311","chr19",4035612,4036012,401,"*",3.40189702711002,3.29046661998781,3.50533447866988,-0.115833722212554,0.802928472237593,0.999789157560756,13.03,6.55,7.58,9.46,12.3,12.76,7.35,10.31,16.14,10.22,"PIAS4","Not Significant",0.0953231415159975,0.0953231415159975,"Not Capped"
"22320","chr2",95159513,95159913,401,"*",4.77295081483385,4.69094876582267,4.85054152398909,-0.0619447692522295,0.803040386146149,0.999789157560756,34.39,17.3,20.01,24.97,32.48,32.41,18.67,26.2,41,25.97,"ZNF514","Not Significant",0.0952626128292062,0.0952626128292062,"Not Capped"
"22344","chr4",102612951,102613351,401,"*",4.5834997233364,4.49928674074871,4.66306696162682,-0.0660626177267973,0.803855280874268,0.999789157560756,30.11,15.15,17.52,21.86,28.44,28.46,16.4,23,36,22.81,"NFKB1","Not Significant",0.0948221308223704,0.0948221308223704,"Not Capped"
"22355","chr1",212607312,212607712,401,"*",4.17050398039401,4.07936702315986,4.25622418477573,-0.0787569580843253,0.804278215787499,0.999789157560756,22.51,11.32,13.1,16.34,21.25,21.47,12.37,17.35,27.16,17.2,"ATF3","Not Significant",0.0945936941861874,0.0945936941861874,"Not Capped"
"22357","chr4",18020740,18021140,401,"*",4.45926278833394,4.37339722644977,4.54030365851559,-0.0691016628076794,0.804322338400261,0.999789157560756,27.6,13.88,16.06,20.04,26.06,26.14,15.06,21.13,33.07,20.95,"LCORL","Not Significant",0.0945698694930965,0.0945698694930965,"Not Capped"
"22358","chr6",45663442,45663842,401,"*",4.30491121923796,4.21628465343852,4.38840701379677,-0.0742565724788626,0.804383530206593,0.999789157560756,24.75,12.45,14.4,17.97,23.37,23.53,13.55,19.02,29.76,18.85,"RUNX2","Not Significant",0.0945368301857143,0.0945368301857143,"Not Capped"
"22361","chr19",1590001,1590401,401,"*",3.29891516532081,3.1852590030209,3.40426763322407,-0.120018372731656,0.804444654493362,0.999789157560756,12.11,6.09,7.05,8.79,11.44,11.9,6.85,9.61,15.05,9.53,"MBD3","Not Significant",0.094503829843329,0.094503829843329,"Not Capped"
"22378","chr19",9674972,9675372,401,"*",4.44293381984771,4.35695113733118,4.52407900730497,-0.0694267085480499,0.804950964906298,0.999789157560756,27.28,13.72,15.88,19.81,25.76,25.85,14.89,20.89,32.7,20.71,"ZNF562","Not Significant",0.0942305746870805,0.0942305746870805,"Not Capped"
"22384","chr20",2508858,2509258,401,"*",5.0333920580758,4.95394033508269,5.10869568590629,-0.0571431133681657,0.805176321833476,0.999789157560756,41.27,20.76,24.02,29.96,38.97,38.77,22.33,31.33,49.03,31.06,"ZNF343","Not Significant",0.0941090050802832,0.0941090050802832,"Not Capped"
"22391","chr18",3450687,3451087,401,"*",4.61293544504433,4.59660772840857,4.62908043861327,0.0645397154827238,0.805408681235068,0.999789157560756,32.21,16.2,18.75,23.39,30.42,27.8,16.02,22.47,35.16,22.28,"TGIF1","Not Significant",0.0939836935860904,0.0939836935860904,"Not Capped"
"22395","chr7",64665848,64666248,401,"*",4.90309493998516,4.82269933767901,4.97924591396538,-0.0589763044587893,0.805519322809171,0.999789157560756,37.68,18.95,21.93,27.36,35.58,35.44,20.41,28.64,44.82,28.4,"ZNF107","Not Significant",0.0939240372574935,0.0939240372574935,"Not Capped"
"22410","chr18",55670389,55670789,401,"*",2.8413838075064,2.70732839985058,2.96403495076366,-0.156464388016967,0.806039051240412,0.999789157560756,8.7,4.37,5.06,6.31,8.21,8.77,5.05,7.08,11.09,7.02,"TCF4","Not Significant",0.0936439168458022,0.0936439168458022,"Not Capped"
"22431","chr2",165435112,165435512,401,"*",3.03747050414686,2.91426200742969,3.15097970204229,-0.13724353982874,0.806744921214693,0.999789157560756,10.04,5.05,5.84,7.29,9.48,9.98,5.75,8.07,12.62,8,"CSRNP3","Not Significant",0.0932637599747256,0.0932637599747256,"Not Capped"
"22452","chr5",23186304,23186704,401,"*",3.6283057300075,3.52530306578906,3.72444193169983,-0.100828643968362,0.807414754437923,0.999789157560756,15.33,7.71,8.92,11.13,14.48,14.85,8.55,12,18.78,11.9,"PRDM9","Not Significant",0.0929033186953025,0.0929033186953025,"Not Capped"
"22457","chr10",102394209,102394609,401,"*",6.48422312844092,6.46285303052711,6.50528129406362,0.0548804287214085,0.807704605423083,0.999789157560756,117.45,59.07,68.35,85.27,110.9,102.06,58.79,82.48,129.09,81.78,"NFKB2","Not Significant",0.0927474408228569,0.0927474408228569,"Not Capped"
"22467","chr2",238764795,238765195,401,"*",3.51074179244357,3.40376893062982,3.61032743430822,-0.108590477321191,0.807987972210216,0.999789157560756,14.09,7.09,8.2,10.23,13.31,13.72,7.9,11.09,17.36,10.99,"TWIST2","Not Significant",0.092595104128399,0.092595104128399,"Not Capped"
"22473","chr7",13861643,13862043,401,"*",3.23047615474002,3.11323739539283,3.3388995417198,-0.126187351336624,0.808215462392799,0.999789157560756,11.52,5.79,6.71,8.36,10.88,11.37,6.55,9.19,14.38,9.11,"ETV1","Not Significant",0.0924728450989724,0.0924728450989724,"Not Capped"
"22494","chr6",41735428,41735828,401,"*",5.60013321240904,5.57775165016092,5.62217285119055,0.0528149106606919,0.809034032004446,0.999789157560756,63.59,31.98,37.01,46.17,60.05,55.34,31.88,44.72,69.99,44.34,"TFEB","Not Significant",0.0920332094126024,0.0920332094126024,"Not Capped"
"22503","chr18",48952280,48952680,401,"*",4.12394980577715,4.11443335045204,4.13340389880428,0.0779152622706061,0.809390134453808,0.999789157560756,23.06,11.6,13.42,16.74,21.78,19.72,11.36,15.94,24.94,15.8,"SMAD7","Not Significant",0.0918420934685241,0.0918420934685241,"Not Capped"
"22531","chr1",26744042,26744442,401,"*",4.86919021114872,4.8495804224883,4.88853702483539,0.0582857783446247,0.810303213043902,0.999789157560756,38.39,19.31,22.34,27.87,36.25,33.28,19.17,26.89,42.09,26.67,"ARID1A","Not Significant",0.0913524390091275,0.0913524390091275,"Not Capped"
"22568","chr3",48241582,48241982,401,"*",3.49073745670637,3.38494740650706,3.58929728672761,-0.10613631325795,0.811594187018524,0.999789157560756,13.91,7,8.09,10.1,13.13,13.52,7.79,10.93,17.1,10.84,"ZNF589","Not Significant",0.0906610722286612,0.0906610722286612,"Not Capped"
"22581","chr19",58183133,58183533,401,"*",5.54886963999228,5.52612887299609,5.57125750660302,0.052124466008997,0.811976450107803,0.999789157560756,61.36,30.86,35.71,44.55,57.94,53.42,30.77,43.17,67.57,42.8,"ZNF274","Not Significant",0.0904565664934864,0.0904565664934864,"Not Capped"
"22594","chr7",103344536,103344936,401,"*",4.88516107458664,4.80574319733122,4.96043429863217,-0.057015613589645,0.812283203738738,0.999789157560756,37.24,18.73,21.67,27.04,35.16,34.98,20.15,28.27,44.24,28.03,"DNAJC2","Not Significant",0.0902925269441603,0.0902925269441603,"Not Capped"
"22615","chr2",73293476,73293876,401,"*",4.9851077515781,4.90654926306471,5.05960852875751,-0.0554572316279405,0.812990173963336,0.999789157560756,39.94,20.09,23.24,28.99,37.71,37.47,21.58,30.28,47.39,30.02,"EGR4","Not Significant",0.0899147033841491,0.0899147033841491,"Not Capped"
"22617","chr5",135031186,135031586,401,"*",3.99850092555298,3.90538622754647,4.08596843762398,-0.0824457908520147,0.813019248853514,0.999789157560756,19.95,10.03,11.61,14.48,18.84,19.08,10.99,15.42,24.13,15.29,"PITX1","Not Significant",0.089899172029668,0.089899172029668,"Not Capped"
"22627","chr2",2057164,2057564,401,"*",3.95230479600028,3.85902129247846,4.03992123668481,-0.0826992231780483,0.813426507772744,0.999789157560756,19.32,9.72,11.24,14.03,18.24,18.48,10.65,14.94,23.37,14.81,"MYT1L","Not Significant",0.089681679003167,0.089681679003167,"Not Capped"
"22632","chr7",129657527,129657927,401,"*",2.79221065867813,2.8202045819711,2.76366277716546,0.152099968953446,0.813490281286592,0.999789157560756,9.4,4.73,5.47,6.83,8.88,7.63,4.4,6.17,9.65,6.11,"NRF1","Not Significant",0.0896476311829513,0.0896476311829513,"Not Capped"
"22663","chr17",2399595,2399995,401,"*",5.99203186371177,5.91571733285505,6.0645115716794,-0.0513133603856756,0.814697055924876,0.999789157560756,80.38,40.43,46.78,58.36,75.9,75.19,43.32,60.77,95.11,60.25,"MNT","Not Significant",0.0890038530988219,0.0890038530988219,"Not Capped"
"22666","chr17",76141093,76141493,401,"*",5.14625669128702,5.12425097993104,5.16793178190669,0.0536182105449939,0.814876311444243,0.999789157560756,46.44,23.36,27.03,33.72,43.85,40.39,23.27,32.64,51.09,32.36,"FOXJ1","Not Significant",0.0889083070070843,0.0889083070070843,"Not Capped"
"22669","chr11",45102746,45103146,401,"*",4.16812508170087,4.07880227918765,4.25223853013115,-0.0756613895276601,0.815115473573129,0.999789157560756,22.5,11.32,13.09,16.33,21.25,21.41,12.33,17.3,27.08,17.16,"PRDM11","Not Significant",0.0887808624462524,0.0887808624462524,"Not Capped"
"22682","chr1",23539729,23540129,401,"*",4.87732078049908,4.85668094615548,4.8976694922627,0.0561160910336111,0.815406907149765,0.999789157560756,38.58,19.4,22.45,28.01,36.43,33.49,19.29,27.07,42.36,26.83,"E2F2","Not Significant",0.0886256140460848,0.0886256140460848,"Not Capped"
"22700","chr3",71584476,71584876,401,"*",3.90168216123219,3.80763224299411,3.98997435876946,-0.0842530412458672,0.81598847101438,0.999789157560756,18.64,9.38,10.85,13.54,17.61,17.85,10.28,14.43,22.58,14.3,"FOXP1","Not Significant",0.0883159772880604,0.0883159772880604,"Not Capped"
"22705","chr3",44729338,44729738,401,"*",4.04815180925742,3.95752686609485,4.13341892012045,-0.0780247246949984,0.816144195412974,0.999789157560756,20.69,10.4,12.04,15.02,19.53,19.72,11.36,15.94,24.94,15.8,"ZNF501","Not Significant",0.0882331038199856,0.0882331038199856,"Not Capped"
"22714","chr1",58755032,58755432,401,"*",3.94921054102898,3.94186256079261,3.9565212858673,0.081982911452178,0.81637720731039,0.999789157560756,20.46,10.29,11.91,14.86,19.32,17.44,10.05,14.1,22.06,13.98,"JUN","Not Significant",0.0881091289896601,0.0881091289896601,"Not Capped"
"22716","chr20",43681978,43682378,401,"*",3.35894209015082,3.36612175840189,3.35172651302365,0.111016804477015,0.816392307985947,0.999789157560756,13.73,6.91,7.99,9.97,12.96,11.47,6.61,9.27,14.51,9.19,"MYBL2","Not Significant",0.0881010958410667,0.0881010958410667,"Not Capped"
"22734","chr19",58466789,58467189,401,"*",5.72162514528388,5.64575877149788,5.79370049431979,-0.0504120020105089,0.817167000523287,0.999789157560756,66.66,33.53,38.79,48.4,62.95,62.32,35.9,50.37,78.83,49.94,"ZNF324","Not Significant",0.0876891797048018,0.0876891797048018,"Not Capped"
"22745","chr19",8655251,8655651,401,"*",4.18289111706036,4.17097396690063,4.19471063345684,0.0731636015033861,0.817506123189341,0.999789157560756,23.98,12.06,13.96,17.41,22.65,20.57,11.85,16.63,26.02,16.48,"NFILZ","Not Significant",0.0875089857534457,0.0875089857534457,"Not Capped"
"22752","chr12",53344975,53345375,401,"*",4.52795803046259,4.44558748221047,4.60587856895472,-0.0625824419794769,0.817699168357606,0.999789157560756,29.01,14.59,16.88,21.06,27.4,27.36,15.76,22.11,34.6,21.92,"SP7","Not Significant",0.0874064439476453,0.0874064439476453,"Not Capped"
"22795","chr19",44207256,44207656,401,"*",3.77526882663402,3.7702279732264,3.78029212833981,0.0864055382689159,0.818892888864693,0.999789157560756,18.17,9.14,10.57,13.19,17.15,15.44,8.89,12.48,19.53,12.37,"ZNF227","Not Significant",0.0867729002141146,0.0867729002141146,"Not Capped"
"22805","chr9",1009132,1009532,401,"*",4.0239111217396,3.93352027651103,4.10897097272963,-0.0775652429585075,0.819246782710889,0.999789157560756,20.34,10.23,11.84,14.77,19.21,19.39,11.17,15.67,24.52,15.53,"DMRT3","Not Significant",0.0865852554733877,0.0865852554733877,"Not Capped"
"22831","chr6",35497149,35497549,401,"*",4.94053477372116,4.91890867288492,4.96184147963446,0.0543268908298452,0.82015904546581,0.999789157560756,40.28,20.26,23.44,29.24,38.03,35.01,20.17,28.3,44.29,28.06,"TEAD3","Not Significant",0.0861019209449972,0.0861019209449972,"Not Capped"
"22862","chr19",23686970,23687370,401,"*",4.77760525734965,4.69820051926061,4.85286667805553,-0.0569819824678315,0.821088556816091,0.999789157560756,34.57,17.38,20.12,25.09,32.64,32.47,18.7,26.24,41.07,26.01,"ZNF675","Not Significant",0.0856100004171111,0.0856100004171111,"Not Capped"
"22893","chr6",108558352,108558752,401,"*",5.99614628245819,5.92094465120574,6.06762141355951,-0.04918156146803,0.821932783027448,0.999789157560756,80.67,40.57,46.95,58.57,76.18,75.36,43.41,60.9,95.31,60.38,"FOXO3","Not Significant",0.0851636972456967,0.0851636972456967,"Not Capped"
"22898","chr19",58380965,58381365,401,"*",6.52215639395533,6.44622907788456,6.59428674345923,-0.0505915526590106,0.822227897369575,0.999789157560756,116.1,58.4,67.57,84.29,109.63,108.56,62.53,87.73,137.31,86.98,"ZNF837","Not Significant",0.0850077921286105,0.0850077921286105,"Not Capped"
"22908","chr6",29016821,29017221,401,"*",4.25880633201497,4.24448001789049,4.27299178002979,0.0685099420656497,0.82257930658668,0.999789157560756,25.24,12.69,14.69,18.32,23.83,21.72,12.51,17.55,27.47,17.4,"ZNF311","Not Significant",0.0848222201225622,0.0848222201225622,"Not Capped"
"22918","chr6",35331487,35331887,401,"*",3.55487976004183,3.55554153892116,3.55421767745849,0.0981730173789947,0.82316709833216,0.999789157560756,15.66,7.87,9.11,11.37,14.78,13.2,7.6,10.67,16.69,10.57,"PPARD","Not Significant",0.0845119964797681,0.0845119964797681,"Not Capped"
"22942","chr7",65373598,65373998,401,"*",5.24686420966966,5.22301056618909,5.27032986135854,0.0499042567489174,0.823948980233553,0.999789157560756,49.73,25.01,28.94,36.1,46.96,43.36,24.98,35.04,54.85,34.74,"ZNF92","Not Significant",0.084099679430351,0.084099679430351,"Not Capped"
"22950","chr1",201114378,201114778,401,"*",4.99991071226152,4.92330974133894,5.0726487415432,-0.0517378715429542,0.824118032961597,0.999789157560756,40.4,20.32,23.51,29.33,38.15,37.81,21.78,30.56,47.82,30.3,"ASCL5","Not Significant",0.084010582729052,0.084010582729052,"Not Capped"
"22973","chr2",213151748,213152148,401,"*",4.9706023673142,4.9479681344316,4.9928869731924,0.052258862927886,0.825003801019428,0.999789157560756,41.1,20.67,23.92,29.84,38.81,35.78,20.61,28.91,45.25,28.67,"IKZF2","Not Significant",0.0835440505313351,0.0835440505313351,"Not Capped"
"22988","chr1",170730383,170730783,401,"*",2.86645951432587,2.88663064237618,2.8460023585887,0.135608431485911,0.825402696726475,0.999789157560756,9.85,4.95,5.73,7.15,9.3,8.08,4.65,6.53,10.22,6.47,"PRRX1","Not Significant",0.0833341165447259,0.0833341165447259,"Not Capped"
"22992","chr6",21587065,21587465,401,"*",3.98128390975344,3.89080974593169,4.06641753457866,-0.0772402966736742,0.825615106563332,0.999789157560756,19.75,9.93,11.49,14.34,18.65,18.82,10.84,15.21,23.81,15.08,"SOX4","Not Significant",0.0832223692087807,0.0832223692087807,"Not Capped"
"23015","chr1",7704478,7704878,401,"*",5.35294032561535,5.27804987840804,5.42413429746837,-0.0485257634120618,0.826370412241886,0.999789157560756,51.66,25.98,30.07,37.51,48.78,48.24,27.79,38.99,61.02,38.65,"CAMTA1","Not Significant",0.0828252408956456,0.0828252408956456,"Not Capped"
"23016","chr10",42648664,42649064,401,"*",2.73570957289604,2.61037064752677,2.85102434545233,-0.140248163355999,0.826387776242033,0.999789157560756,8.13,4.09,4.73,5.9,7.68,8.11,4.67,6.55,10.25,6.5,"ZNF33B","Not Significant",0.0828161154355505,0.0828161154355505,"Not Capped"
"23028","chr11",46243285,46243685,401,"*",4.33031849277955,4.31444652289198,4.34601774388753,0.0656754872623529,0.826971417849975,0.999789157560756,26.49,13.32,15.42,19.23,25.02,22.85,13.16,18.47,28.9,18.31,"CREB3L1","Not Significant",0.082509500465044,0.082509500465044,"Not Capped"
"23041","chr18",53928612,53929012,401,"*",3.36490331818977,3.25982054249174,3.46284900245899,-0.103792945126712,0.827358628558433,0.999789157560756,12.75,6.41,7.42,9.26,12.04,12.39,7.14,10.01,15.67,9.93,"MBD2","Not Significant",0.0823061994641908,0.0823061994641908,"Not Capped"
"23046","chr14",33126282,33126682,401,"*",3.4393946369045,3.44187275286182,3.43691225696436,0.101833242337399,0.827591845113463,0.999789157560756,14.47,7.28,8.42,10.5,13.66,12.17,7.01,9.83,15.39,9.75,"NPAS3","Not Significant",0.0821837974162507,0.0821837974162507,"Not Capped"
"23051","chr20",44070268,44070668,401,"*",4.93650751353648,4.91361346889162,4.95904392182632,0.0518261038836654,0.827729629697257,0.999789157560756,40.13,20.18,23.35,29.14,37.89,34.95,20.13,28.24,44.2,28,"TOX2","Not Significant",0.0821114983668127,0.0821114983668127,"Not Capped"
"23058","chr3",71226709,71227109,401,"*",4.3312123919147,4.24795948748704,4.40992204472662,-0.0641182201928547,0.827974132528252,0.999789157560756,25.3,12.72,14.72,18.37,23.89,23.88,13.76,19.3,30.21,19.14,"FOXP1","Not Significant",0.0819832311809727,0.0819832311809727,"Not Capped"
