# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	NKX1-1 (-105492)
Region28848	GPRC5A (+25618)
Region28849	TTBK2 (-488)
Region28850	NKX3-1 (+28)
Region28851	ENSG00000258989 (+39653)
Region28852	GPR85 (+70275)
Region28853	GOLPH3L (-307)
Region28854	AGXT (+21822)
Region28855	ALCAM (+107167)
Region28856	SDCBP2 (+377)
Region28857	ITPKB (+27181)
Region28858	SLC4A8 (+278)
Region28859	MEF2C (+213011)
Region28860	RAC2 (-16448)
Region28861	EDN3 (+103336)
Region28862	LGR4 (-142)
Region28863	H3F3C (+20846)
Region28864	CDV3 (-67129)
Region28865	DNMT3A (-34388)
Region28866	VSIG1 (+5806)
Region28867	PAQR7 (-4299)
Region28868	TOP2B (-626)
Region28869	MACF1 (-2459)
Region28870	PYGB (+51)
Region28871	CEP112 (-389)
Region28872	DLG1 (+451)
Region28873	EXOC2 (+206)
Region28874	COA7 (-4832)
Region28875	HTR1B (+451576)
Region28876	LUZP2 (+825840)
Region28877	TMEM121 (+798111)
Region28878	R3HDM4 (+3850)
Region28879	HLF (-26475)
Region28880	TMSB4X (-115)
Region28881	SRCAP (-981)
Region28882	PCBP3 (-28146)
Region28883	THBS4 (+100967)
Region28884	ZMYM6 (+119)
Region28885	CHP1 (-21)
Region28886	GRWD1 (+106)
Region28887	NRXN3 (-20980)
Region28888	FOXC1 (-13578)
Region28889	RASSF3 (+37885)
Region28890	DOCK2 (+138)
Region28891	SLC22A23 (+1287)
Region28892	PDP2 (-7100)
Region28893	EIF5A (+338)
Region28894	MAML3 (-98880)
Region28895	PELP1 (+235)
Region28896	SIN3A (-152)
Region28897	SERPINH1 (-184)
Region28898	DUSP6 (+372407)
Region28899	KAZALD1 (-949)
Region28900	ATP5C1 (-6)
Region28901	LTA (+402)
Region28902	LYPD1 (-58229)
Region28903	FAM9C (-48131)
Region28904	DDX51 (+74967)
Region28905	ANKZF1 (-54)
Region28906	SP3 (-74285)
Region28907	MOB2 (-28978)
Region28908	VGLL3 (+7221)
Region28909	PTPRD (+977225)
Region28910	NSD3 (+13556)
Region28911	MICU3 (-21)
Region28912	SPG11 (-103)
Region28913	OS9 (+13724)
Region28914	ATP8B3 (+15441)
Region28915	TIGIT (+17842)
Region28916	KNL1 (+8249)
Region28917	AKT1S1 (-12316)
Region28918	KATNAL1 (+447)
Region28919	GTF2IRD2B (+64478)
Region28920	PIK3C2G (+41180)
Region28921	TMEM165 (-84)
Region28922	SLC25A17 (-55)
Region28923	TLCD2 (-5983)
Region28924	HSPA6 (+6605)
Region28925	ZNF143 (+45827)
Region28926	DNAJC15 (+272941)
Region28927	TRIM27 (+19518)
Region28928	VWA5B1 (+52515)
Region28929	PGAP2 (+86)
Region28930	MNT (-429)
Region28931	SMIM18 (-75164)
Region28932	VSTM1 (+33763)
Region28933	RNASEK (+83)
Region28934	PODXL2 (+625)
Region28935	DDX10 (+273836)
Region28936	BAK1 (+9010)
Region28937	MRTO4 (-10044)
Region28938	GRIN2D (+20735)
Region28939	SLC41A2 (-57713)
Region28940	TBC1D2 (-153693)
Region28941	NONE
Region28942	SMS (+44936)
Region28943	KDM1B (-62)
Region28944	STAC2 (-12842)
Region28945	CYP2J2 (-20721)
Region28946	MTRNR2L11 (-832176)
Region28947	DRG2 (-61)
Region28948	SLC39A10 (-35070)
Region28949	EMC10 (-50)
Region28950	ACSM3 (+129)
Region28951	LRRC8D (+274)
Region28952	ITPR2 (-124)
Region28953	C1QTNF12 (-4371)
Region28954	RBM11 (+39443)
Region28955	RBP4 (+1115)
Region28956	CCDC136 (-725)
Region28957	STUM (+77878)
Region28958	FAM174B (-78165)
Region28959	TEX51 (+73221)
Region28960	PRDM8 (+12120)
Region28961	FASN (-28576)
Region28962	SNTA1 (-13472)
Region28963	KLHL11 (+49)
Region28964	GCNT4 (-22705)
Region28965	CDK9 (-366)
Region28966	NAA50 (+136)
Region28967	CRYBA4 (+35543)
Region28968	ARID4A (+868)
Region28969	STK38 (-23)
Region28970	DICER1 (+513)
Region28971	HLA-B (-69414)
Region28972	T (+235771)
Region28973	FIS1 (+213)
Region28974	MFSD4B (+55346)
Region28975	ZNF611 (+44503)
Region28976	PCDH20 (-294845)
Region28977	IRX1 (+156329)
Region28978	RAB11FIP4 (+133982)
Region28979	FOXI1 (-210173)
Region28980	TSPAN17 (-104)
Region28981	FAM131B (+17121)
Region28982	RNF6 (+491)
Region28983	GPX4 (+26)
Region28984	NONE
Region28985	KLHL33 (+6590)
Region28986	ELF1 (+14170)
Region28987	HNRNPF (-60)
Region28988	C1orf216 (-7654)
Region28989	POLG (-32)
Region28990	CRTC3 (+64514)
Region28991	GRM4 (+47340)
Region28992	TSPAN8 (-107021)
Region28993	PDLIM1 (-36616)
Region28994	IL12RB1 (-18988)
Region28995	CFAP126 (-22281)
Region28996	STT3B (-305410)
Region28997	FMN1 (-129)
Region28998	NONE
Region28999	INPP4B (-959)
Region29000	PSMB2 (+252)
Region29001	RASSF3 (-81)
Region29002	LHFPL1 (+120)
Region29003	DYNC1I2 (-59745)
Region29004	PDE3B (+340)
Region29005	CASR (+53590)
Region29006	P4HB (-166)
Region29007	C1D (+209182)
Region29008	CORO7 (-83)
Region29009	APOLD1 (-441)
Region29010	DPP4 (+81837)
Region29011	CAVIN2 (-124812)
Region29012	IL37 (+29202)
Region29013	EEF2K (-10386)
Region29014	DLX4 (-16594)
Region29015	FAM217B (+26)
Region29016	SMIM7 (-39)
Region29017	MICALCL (-62181)
Region29018	BCR (+591)
Region29019	PPP1R3A (-18132)
Region29020	APBB1 (-5)
Region29021	XPO4 (-44)
Region29022	SLC30A7 (+8)
Region29023	ENSG00000259753 (+70086)
Region29024	BCORL1 (-22660)
Region29025	JAM2 (+519)
Region29026	NMBR (+480790)
Region29027	CDH9 (-925316)
Region29028	TCAF2 (-2)
Region29029	GEMIN2 (+76)
Region29030	NAT8L (-798)
Region29031	MTURN (+14494)
Region29032	MAN1A1 (-541137)
Region29033	PMVK (+18911)
Region29034	NONE
Region29035	ERV3-1 (-74649)
Region29036	ATPIF1 (+11178)
Region29037	SORCS1 (-776099)
Region29038	RASA3 (-16106)
Region29039	GPR18 (-15040)
Region29040	DUPD1 (+40112)
Region29041	ACYP1 (-5)
Region29042	MBNL1 (+1002)
Region29043	OR10AD1 (+5161)
Region29044	HIVEP3 (-1675)
Region29045	RIPK3 (+48)
Region29046	GRAMD2B (-638580)
Region29047	HECTD1 (-530)
Region29048	PPM1M (+7262)
Region29049	DNAJC7 (+164)
Region29050	TAF8 (-10765)
Region29051	NDNF (+123)
Region29052	LZTS2 (-1633)
Region29053	DSEL (+327748)
Region29054	CEACAM3 (-10670)
Region29055	METRNL (-10850)
Region29056	FLI1 (+22836)
Region29057	REG3G (-454590)
Region29058	CPLX1 (+44224)
Region29059	TUBB3 (+3075)
Region29060	CPOX (+29569)
Region29061	FAS (+28108)
Region29062	PPP1R3A (-70721)
Region29063	PTDSS2 (-2044)
Region29064	DNM2 (-298)
Region29065	DCN (-450925)
Region29066	SLC26A3 (-21545)
Region29067	LTBP2 (-6324)
Region29068	WIPI2 (-60527)
Region29069	TMPRSS15 (-515225)
Region29070	AQP8 (+16938)
Region29071	ENSG00000214732 (+11521)
Region29072	FAM83D (-133)
Region29073	NFU1 (+172)
Region29074	SPTSSB (-21734)
Region29075	LINGO2 (-572288)
Region29076	CITED2 (-286011)
Region29077	MGEA5 (-196)
Region29078	DOLPP1 (-137)
Region29079	HGNC:24955 (+268493)
Region29080	SLITRK6 (-672754)
Region29081	AKAIN1 (+139734)
Region29082	CWC22 (-223)
Region29083	IRF2 (-63070)
Region29084	TUBD1 (+55130)
Region29085	BTNL9 (-8494)
Region29086	TM2D3 (+15)
Region29087	FRY (+26)
Region29088	CNGA3 (+1022)
Region29089	BTG2 (-36323)
Region29090	FBXO18 (-4344)
Region29091	LMNB2 (+32)
Region29092	LNPEP (-11078)
Region29093	HIVEP2 (-1122)
Region29094	MAP7D1 (+5986)
Region29095	CELF2 (-599654)
Region29096	C4orf26 (+17576)
Region29097	EBF3 (+178071)
Region29098	PHPT1 (+331)
Region29099	LYZL2 (-154394)
Region29100	PDE9A (+30620)
Region29101	SELENOO (-9343)
Region29102	SOCS6 (+141552)
Region29103	KCNJ9 (+4310)
Region29104	RGS9 (-36775)
Region29105	RAB40C (+514)
Region29106	SEMA3B (-9088)
Region29107	NONE
Region29108	EGFL7 (-27258)
Region29109	RPL5 (-13897)
Region29110	LENG1 (-65)
Region29111	RCOR2 (+28284)
Region29112	RGL2 (-209)
Region29113	CNTN6 (+249789)
Region29114	NDUFA4L2 (+1448)
Region29115	MTOR (-175)
Region29116	AGR3 (-51953)
Region29117	ABCA3 (-223)
Region29118	NMRAL1 (+1685)
Region29119	MAPK11 (-5948)
Region29120	NAB1 (+111845)
Region29121	ZNF225 (-8)
Region29122	FKBP6 (+30847)
Region29123	NDUFAF6 (-25)
Region29124	KIF26B (-1662)
Region29125	CHADL (+3128)
Region29126	DNHD1 (+8463)
Region29127	POLE4 (+322)
Region29128	RTKN (+1167)
Region29129	ANXA3 (+54591)
Region29130	RHBDF2 (-53)
Region29131	MC1R (+201)
Region29132	DNMT3A (+69095)
Region29133	LRP1 (-230)
Region29134	OSGEP (-38)
Region29135	FSHR (-772274)
Region29136	NFAT5 (-276)
Region29137	MTERF4 (-13340)
Region29138	NFKB2 (-132)
Region29139	DSN1 (-95)
Region29140	CDKN1B (-10996)
Region29141	CORO2B (+95262)
Region29142	TRNT1 (-23)
Region29143	MMS22L (-491707)
Region29144	THEMIS (-82)
Region29145	PATZ1 (+214)
Region29146	NECTIN3 (+228246)
Region29147	ARL4D (-37914)
Region29148	AHDC1 (+35006)
Region29149	CADM2 (-109274)
Region29150	PYCR3 (-128)
Region29151	RNF144A (+160160)
Region29152	RASA2 (+87)
Region29153	AGPAT4 (-715790)
Region29154	ITGB1 (-443)
Region29155	C3orf38 (+245260)
Region29156	DNM1L (-4957)
Region29157	SH3BP4 (+74082)
Region29158	PAG1 (+14565)
Region29159	VIPR1 (-67)
Region29160	CHRM3 (-319044)
Region29161	TMEM52 (-192)
Region29162	ADAMTS10 (-2477)
Region29163	HIRIP3 (+274)
Region29164	NUF2 (-136)
Region29165	PPP2R5C (-55539)
Region29166	LMO3 (-541601)
Region29167	KIFC2 (+971)
Region29168	ATG7 (+119228)
Region29169	NONE
Region29170	CNTLN (-87)
Region29171	COA5 (+39153)
Region29172	STC2 (+35445)
Region29173	MTRNR2L10 (+21836)
Region29174	SCP2D1 (-77037)
Region29175	FOXP1 (+513939)
Region29176	ENSG00000270339 (-42634)
Region29177	TXN (+207955)
Region29178	TYSND1 (-68)
Region29179	SPTSSB (+61821)
Region29180	LATS2 (+43743)
Region29181	PUM3 (+58751)
Region29182	ADGRA3 (+159)
Region29183	ASPM (-54)
Region29184	CCND2 (-166205)
Region29185	DEDD2 (+42944)
Region29186	ATF6B (-97)
Region29187	TBL1XR1 (+968274)
Region29188	SNRPG (-56)
Region29189	QKI (+557668)
Region29190	ADAMTS5 (+443)
Region29191	HNRNPA3 (-386030)
Region29192	GLTP (-83)
Region29193	STARD5 (+37362)
Region29194	PDE8A (+765)
Region29195	BBIP1 (-172)
Region29196	GRID1 (+262901)
Region29197	NAGS (+2427)
Region29198	MGAT4D (+342)
Region29199	EIF2S2 (-10683)
Region29200	PTGES2 (+152)
Region29201	IQUB (-1818)
Region29202	NR5A2 (-489807)
Region29203	ANP32A (+25334)
Region29204	BCKDHB (-92)
Region29205	FAM200B (-84)
Region29206	YY1 (-24390)
Region29207	SUCLA2 (+226886)
Region29208	FOXG1 (-880184)
Region29209	SLC35C1 (-48220)
Region29210	HMOX1 (-8624)
Region29211	ARHGEF37 (-5449)
Region29212	KDR (+336)
Region29213	ATP5O (+21068)
Region29214	GNA14 (+214423)
Region29215	OR10H1 (-21376)
Region29216	PCID2 (+23677)
Region29217	ZNF705E (+7766)
Region29218	CDCA7 (+126096)
Region29219	NONE
Region29220	BPHL (-44)
Region29221	TDRD7 (+27)
Region29222	LCTL (-56667)
Region29223	FCHO2 (-34353)
Region29224	ENSG00000257046 (+80176)
Region29225	DDX31 (-98670)
Region29226	FGFR1 (-587)
Region29227	CHRNA7 (-52695)
Region29228	ADGRA3 (-173228)
Region29229	TRIML1 (+765894)
Region29230	TLK1 (-87606)
Region29231	CD109 (+37375)
Region29232	PJA1 (+157)
Region29233	PIGT (+20993)
Region29234	NSD1 (-22003)
Region29235	ADGRL3 (-598587)
Region29236	TOB1 (-65182)
Region29237	RPA3 (-215685)
Region29238	HAP1 (-3529)
Region29239	GFOD1 (+59218)
Region29240	PURB (-276)
Region29241	PRKRIP1 (-126)
Region29242	OSTF1 (+149934)
Region29243	RASSF10 (-45270)
Region29244	KYAT1 (+18291)
Region29245	AKR1E2 (+108)
Region29246	DNAI1 (-21165)
Region29247	MYO18A (+31413)
Region29248	ROS1 (+79471)
Region29249	TMEM181 (-17999)
Region29250	GNB4 (+244)
Region29251	GABBR2 (-12956)
Region29252	COL6A2 (-6945)
Region29253	GPR17 (+4024)
Region29254	TRAF4 (+39)
Region29255	MTRNR2L12 (+920422)
Region29256	INPP1 (+16659)
Region29257	TNS2 (+5437)
Region29258	TUBA4A (+14)
Region29259	CHST11 (+28951)
Region29260	SPATA31A1 (+454060)
Region29261	SMAD7 (-25364)
Region29262	GRM7 (-74272)
Region29263	APPBP2 (+257)
Region29264	CHN2 (-65700)
Region29265	SNX11 (+23777)
Region29266	ANKLE1 (+1167)
Region29267	FIGNL2 (+127113)
Region29268	MTURN (+17)
Region29269	HIGD1B (+13346)
Region29270	PPP1R15B (-34796)
Region29271	RGS10 (+25898)
Region29272	NOG (+46442)
Region29273	PRDM1 (-104693)
Region29274	SARS2 (-59)
Region29275	LBH (-6259)
Region29276	NME8 (-48133)
Region29277	TNFRSF21 (+67526)
Region29278	RBPJ (-115454)
Region29279	TMEM53 (+217)
Region29280	LAMA4 (-34762)
Region29281	GTF3C4 (+153)
Region29282	PLLP (+6886)
Region29283	LIMA1 (-78)
Region29284	LRIG1 (-82065)
Region29285	DGKI (+210196)
Region29286	MPI (+16643)
Region29287	OSR1 (+10584)
Region29288	COL10A1 (-6628)
Region29289	CILP2 (-5880)
Region29290	BHLHE22 (+71172)
Region29291	MYL12B (+56372)
Region29292	OGDH (+6236)
Region29293	KDM5C (+1106)
Region29294	SPART (+161)
Region29295	ARHGAP17 (+23561)
Region29296	NRXN3 (+715438)
Region29297	ANXA6 (+7220)
Region29298	PDE12 (-43)
Region29299	MYO1G (-20892)
Region29300	SPDYA (+14871)
Region29301	ESD (+117416)
Region29302	LY86 (+26404)
Region29303	CHD2 (+4015)
Region29304	CSRNP1 (+167)
Region29305	FBXO33 (+65933)
Region29306	TRPT1 (+36)
Region29307	NONE
Region29308	ZNF507 (+102)
Region29309	ADAMTS7 (-19384)
Region29310	FABP3 (-394)
Region29311	GPR174 (+88264)
Region29312	TBL1XR1 (-401524)
Region29313	GORAB (-98910)
Region29314	PLXNA4 (+441335)
Region29315	BCKDHB (+211036)
Region29316	RPL3 (+12868)
Region29317	PGRMC1 (+2)
Region29318	TBL1X (-123809)
Region29319	ZSCAN30 (-64)
Region29320	PHTF2 (+75287)
Region29321	CHST15 (-132120)
Region29322	CUL1 (-252773)
Region29323	TFIP11 (-8)
Region29324	HNF4G (+287343)
Region29325	SMIM30 (-28)
Region29326	CNDP2 (+34)
Region29327	FOXO1 (-78)
Region29328	COX7A1 (-17913)
Region29329	SLC16A2 (+71548)
Region29330	PTGER4 (-242766)
Region29331	ZFHX3 (+342996)
Region29332	MAP3K4 (-96)
Region29333	TMCC3 (-92626)
Region29334	ERVMER34-1 (+29211)
Region29335	EPHX2 (+25192)
Region29336	NEDD1 (-5588)
Region29337	NOP2 (+9)
Region29338	PBX4 (+20558)
Region29339	CTNND2 (-321704)
Region29340	SSC5D (+15479)
Region29341	LYZL2 (+45268)
Region29342	FGL2 (+81)
Region29343	IER3IP1 (+70)
Region29344	DGKD (-68)
Region29345	MKL2 (+238055)
Region29346	MTPAP (+128)
Region29347	RUNX1 (-479432)
Region29348	EDA2R (-112921)
Region29349	AMZ1 (+30295)
Region29350	DDX18 (-17)
Region29351	SLC25A53 (+114)
Region29352	NPBWR2 (-24466)
Region29353	ZNF354A (-45)
Region29354	ZCCHC13 (-11609)
Region29355	COX7C (-729189)
Region29356	BTN3A2 (-23458)
Region29357	KIAA1456 (+187701)
Region29358	IFNG (-30302)
Region29359	CTAGE5 (-37820)
Region29360	MAP1LC3B (+29044)
Region29361	NCR2 (+9288)
Region29362	SSB (-30844)
Region29363	ANKRD44 (+54905)
Region29364	RTTN (-41)
Region29365	ENSG00000280571 (-24)
Region29366	POM121L12 (-31374)
Region29367	LSM4 (+28)
Region29368	NONE
Region29369	RAD23B (-187)
Region29370	SAP30L (-56)
Region29371	MDM4 (+37)
Region29372	NONE
Region29373	SLU7 (+242)
Region29374	HLCS (-119)
Region29375	SEC13 (-56)
Region29376	PHC2 (+25597)
Region29377	BRAF (-102)
Region29378	LRRC40 (-10)
Region29379	GNAI3 (-32)
Region29380	EDAR (+245)
Region29381	ATAD2 (-119)
Region29382	NRSN1 (-336927)
Region29383	MAST1 (+9223)
Region29384	GPR132 (-93)
Region29385	TEX44 (+11922)
Region29386	NPR1 (+260)
Region29387	DOPEY2 (+9514)
Region29388	SOX2 (+535060)
Region29389	CD248 (+4674)
Region29390	MTERF1 (-69)
Region29391	JADE1 (-256193)
Region29392	CCER1 (+102823)
Region29393	NYAP1 (+9906)
Region29394	HOOK1 (-130556)
Region29395	ZNF800 (-21570)
Region29396	SLCO4C1 (+143)
Region29397	FAM161A (-568)
Region29398	GCM1 (-80671)
Region29399	OCM (+8850)
Region29400	GOLGA7 (-239)
Region29401	C17orf62 (+1341)
Region29402	HMGCR (-100205)
Region29403	MYO1E (-65564)
Region29404	GRAP2 (+25483)
Region29405	BTN3A2 (-36)
Region29406	OXNAD1 (+25802)
Region29407	SOCS2 (-720)
Region29408	CAPRIN2 (-68645)
Region29409	SENP3 (-38)
Region29410	IFIT1 (+36)
Region29411	ACVR2A (-263)
Region29412	ENSG00000283201 (-9902)
Region29413	POMC (-15063)
Region29414	NRN1 (+152613)
Region29415	ADK (+25364)
Region29416	FAM57A (+12)
Region29417	FAM90A26 (-17357)
Region29418	CAST (+40617)
Region29419	TMEM121 (+891154)
Region29420	TUBG2 (+101)
Region29421	PARN (+193672)
Region29422	CEACAM1 (-844)
Region29423	ZNF510 (-46)
Region29424	SNIP1 (+17)
Region29425	FBXL12 (-360)
Region29426	TREH (-20022)
Region29427	PRDM1 (-92841)
Region29428	TSC22D1 (-824)
Region29429	FXYD2 (-19337)
Region29430	TMEM133 (-96962)
Region29431	NONE
Region29432	EME2 (+291)
Region29433	FOXH1 (-2858)
Region29434	MAPKAPK5 (-539)
Region29435	SLC38A2 (-83207)
Region29436	FSHB (-34457)
Region29437	IL12RB1 (-20478)
Region29438	EFNA4 (+7329)
Region29439	MAML2 (+1490)
Region29440	ENSG00000214776 (-71161)
Region29441	NONE
Region29442	CALCRL (+240290)
Region29443	TBCC (-173)
Region29444	GPR12 (+74122)
Region29445	PRKN (-127463)
Region29446	SLC2A6 (-73)
Region29447	KLF12 (+9915)
Region29448	SLC35E2B (+14142)
Region29449	CEACAM21 (-26855)
Region29450	SEPT11 (-151684)
Region29451	MBNL1 (-75693)
Region29452	STT3B (-158392)
Region29453	SLBP (-106)
Region29454	PFKFB3 (+56571)
Region29455	NUDT12 (+85851)
Region29456	OTUD3 (-170)
Region29457	TMEM117 (-39)
Region29458	PCDH17 (+156005)
Region29459	TNFSF8 (-59408)
Region29460	BIVM-ERCC5 (+445)
Region29461	KDR (-60270)
Region29462	EID1 (+231)
Region29463	COX18 (+1)
Region29464	FAM131C (-5521)
Region29465	MRM1 (+120829)
Region29466	CAV1 (+313)
Region29467	PBDC1 (+54)
Region29468	MDFIC (+132932)
Region29469	SURF6 (+158)
Region29470	FAM49B (-128628)
Region29471	FAM69A (+230)
Region29472	SLC7A2 (-10423)
Region29473	ZNF774 (-31997)
Region29474	NOL12 (+86)
Region29475	GATM (+408)
Region29476	AHNAK (-5129)
Region29477	PARP11 (-115269)
Region29478	MED27 (+1)
Region29479	MPHOSPH8 (+31579)
Region29480	ASB18 (-102255)
Region29481	DNAJC9 (+1534)
Region29482	RPS11 (-163)
Region29483	TEX2 (-62)
Region29484	CNGB3 (-240981)
Region29485	RHOU (-99473)
Region29486	GBP2 (-1157)
Region29487	ASXL3 (-44999)
Region29488	GSE1 (-2500)
Region29489	CELA3A (+23509)
Region29490	TMEM211 (-5934)
Region29491	TRMT12 (-24692)
Region29492	SRP72 (+685)
Region29493	TAS2R50 (+5164)
Region29494	PHOSPHO1 (-57590)
Region29495	MIS12 (+36)
Region29496	RAB3IP (-637)
Region29497	AKAP13 (+202177)
Region29498	NEDD4L (+151069)
Region29499	DXO (+93)
Region29500	NOLC1 (+137)
Region29501	SIPA1 (-1829)
Region29502	MTF2 (-36654)
Region29503	NANS (-10964)
Region29504	COX4I1 (-11)
Region29505	TNRC6C (+26430)
Region29506	TRMT44 (+6)
Region29507	PTPRE (-130)
Region29508	SLC47A1 (+46143)
Region29509	SLC30A6 (-64)
Region29510	HS6ST1 (-452438)
Region29511	ATP1A3 (+104)
Region29512	HNRNPLL (+59920)
Region29513	AIPL1 (+12788)
Region29514	ANKRD28 (-47)
Region29515	RARS2 (-59)
Region29516	DYM (+39707)
Region29517	SUCLG1 (+144403)
Region29518	BIRC2 (-137)
Region29519	MAU2 (-3)
Region29520	PRDM1 (-29743)
Region29521	RNF152 (-80207)
Region29522	COTL1 (+23685)
Region29523	RBPMS (+32081)
Region29524	RAD50 (+16)
Region29525	RUNX1T1 (-257264)
Region29526	SEMA4B (-16205)
Region29527	MPG (+13597)
Region29528	ZBTB7A (-22631)
Region29529	PJA2 (+51465)
Region29530	ANKRD53 (-13529)
Region29531	NUDT16 (+59914)
Region29532	VKORC1L1 (-102698)
Region29533	TMEM185B (-80)
Region29534	TRIP6 (+228)
Region29535	RCCD1 (+33)
Region29536	RBM46 (+431)
Region29537	CNOT10 (-10377)
Region29538	LRFN5 (-353694)
Region29539	CFAP44 (+86578)
Region29540	PTGES2 (+10662)
Region29541	FCGR1B (-78672)
Region29542	NUDT12 (-124472)
Region29543	CHST3 (-30445)
Region29544	NNT (+457)
Region29545	EPHA4 (+699634)
Region29546	PGAP1 (-136036)
Region29547	BOK (-16799)
Region29548	MBOAT4 (+2857)
Region29549	CAPN13 (+93255)
Region29550	PLEKHF2 (-140)
Region29551	TPRG1L (+9385)
Region29552	TCEA3 (+20669)
Region29553	GNAQ (-226)
Region29554	LIG1 (+183)
Region29555	VPS72 (-43)
Region29556	TMEM211 (-121663)
Region29557	LBR (-16223)
Region29558	CAMTA1 (+435518)
Region29559	PCDH15 (-161206)
Region29560	POU4F2 (+251881)
Region29561	GTF2H1 (+10379)
Region29562	YAP1 (-184)
Region29563	TMEM222 (-37170)
Region29564	NEDD1 (+61985)
Region29565	LDHA (-589)
Region29566	HSD17B12 (-36370)
Region29567	HSD17B4 (-13079)
Region29568	SUSD6 (-95)
Region29569	RGS18 (-463456)
Region29570	LEF1 (+15962)
Region29571	ZDHHC17 (-57488)
Region29572	PHYH (-2221)
Region29573	TREH (-10552)
Region29574	STOML1 (+16)
Region29575	ZBTB20 (-35339)
Region29576	LCK (-1147)
Region29577	ADGRB1 (+22709)
Region29578	CCDC57 (+6628)
Region29579	TMEM167A (+362490)
Region29580	ZNF12 (-9961)
Region29581	ODC1 (+92)
Region29582	UBE2Q2 (-87)
Region29583	TOX2 (+60)
Region29584	MN1 (-3498)
Region29585	MYBL2 (-9594)
Region29586	NPVF (-85719)
Region29587	ZNF829 (-299)
Region29588	ZNF33A (+328)
Region29589	UHRF1 (+6310)
Region29590	COL6A1 (-136147)
Region29591	ANKHD1-EIF4EBP3 (+487)
Region29592	ATP6V1B1 (+12739)
Region29593	HNRNPH1 (+1418)
Region29594	PDK1 (-59646)
Region29595	ZBTB16 (+127)
Region29596	TRABD2B (+102123)
Region29597	SAP18 (-37)
Region29598	CNN2 (+1395)
Region29599	IL6ST (-55)
Region29600	NUP58 (+49)
Region29601	ARIH1 (-72)
Region29602	RHEB (-112554)
Region29603	GABRR3 (-4257)
Region29604	FAM53B (+107315)
Region29605	CFTR (+89667)
Region29606	SRR (-58667)
Region29607	UNC5D (+591435)
Region29608	GALNT6 (-8165)
Region29609	ACTBL2 (+28740)
Region29610	KRT8 (+22776)
Region29611	SLC18B1 (-203)
Region29612	PRR3 (-74669)
Region29613	SEMA4C (-54601)
Region29614	DCAF4 (+46)
Region29615	ESPL1 (-83)
Region29616	PHF1 (-532)
Region29617	SH2B2 (-12723)
Region29618	KLHL1 (+701429)
Region29619	DCN (-199112)
Region29620	SERGEF (+24)
Region29621	RGS9 (-14074)
Region29622	CTIF (+136312)
Region29623	TNFRSF10B (-15130)
Region29624	ELOVL1 (+365)
Region29625	PEBP4 (+62951)
Region29626	CCNC (+15783)
Region29627	DUSP10 (+178648)
Region29628	BCL2L14 (-60357)
Region29629	CLDN22 (+58175)
Region29630	FGF10 (-79421)
Region29631	ADRB1 (+28945)
Region29632	PCDH19 (+14089)
Region29633	SCML4 (+107369)
Region29634	C16orf54 (-10887)
Region29635	DOCK10 (+40256)
Region29636	CADM1 (-250179)
Region29637	ZDHHC12 (-165)
Region29638	NONE
Region29639	HAPLN1 (-500)
Region29640	WISP3 (-10340)
Region29641	TONSL (-62)
Region29642	NONE
Region29643	PIP4K2C (+19)
Region29644	GLTP (+7107)
Region29645	PKDCC (-207087)
Region29646	ACTB (-28342)
Region29647	GATA3 (-11178)
Region29648	FBXO25 (-31510)
Region29649	LONRF1 (+89843)
Region29650	TMEM163 (+61170)
Region29651	PLSCR3 (+203)
Region29652	ANKRD10 (-65622)
Region29653	CDC37 (-62)
Region29654	ENSG00000262633 (+27919)
Region29655	MED13L (-105458)
Region29656	TOR1B (+57)
Region29657	SEL1L3 (+20510)
Region29658	DNAJC11 (-41520)
Region29659	PPP1R15A (+86)
Region29660	DDX18 (-666936)
Region29661	GPR158 (-73288)
Region29662	PRCC (-118)
Region29663	LHFPL3 (+94611)
Region29664	DGKH (+521)
Region29665	CELA3B (-12867)
Region29666	TRIML1 (+324443)
Region29667	ILF3 (-286)
Region29668	GJB6 (-72)
Region29669	SEMA3A (+102312)
Region29670	BTG1 (-107431)
Region29671	HDAC7 (+6686)
Region29672	CHRNA7 (-159690)
Region29673	NIFK (-154)
Region29674	ZNF555 (+12111)
Region29675	PTGR1 (+1832)
Region29676	LRRN3 (-113518)
Region29677	MEA1 (-79)
Region29678	HEY2 (-16772)
Region29679	PTDSS1 (-5)
Region29680	SERPINI1 (+84681)
Region29681	SRSF5 (+106)
Region29682	CD34 (+28014)
Region29683	NR5A1 (-110290)
Region29684	GINM1 (+34)
Region29685	ACVR2A (-180732)
Region29686	ZAP70 (+5142)
Region29687	NELFA (+865)
Region29688	SYNJ1 (+11)
Region29689	CDC42SE2 (+31372)
Region29690	NDUFB9 (+25720)
Region29691	RPN1 (+33113)
Region29692	ARG2 (+49)
Region29693	OR2AG2 (+38210)
Region29694	CHORDC1 (-156537)
Region29695	TVP23C (-26600)
Region29696	SRBD1 (-35)
Region29697	PAX8 (-46273)
Region29698	STK25 (-38)
Region29699	RNASEL (+8475)
Region29700	NONE
Region29701	TNRC6A (-4)
Region29702	CHPF2 (+564)
Region29703	UBL5 (-45)
Region29704	HLA-B (-92)
Region29705	ENTPD3 (+180)
Region29706	SLC44A1 (-87)
