# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	DDX11 (+46057)
Region22536	HNRNPLL (+66745)
Region22537	FXR1 (+156)
Region22538	CPO (-39789)
Region22539	HLA-F (+11375)
Region22540	SMYD2 (-19486)
Region22541	CCDC167 (-17689)
Region22542	IDE (-786)
Region22543	SCGB1A1 (+61791)
Region22544	FDPS (-188)
Region22545	ARGLU1 (-135954)
Region22546	SETD6 (+712)
Region22547	CNTN5 (-999957)
Region22548	RSG1 (-53011)
Region22549	NONE
Region22550	CDKL4 (+12516)
Region22551	CD247 (+92936)
Region22552	ZBP1 (+1014)
Region22553	RAVER1 (+82)
Region22554	SLCO4C1 (+81)
Region22555	DLEC1 (+135)
Region22556	THEMIS (+118985)
Region22557	PTN (+59825)
Region22558	NHEJ1 (+366)
Region22559	CYP4F8 (+8806)
Region22560	C3orf38 (+61)
Region22561	SDF2L1 (-80)
Region22562	DEPDC5 (-44639)
Region22563	CYP8B1 (-5059)
Region22564	ST6GALNAC4 (-105)
Region22565	EIF4E (+46959)
Region22566	DCT (+31656)
Region22567	PTBP2 (-367086)
Region22568	ZNF589 (+682)
Region22569	FLCN (-159)
Region22570	RRS1 (-261)
Region22571	TRHDE (+962784)
Region22572	PLEC (+22352)
Region22573	TSPAN9 (+58478)
Region22574	PRPS1 (+44692)
Region22575	CD5 (+29494)
Region22576	OCIAD1 (-53)
Region22577	ACER2 (+95631)
Region22578	ZC3H18 (-36135)
Region22579	RNF20 (-174)
Region22580	TSEN2 (-110)
Region22581	ZNF274 (-121)
Region22582	TMEM163 (-44302)
Region22583	BTBD3 (+385334)
Region22584	YWHAH (-252)
Region22585	COL6A1 (-7685)
Region22586	MINK1 (-59)
Region22587	RERGL (+610991)
Region22588	NDUFV3 (+39436)
Region22589	SPON2 (+7029)
Region22590	USP22 (-418)
Region22591	ANXA4 (+32138)
Region22592	ADAR (-106048)
Region22593	SLX4IP (+14199)
Region22594	DNAJC2 (+137)
Region22595	RELL1 (-225)
Region22596	DHX30 (+226)
Region22597	CLLU1 (-17268)
Region22598	SLC25A4 (-14593)
Region22599	SOAT1 (+72168)
Region22600	NNT (+511)
Region22601	RAB8A (-16361)
Region22602	PNKD (-142)
Region22603	C19orf68 (+33317)
Region22604	LRP11 (+37852)
Region22605	MAB21L1 (-142292)
Region22606	DENND1A (+268877)
Region22607	ASB3 (-42)
Region22608	COL18A1 (-15942)
Region22609	NCAN (+901)
Region22610	FBXO31 (+391253)
Region22611	TMEM223 (+46)
Region22612	HK2 (+15639)
Region22613	PSMD1 (-3809)
Region22614	FAAH2 (-22)
Region22615	EGR4 (+25)
Region22616	AADAT (+18822)
Region22617	PITX1 (+2912)
Region22618	DDX46 (-70)
Region22619	MAP3K20 (+5585)
Region22620	NSUN5 (+73450)
Region22621	RCCD1 (+79)
Region22622	STK38 (+31)
Region22623	ARAF (-37171)
Region22624	NONE
Region22625	ENSG00000258989 (-25643)
Region22626	ZNF705E (+7788)
Region22627	MYT1L (+273830)
Region22628	HIST1H4L (+242)
Region22629	URM1 (-9212)
Region22630	RGS16 (-11871)
Region22631	RAMP1 (+221)
Region22632	NRF1 (+27649)
Region22633	CDK17 (+20892)
Region22634	CD38 (+331)
Region22635	TGFB2 (+356183)
Region22636	MIPEP (+45)
Region22637	GOLGA4 (+71071)
Region22638	HIST1H2AK (-41)
Region22639	HECA (-9934)
Region22640	CYTH4 (-15131)
Region22641	PRPF19 (-20)
Region22642	NANOS3 (-40333)
Region22643	CPXCR1 (-9916)
Region22644	ANKH (+61923)
Region22645	SPOPL (-68)
Region22646	STOX1 (+1)
Region22647	RNF103 (+1050)
Region22648	SLC38A2 (+18183)
Region22649	EPB41L1 (-90676)
Region22650	MFN1 (-51)
Region22651	CD79A (-1553)
Region22652	ANKRD27 (+32189)
Region22653	TPP1 (-24)
Region22654	PSMA7 (+44)
Region22655	SP3 (-33802)
Region22656	PMEPA1 (-161)
Region22657	MAST4 (+118403)
Region22658	FNBP4 (-174)
Region22659	MMADHC (-252085)
Region22660	SLF1 (+175259)
Region22661	MEMO1 (+206600)
Region22662	TM9SF2 (-2807)
Region22663	MNT (+1323)
Region22664	DSEL (-314459)
Region22665	DLL1 (+203071)
Region22666	FOXJ1 (+6)
Region22667	CCSER2 (+5668)
Region22668	PGPEP1L (-15418)
Region22669	PRDM11 (-44397)
Region22670	HGF (+111001)
Region22671	FGFR1OP (+16019)
Region22672	YWHAQ (-474)
Region22673	APBA2 (+56575)
Region22674	NUP107 (+191)
Region22675	CMPK2 (+48251)
Region22676	ENSG00000272410 (+14579)
Region22677	PDE8A (+8109)
Region22678	MRPL38 (+384)
Region22679	RNF19A (-127578)
Region22680	TBXAS1 (-47)
Region22681	IRF2BPL (+52366)
Region22682	E2F2 (-8709)
Region22683	FBRSL1 (+9)
Region22684	LARP1B (+22)
Region22685	DMC1 (-50)
Region22686	CD5 (-30950)
Region22687	SLC9A9 (+619)
Region22688	TGFB2 (+74803)
Region22689	LIN54 (+19)
Region22690	SYNCRIP (-433225)
Region22691	CCER1 (+519822)
Region22692	ITGA6 (-157317)
Region22693	ENSG00000283239 (+24141)
Region22694	PPIAL4A (-45130)
Region22695	BMP10 (-37053)
Region22696	LRP1 (-793)
Region22697	MEIS3 (-17613)
Region22698	TRPM1 (-46064)
Region22699	CALM2 (-51992)
Region22700	FOXP1 (-687)
Region22701	EHD1 (+14622)
Region22702	BLM (-62540)
Region22703	TRMT10C (-53)
Region22704	MEGF11 (+51410)
Region22705	ZNF501 (-68)
Region22706	REEP3 (+892618)
Region22707	INPPL1 (-1396)
Region22708	TOX (+194674)
Region22709	CCNG1 (-436098)
Region22710	ENSG00000269590 (+116)
Region22711	CLSTN3 (+38)
Region22712	OAS3 (+64)
Region22713	TMEM156 (-12313)
Region22714	JUN (+29095)
Region22715	OAT (+20)
Region22716	MYBL2 (+15021)
Region22717	LTBP3 (+11582)
Region22718	TDRD10 (+13461)
Region22719	ERH (+144)
Region22720	SLC39A3 (+8)
Region22721	ACBD5 (-79131)
Region22722	ABCA13 (+545704)
Region22723	KCND2 (+179457)
Region22724	TMEM45B (-120005)
Region22725	TRIT1 (+11)
Region22726	RLN1 (+223)
Region22727	ZNF705A (+7783)
Region22728	NONE
Region22729	SRP9 (-80)
Region22730	KMT2A (-129)
Region22731	DAOA (-683596)
Region22732	LPGAT1 (+56)
Region22733	POGZ (+1214)
Region22734	ZNF324 (-67)
Region22735	ASPG (-7501)
Region22736	SAMD4B (-272)
Region22737	S100A10 (+491)
Region22738	FKBP2 (-424)
Region22739	RASA1 (-247736)
Region22740	BBS2 (+321)
Region22741	KRBA1 (+27453)
Region22742	PTGER4 (-242570)
Region22743	DUSP7 (+87)
Region22744	GNPDA2 (+30)
Region22745	ACTL9 (+43371)
Region22746	GSS (+37505)
Region22747	MCAT (+536)
Region22748	SHH (+72878)
Region22749	PIM1 (+39542)
Region22750	RRS1 (-51363)
Region22751	KRBA2 (-5175)
Region22752	SP7 (-8793)
Region22753	FBXL14 (-11258)
Region22754	LZTS3 (+33)
Region22755	NMUR1 (+16036)
Region22756	TRIM29 (-30777)
Region22757	TP53I13 (-11)
Region22758	CCDC88A (-344)
Region22759	HBP1 (-42336)
Region22760	TRIM45 (-283)
Region22761	EYA4 (-171080)
Region22762	RPIA (+62680)
Region22763	FKBP4 (+915)
Region22764	OSM (+766)
Region22765	RRM2 (+82209)
Region22766	IL1RL2 (+679)
Region22767	RSPH4A (-95)
Region22768	B3GAT2 (+822)
Region22769	CTF1 (+5714)
Region22770	DOCK8 (+159)
Region22771	TAPT1 (-159988)
Region22772	BIN1 (+81802)
Region22773	ANXA1 (+488887)
Region22774	HERPUD1 (+15)
Region22775	SLC2A8 (-26293)
Region22776	ICA1 (+226410)
Region22777	HELQ (+35531)
Region22778	CALM1 (-13658)
Region22779	OR5AN1 (+9854)
Region22780	MBNL1 (+228045)
Region22781	RBM39 (-442)
Region22782	CAMK2B (+2325)
Region22783	NEU2 (-8570)
Region22784	TMEM252 (-43749)
Region22785	IRGQ (-159)
Region22786	CRLF3 (+93013)
Region22787	ZFAND3 (+145744)
Region22788	DSCR3 (+9267)
Region22789	TUBA8 (+156)
Region22790	TARS (-53)
Region22791	NONE
Region22792	SKAP1 (-14430)
Region22793	AAR2 (+73)
Region22794	SLBP (-133)
Region22795	ZNF227 (-5072)
Region22796	HDAC4 (+78421)
Region22797	TBC1D9 (+19008)
Region22798	CPNE2 (-7997)
Region22799	OTOS (-125197)
Region22800	PARVB (+32036)
Region22801	TRIM73 (+32254)
Region22802	TTI2 (-1273)
Region22803	MLLT10 (-127105)
Region22804	KCNMB2 (-224174)
Region22805	DMRT3 (+32368)
Region22806	EEPD1 (+55317)
Region22807	CFAP54 (-40)
Region22808	NONE
Region22809	KDM7A (-76174)
Region22810	TOX (-6721)
Region22811	CERS4 (+46422)
Region22812	PTGER4 (+8885)
Region22813	SPOCD1 (-32558)
Region22814	WNT10A (-2)
Region22815	RAB27A (-19428)
Region22816	MDS2 (-7648)
Region22817	SPINK2 (-14862)
Region22818	NONE
Region22819	HIST1H3E (-67)
Region22820	S100A10 (-9754)
Region22821	ALDH8A1 (+259783)
Region22822	MMRN1 (+680112)
Region22823	OR1F1 (+11255)
Region22824	HPS6 (-71)
Region22825	PARVA (-20515)
Region22826	CAB39 (-93141)
Region22827	RPL3 (+42)
Region22828	CD300A (-12251)
Region22829	UBE2V2 (+97527)
Region22830	PRDX2 (-70)
Region22831	TEAD3 (-273)
Region22832	GPR158 (-61041)
Region22833	PPM1E (+102998)
Region22834	TP53BP1 (+9219)
Region22835	IFNLR1 (-12338)
Region22836	LRTOMT (-38537)
Region22837	ARPP21 (-178393)
Region22838	TMEM221 (+25)
Region22839	C8orf48 (+392084)
Region22840	C10orf128 (-29574)
Region22841	LANCL2 (-76706)
Region22842	CCDC28A (+83)
Region22843	ANAPC5 (-9)
Region22844	NAT8L (+82023)
Region22845	INSIG1 (+52499)
Region22846	CDH2 (-306195)
Region22847	TUFT1 (-74)
Region22848	CDR2 (+16424)
Region22849	ZNF705D (+11530)
Region22850	FUCA2 (-19)
Region22851	LMF1 (-46)
Region22852	NUCB2 (+9160)
Region22853	PPA2 (+82911)
Region22854	KBTBD6 (-31)
Region22855	LBR (-16239)
Region22856	PLEKHH1 (+75)
Region22857	PLEKHM3 (+86483)
Region22858	LDLRAD3 (+62980)
Region22859	NXPH2 (-432533)
Region22860	SLC29A4 (-42506)
Region22861	LINGO2 (-805978)
Region22862	ZNF675 (+32)
Region22863	TRIM26 (-46845)
Region22864	GSDMC (+25434)
Region22865	FAM102A (-27421)
Region22866	SDCCAG8 (+252428)
Region22867	EIF4A2 (-4738)
Region22868	ENSG00000255439 (+186)
Region22869	HDAC11 (-28201)
Region22870	TREX1 (+416)
Region22871	DUSP10 (+300456)
Region22872	MAP3K7 (-474687)
Region22873	MBP (+69835)
Region22874	DSEL (-329728)
Region22875	FER1L6 (+189558)
Region22876	NONE
Region22877	ZNF395 (-40387)
Region22878	GCDH (+64)
Region22879	ETS1 (+688911)
Region22880	ZYG11B (+35)
Region22881	AVL9 (+62831)
Region22882	ZNF33B (+85718)
Region22883	SEC61G (-128290)
Region22884	RPRM (+283433)
Region22885	GNGT2 (+16504)
Region22886	SRSF9 (+7)
Region22887	PCBP2 (+521)
Region22888	CNIH3 (+28521)
Region22889	ISPD (+51679)
Region22890	TRIM8 (+29877)
Region22891	NONE
Region22892	ITPKB (+64001)
Region22893	FOXO3 (-2314)
Region22894	DNM3 (+58466)
Region22895	NXPH2 (-864990)
Region22896	NTMT1 (-212358)
Region22897	WDFY2 (-48606)
Region22898	ZNF837 (-143)
Region22899	TMEM132C (-913836)
Region22900	CHD2 (-112966)
Region22901	C21orf91 (+43658)
Region22902	RNF149 (-19943)
Region22903	SCART1 (+27293)
Region22904	RAB6A (-121)
Region22905	CRB1 (+123341)
Region22906	SRM (-77)
Region22907	CLEC2L (+112012)
Region22908	ZNF311 (-11761)
Region22909	CYTIP (+2998)
Region22910	MARCO (-15321)
Region22911	HMCN1 (-167343)
Region22912	OR6C65 (-7829)
Region22913	SNX30 (-153)
Region22914	USP6 (-4572)
Region22915	ACO1 (-563678)
Region22916	EPHA7 (+460316)
Region22917	ZMAT4 (+100868)
Region22918	PPARD (-10927)
Region22919	NSMF (-54)
Region22920	NBPF12 (+50909)
Region22921	NONE
Region22922	AHSP (+3737)
Region22923	SPSB1 (+264)
Region22924	NIPSNAP1 (+241)
Region22925	NLRC5 (+3)
Region22926	PHTF2 (+220991)
Region22927	EPS8 (+135)
Region22928	SPINK1 (+9554)
Region22929	ZC3HAV1 (+7486)
Region22930	FAM198B (+440056)
Region22931	TERF2IP (+9)
Region22932	UBE3D (+291131)
Region22933	HMGN2 (+28124)
Region22934	MIS18BP1 (-393620)
Region22935	MTRNR2L12 (+253900)
Region22936	MZT1 (+413835)
Region22937	AASDHPPT (+430869)
Region22938	TTLL12 (-489)
Region22939	PSMD14 (-69002)
Region22940	TTC27 (-35697)
Region22941	ZDHHC19 (+4080)
Region22942	ZNF92 (-1)
Region22943	SLC46A1 (+7882)
Region22944	PHPT1 (-6579)
Region22945	DCTN6 (-57)
Region22946	ATOH1 (-517743)
Region22947	CASP2 (+78)
Region22948	LIPA (-8539)
Region22949	SOX5 (-315770)
Region22950	CACNA1S (-2012)
Region22951	LACTB2 (+61)
Region22952	NFAM1 (+108275)
Region22953	CD99L2 (+78)
Region22954	MKRN2 (+192)
Region22955	HSD17B7 (-143)
Region22956	PPM1B (-26830)
Region22957	FAM53A (-118)
Region22958	USP20 (+52091)
Region22959	PLCL2 (+42940)
Region22960	PKP4 (+48437)
Region22961	REPS1 (-28618)
Region22962	STX16 (-949)
Region22963	AGBL4 (+41491)
Region22964	VAV3 (+25840)
Region22965	TAF4 (+229854)
Region22966	NONE
Region22967	TMEM160 (-31055)
Region22968	CCDC105 (+123)
Region22969	MYL9 (-116936)
Region22970	ITCH (-1)
Region22971	KCNA2 (-23717)
Region22972	APC2 (-5961)
Region22973	IKZF2 (-345)
Region22974	LCP2 (+19459)
Region22975	ADAM12 (+74557)
Region22976	CHST11 (+122449)
Region22977	AMIGO1 (-148)
Region22978	RBM26 (-18864)
Region22979	GALNT13 (-125771)
Region22980	PRIM2 (+643864)
Region22981	KCNG3 (+28882)
Region22982	BEND6 (+203)
Region22983	NONE
Region22984	SIL1 (+78027)
Region22985	TGFA (-373)
Region22986	IFI6 (+8941)
Region22987	SLC9B1 (+26)
Region22988	PRRX1 (+66677)
Region22989	WRNIP1 (-144)
Region22990	BICDL1 (-901)
Region22991	RRAS2 (-56122)
Region22992	SOX4 (-5503)
Region22993	GNA11 (-212)
Region22994	PUS1 (+64)
Region22995	CCNI (-38)
Region22996	TMEM184C (-20270)
Region22997	DNAJB6 (+589975)
Region22998	LMLN (+120725)
Region22999	CHTF18 (-57)
Region23000	TRAM1 (+30684)
Region23001	DDHD1 (+44616)
Region23002	C19orf25 (-83)
Region23003	GPR85 (+728)
Region23004	TTI1 (+31059)
Region23005	RHOBTB3 (-16463)
Region23006	TP53RK (+97)
Region23007	RALGAPA2 (-316)
Region23008	NABP1 (-39985)
Region23009	FRYL (+51002)
Region23010	CEP83 (+31)
Region23011	PTPN20 (+115420)
Region23012	FAM133B (-94306)
Region23013	CRYGD (+23649)
Region23014	FGFBP3 (+21909)
Region23015	VAMP3 (-66591)
Region23016	ZNF33B (-10320)
Region23017	ASAH2 (-169770)
Region23018	UVSSA (-17588)
Region23019	CITED2 (-414732)
Region23020	SCRN1 (+73226)
Region23021	DPH5 (-86378)
Region23022	CPT1A (-159)
Region23023	HOOK2 (-168)
Region23024	ALG10B (+249501)
Region23025	CRYBG2 (+17546)
Region23026	PTGFR (+1)
Region23027	FSBP (-12524)
Region23028	CREB3L1 (-34176)
Region23029	KANK2 (+11)
Region23030	ATAD2B (-54)
Region23031	TMEM189-UBE2V1 (+6531)
Region23032	DCLRE1C (-136)
Region23033	PLET1 (-36696)
Region23034	OTUD7B (+181)
Region23035	RAB27A (+2697)
Region23036	SLC7A1 (+579)
Region23037	EPHA3 (+711573)
Region23038	ATP5E (-63)
Region23039	ST3GAL1 (-471802)
Region23040	RLN2 (+500)
Region23041	MBD2 (+295976)
Region23042	NCAPH (+9)
Region23043	GOLGA8B (-47925)
Region23044	RAD51B (+463869)
Region23045	PTK6 (-634)
Region23046	NPAS3 (+187165)
Region23047	SFXN5 (+191)
Region23048	FAM198B (+347936)
Region23049	MARCH10 (+14151)
Region23050	OPRD1 (-26801)
Region23051	JPH2 (+117110)
Region23052	ENPP2 (-79373)
Region23053	IFNL3 (+7242)
Region23054	ADARB2 (+308603)
Region23055	SPAG8 (+98)
Region23056	PRKAR1A (-20)
Region23057	NEDD9 (+60013)
Region23058	FOXP1 (+357080)
Region23059	LPCAT1 (-130185)
Region23060	ZNF771 (+221)
Region23061	NSMF (-40273)
Region23062	RABIF (+149)
Region23063	PCBP2 (+6589)
Region23064	CCDC17 (+2577)
Region23065	TNFRSF8 (+24537)
Region23066	SEPT8 (+389)
Region23067	NOX3 (-331539)
Region23068	MED1 (-24)
Region23069	NONE
Region23070	PROCA1 (+388)
Region23071	CLECL1 (+31279)
Region23072	SLC6A15 (+682395)
Region23073	LONRF1 (+90105)
Region23074	TBC1D23 (-900)
Region23075	KCNJ12 (+111335)
Region23076	RUFY3 (-16478)
Region23077	DUSP1 (-77)
Region23078	VSIR (+16425)
Region23079	STIM1 (-532)
Region23080	HAPLN2 (+4991)
Region23081	SPSB1 (-11210)
Region23082	SPN (-49529)
Region23083	ZNF280B (+379)
Region23084	THNSL1 (-75)
Region23085	SEPT9 (+44370)
Region23086	KCNJ9 (+2532)
Region23087	GRASP (-25079)
Region23088	IL32 (+9752)
Region23089	SYT10 (-290000)
Region23090	CFAP157 (-7572)
Region23091	TRIM62 (+85)
Region23092	ATP5C1 (+40)
Region23093	GRM7 (+765364)
Region23094	SOX11 (+1016)
Region23095	RAB3C (+303906)
Region23096	MDH2 (+102350)
Region23097	CCDC62 (+540)
Region23098	GUSB (+20085)
Region23099	ZFAT (-134778)
Region23100	HIST1H2AH (+30031)
Region23101	NONE
Region23102	MCUR1 (+26385)
Region23103	VRK1 (+256135)
Region23104	SLC1A7 (+9831)
Region23105	KCNC3 (-4336)
Region23106	STAU1 (+60281)
Region23107	MGA (-38802)
Region23108	FAM69A (+90)
Region23109	SCARB2 (+80)
Region23110	FADS1 (+1602)
Region23111	FAM168B (-66)
Region23112	NEURL2 (-50)
Region23113	INSIG2 (+97981)
Region23114	FLNB (+26689)
Region23115	COX4I2 (+37756)
Region23116	NCOA6 (-3810)
Region23117	TRPM1 (-31916)
Region23118	RPS3 (+704)
Region23119	KLHL1 (-741572)
Region23120	SAMD3 (+31863)
Region23121	ADGRL1 (-11295)
Region23122	NDUFC2-KCTD14 (+143)
Region23123	SLC30A7 (+31383)
Region23124	ZNF611 (+44550)
Region23125	GCA (+243757)
Region23126	LHFPL4 (+16926)
Region23127	ENSG00000259680 (-958745)
Region23128	GDI1 (+483)
Region23129	KLF13 (+34723)
Region23130	DOCK2 (+95061)
Region23131	SLC7A10 (-305)
Region23132	CLCN3 (-70)
Region23133	CYP2J2 (+36)
Region23134	RAVER2 (+79165)
Region23135	FAM19A5 (+611379)
Region23136	LRRTM1 (+66762)
Region23137	SSFA2 (-79)
Region23138	SMIM3 (+935)
Region23139	XBP1 (-11401)
Region23140	OTX1 (-2097)
Region23141	CALM3 (-141)
Region23142	LRIG2 (-87)
Region23143	ESRRA (-868)
Region23144	FAM19A2 (+449)
Region23145	NAGS (+2438)
Region23146	SNURF (+1519)
Region23147	EXPH5 (+700)
Region23148	C7orf25 (+23604)
Region23149	AUNIP (+7585)
Region23150	COG6 (+287318)
Region23151	KCNH5 (+409013)
Region23152	NONE
Region23153	MXD3 (+24)
Region23154	OIP5 (-61)
Region23155	MRC2 (+58647)
Region23156	SUPT3H (-208813)
Region23157	TFB1M (-133)
Region23158	ORC4 (+14350)
Region23159	RPRD1B (+41)
Region23160	LINS1 (-135)
Region23161	ZNF706 (-117414)
Region23162	XKR8 (+524)
Region23163	TSPYL1 (+1)
Region23164	PRDM12 (-21486)
Region23165	PTPRO (+224132)
Region23166	TSPAN31 (+7)
Region23167	CHAC2 (-445981)
Region23168	SOAT1 (+14583)
Region23169	HAPLN1 (-798)
Region23170	CAMK1D (+198049)
Region23171	PCSK9 (+139)
Region23172	EPHA6 (-58976)
Region23173	SIRPG (-37625)
Region23174	E2F5 (+196)
Region23175	NONE
Region23176	USP9Y (-38903)
Region23177	SLC5A6 (+62)
Region23178	GEMIN5 (-35)
Region23179	ITPKA (+88)
Region23180	CTSE (+11549)
Region23181	HEY2 (+10556)
Region23182	ENSG00000268744 (-10)
Region23183	ZNF428 (+286)
Region23184	SIAH1 (+47093)
Region23185	CYP4F2 (-2037)
Region23186	WDR4 (+31329)
Region23187	CCDC39 (-15)
Region23188	NUBPL (-34025)
Region23189	KCNK18 (-29168)
Region23190	ATP5H (-87)
Region23191	PRELID3A (+5)
Region23192	SLC25A25 (-276)
Region23193	LRRN1 (-425)
Region23194	GRXCR1 (-27080)
Region23195	TRIQK (-333390)
Region23196	SGSM1 (+63965)
Region23197	TPK1 (-524710)
Region23198	IRGM (+632)
Region23199	KLF3 (-314)
Region23200	ARHGAP27 (+50874)
Region23201	OCRL (+45424)
Region23202	PARP8 (-19158)
Region23203	HACE1 (+484879)
Region23204	CCK (+9241)
Region23205	PRDX4 (+314)
Region23206	LSM1 (-41)
Region23207	MOCOS (+24945)
Region23208	LMCD1 (-624680)
Region23209	SLC1A4 (-642)
Region23210	LIMD2 (+2044)
Region23211	IRX1 (+518714)
Region23212	GPRASP2 (+9003)
Region23213	TMEM121 (+535406)
Region23214	LYPD1 (+196)
Region23215	P3H2 (+160966)
Region23216	ZNF175 (+23190)
Region23217	CCZ1B (-162880)
Region23218	AGGF1 (-33476)
Region23219	POLQ (-43)
Region23220	HMGA1 (-854)
Region23221	KMT5A (+254)
Region23222	NSMAF (-148332)
Region23223	FXR1 (-83068)
Region23224	USP46 (-191)
Region23225	FUBP3 (+15)
Region23226	IFT81 (+29859)
Region23227	RAPGEF1 (-19519)
Region23228	CREBBP (-187)
Region23229	AVL9 (+196676)
Region23230	DENND5A (+15018)
Region23231	ACADM (-72)
Region23232	IREB2 (-91)
Region23233	STON2 (+31247)
Region23234	ACAP2 (-117)
Region23235	ALOX5 (-11672)
Region23236	RECQL5 (-22441)
Region23237	CFD (+3069)
Region23238	CHCHD1 (+19)
Region23239	ZFP30 (-325)
Region23240	TRPS1 (+982814)
Region23241	CCDC146 (-147)
Region23242	CCDC97 (-7603)
Region23243	RASA1 (-16070)
Region23244	PDE4D (+502698)
Region23245	HNF4G (-162700)
Region23246	ZDHHC17 (+55972)
Region23247	RUVBL2 (-16)
Region23248	VAMP3 (+79)
Region23249	KCNMB2 (+125919)
Region23250	CDH17 (+120148)
Region23251	RIT1 (+17247)
Region23252	ZNF689 (-50)
Region23253	STAU1 (-41)
Region23254	MRPL49 (-87)
Region23255	DDIT4 (-13119)
Region23256	ZNF132 (-90)
Region23257	ZNF382 (-332)
Region23258	ZNF468 (+56)
Region23259	TBC1D31 (+24)
Region23260	NR4A2 (+512432)
Region23261	IKBKE (+37)
Region23262	FZD1 (+66)
Region23263	ANO10 (+1)
Region23264	PDE7A (+34158)
Region23265	PRB2 (-91190)
Region23266	STK39 (+1019)
Region23267	CLPB (+13735)
Region23268	GNRH1 (+39105)
Region23269	MLLT6 (-344)
Region23270	ENC1 (+442393)
Region23271	ULBP1 (+27007)
Region23272	EEF2K (-15537)
Region23273	NR2F1 (-951915)
Region23274	TFEC (+162178)
Region23275	C12orf65 (-9499)
Region23276	DYNLRB1 (-262)
Region23277	ABCB1 (-27246)
Region23278	AIM2 (-24687)
Region23279	POC5 (-49)
Region23280	PCDH17 (+760361)
Region23281	ATXN7L1 (-150)
Region23282	NAMPT (-80260)
Region23283	NABP1 (-525)
Region23284	SNX10 (+84966)
Region23285	PGRMC2 (+763)
Region23286	HAP1 (-3472)
Region23287	PCDH17 (-49410)
Region23288	RNASEH2A (-7)
Region23289	TRMT12 (-24621)
Region23290	JKAMP (+92115)
Region23291	GAS6 (-118129)
Region23292	NONE
Region23293	CDKN2AIP (-37342)
Region23294	TEX2 (-120)
Region23295	EPHA5 (+580241)
Region23296	TRIM36 (+400581)
Region23297	HMCN2 (-22588)
Region23298	DUPD1 (+14625)
Region23299	PITPNC1 (+63017)
Region23300	CAMLG (-56)
Region23301	RGS12 (-79688)
Region23302	FBXO42 (+36438)
Region23303	ZNF407 (+159276)
Region23304	ZNF681 (-4246)
Region23305	SEMA4B (-16255)
Region23306	LYZL2 (-154487)
Region23307	SMAD2 (+28695)
Region23308	ZNF552 (+18935)
Region23309	GAS2L2 (-11541)
Region23310	CKAP5 (+35)
Region23311	LENG1 (-22)
Region23312	NCS1 (-43831)
Region23313	KDM5B (+81735)
Region23314	SF3B3 (+19321)
Region23315	KLF12 (+292373)
Region23316	LIPC (+53024)
Region23317	PTH2R (+163151)
Region23318	DLG3 (+10038)
Region23319	ZFP36L2 (-124)
Region23320	PCDH20 (-630314)
Region23321	NUFIP1 (+28)
Region23322	LRGUK (+35)
Region23323	KATNB1 (-176)
Region23324	MYADM (-1753)
Region23325	SLC13A4 (-6005)
Region23326	CTSV (-47683)
Region23327	GATA3 (+7036)
Region23328	GNPDA2 (-635394)
Region23329	LYPD3 (-9755)
Region23330	ORMDL2 (-43)
Region23331	PPP1R18 (+5169)
Region23332	MGAT4A (-4591)
Region23333	ABCF2 (-136)
Region23334	FAHD1 (-71)
Region23335	CDK18 (+24637)
Region23336	RRP1 (-17)
Region23337	NOP58 (+11568)
Region23338	FAM69C (+262)
Region23339	MIF (+351)
Region23340	SMURF1 (+126)
Region23341	DCPS (+7235)
Region23342	TECRL (+466616)
Region23343	ZFAT (-119377)
Region23344	NRSN2 (+85)
Region23345	SUSD6 (+14060)
Region23346	KLRF1 (-13213)
Region23347	RBP3 (-7669)
Region23348	BTBD2 (+1414)
Region23349	SYT7 (-541)
Region23350	TARDBP (+159)
Region23351	HNRNPL (-66)
Region23352	TSSK6 (+26220)
Region23353	FSIP2 (-551364)
Region23354	LRRC4B (-5897)
Region23355	HEYL (+281)
Region23356	OPCML (-210340)
Region23357	SYNE2 (+102319)
Region23358	GSDMC (+838951)
Region23359	CLCN4 (-21488)
Region23360	BICD1 (-147825)
Region23361	TRIP12 (+71164)
Region23362	SOCS7 (-382)
Region23363	VPS13D (-46)
Region23364	TRIL (+146962)
Region23365	TNS1 (+187498)
Region23366	LAMC1 (+300)
Region23367	SLC35B4 (-52)
Region23368	GLIS3 (+375811)
Region23369	CHMP7 (+6712)
Region23370	SREBF1 (+13225)
Region23371	FOXD1 (+109585)
Region23372	GALNT3 (+879)
Region23373	GNAI2 (-8425)
Region23374	GPT2 (-181)
Region23375	USP45 (+41347)
Region23376	RGMB (+27076)
Region23377	FAF2 (-127)
Region23378	EMILIN2 (+36674)
Region23379	FGF5 (+203)
Region23380	VTA1 (-29)
Region23381	COL4A1 (+69893)
Region23382	NES (-12306)
Region23383	USP24 (+14209)
Region23384	TOP1MT (-10)
Region23385	GPN3 (+397)
Region23386	DLX6 (-228764)
Region23387	GNA12 (+35580)
Region23388	SYT2 (+18467)
Region23389	FOXK1 (-374335)
Region23390	CHST15 (-68495)
Region23391	MAGI3 (-668)
Region23392	TRIM27 (+301)
Region23393	CDH9 (+97813)
Region23394	PIGT (-10)
Region23395	RAB32 (-69301)
Region23396	UCP3 (+3953)
Region23397	PLPPR5 (+446)
